ticker,data_symbol,name,category,scheme,layer,threshold,date,close,reference_high,reference_mode,drawdown,ret_21d,ret_63d,ret_126d,ret_252d,max_adverse_252d
AMD,AMD,AMD,STOCK,STOCK_B_20_30_40_55,D1,-20.00%,2016-09-09,5.900000095367432,7.670000076293945,52w_high,-23.08%,15.93%,75.25%,142.03%,112.71%,-2.71%
AMD,AMD,AMD,STOCK,STOCK_B_20_30_40_55,D1,-20.00%,2017-05-02,10.319999694824219,15.199999809265137,52w_high,-32.11%,5.91%,32.85%,5.52%,6.30%,-7.66%
AMD,AMD,AMD,STOCK,STOCK_B_20_30_40_55,D2,-30.00%,2017-05-02,10.319999694824219,15.199999809265137,52w_high,-32.11%,5.91%,32.85%,5.52%,6.30%,-7.66%
AMD,AMD,AMD,STOCK,STOCK_B_20_30_40_55,D1,-20.00%,2017-08-10,12.119999885559082,15.199999809265137,52w_high,-20.26%,3.55%,-3.38%,-6.68%,57.26%,-21.37%
AMD,AMD,AMD,STOCK,STOCK_B_20_30_40_55,D2,-30.00%,2017-12-04,10.029999732971191,15.199999809265137,52w_high,-34.01%,20.84%,22.03%,56.23%,110.57%,-4.99%
AMD,AMD,AMD,STOCK,STOCK_B_20_30_40_55,D1,-20.00%,2018-10-10,25.0,32.720001220703125,52w_high,-23.59%,-15.20%,-18.92%,11.40%,19.00%,-33.40%
AMD,AMD,AMD,STOCK,STOCK_B_20_30_40_55,D2,-30.00%,2018-10-24,22.790000915527344,32.720001220703125,52w_high,-30.35%,-14.96%,-11.45%,21.50%,43.53%,-26.94%
AMD,AMD,AMD,STOCK,STOCK_B_20_30_40_55,D3,-40.00%,2018-10-25,19.270000457763672,32.720001220703125,52w_high,-41.11%,4.20%,-0.10%,43.38%,74.83%,-13.60%
AMD,AMD,AMD,STOCK,STOCK_B_20_30_40_55,D1,-20.00%,2020-02-27,44.0099983215332,58.900001525878906,52w_high,-25.28%,5.84%,17.56%,95.46%,92.02%,-12.04%
AMD,AMD,AMD,STOCK,STOCK_B_20_30_40_55,D2,-30.00%,2020-03-12,39.0099983215332,58.900001525878906,52w_high,-33.77%,30.58%,35.43%,102.46%,107.77%,-0.77%
AMD,AMD,AMD,STOCK,STOCK_B_20_30_40_55,D1,-20.00%,2021-03-04,77.75,97.25,52w_high,-20.05%,4.73%,3.25%,41.47%,44.03%,-5.99%
AMD,AMD,AMD,STOCK,STOCK_B_20_30_40_55,D1,-20.00%,2022-01-19,128.27000427246094,161.91000366210938,52w_high,-20.78%,-12.40%,-26.70%,-28.99%,-45.37%,-56.39%
AMD,AMD,AMD,STOCK,STOCK_B_20_30_40_55,D2,-30.00%,2022-01-25,111.12999725341797,161.91000366210938,52w_high,-31.36%,4.93%,-23.37%,-19.18%,-32.37%,-49.66%
AMD,AMD,AMD,STOCK,STOCK_B_20_30_40_55,D3,-40.00%,2022-04-12,95.0999984741211,161.91000366210938,52w_high,-41.26%,-8.45%,-17.35%,-39.17%,-3.52%,-41.18%
AMD,AMD,AMD,STOCK,STOCK_B_20_30_40_55,D4,-55.00%,2022-09-22,69.5,161.91000366210938,52w_high,-57.07%,-15.37%,-2.62%,40.94%,40.12%,-19.51%
AMD,AMD,AMD,STOCK,STOCK_B_20_30_40_55,D1,-20.00%,2023-08-24,101.80000305175781,129.19000244140625,52w_high,-21.20%,-4.34%,20.34%,72.90%,47.34%,-7.99%
AMD,AMD,AMD,STOCK,STOCK_B_20_30_40_55,D1,-20.00%,2024-04-04,165.8300018310547,211.3800048828125,52w_high,-21.55%,-9.18%,3.66%,-1.80%,-49.56%,-48.28%
AMD,AMD,AMD,STOCK,STOCK_B_20_30_40_55,D2,-30.00%,2024-04-19,146.63999938964844,211.3800048828125,52w_high,-30.63%,13.43%,6.29%,6.36%,-38.36%,-46.67%
AMD,AMD,AMD,STOCK,STOCK_B_20_30_40_55,D3,-40.00%,2024-12-16,126.69000244140625,211.3800048828125,52w_high,-40.07%,-4.13%,-15.43%,1.22%,58.70%,-38.27%
AMD,AMD,AMD,STOCK,STOCK_B_20_30_40_55,D4,-55.00%,2025-04-08,78.20999908447266,183.9600067138672,52w_high,-57.49%,30.03%,84.32%,201.19%,213.31%,0.00%
AMD,AMD,AMD,STOCK,STOCK_B_20_30_40_55,D1,-20.00%,2025-11-20,206.02000427246094,264.3299865722656,52w_high,-22.06%,4.33%,3.80%,144.58%,,-7.31%
AMD,AMD,AMD,STOCK,STOCK_B_20_30_40_55,D1,-20.00%,2026-02-04,200.19000244140625,264.3299865722656,52w_high,-24.27%,-3.88%,110.50%,,,-4.62%
AMD,AMD,AMD,STOCK,STOCK_C_25_35_45_60,D1,-25.00%,2010-06-29,7.480000019073486,10.15999984741211,52w_high,-26.38%,4.01%,-7.09%,8.16%,-7.09%,-25.00%
AMD,AMD,AMD,STOCK,STOCK_C_25_35_45_60,D2,-35.00%,2010-08-11,6.489999771118164,10.15999984741211,52w_high,-36.12%,-10.48%,21.88%,26.81%,-9.86%,-13.56%
AMD,AMD,AMD,STOCK,STOCK_C_25_35_45_60,D1,-25.00%,2011-06-17,7.0,9.4399995803833,52w_high,-25.85%,-7.43%,2.86%,-28.00%,-15.29%,-35.29%
AMD,AMD,AMD,STOCK,STOCK_C_25_35_45_60,D2,-35.00%,2011-08-08,5.940000057220459,9.4399995803833,52w_high,-37.08%,13.80%,-4.55%,20.03%,-32.32%,-33.16%
AMD,AMD,AMD,STOCK,STOCK_C_25_35_45_60,D3,-45.00%,2011-09-30,5.079999923706055,9.4399995803833,52w_high,-46.19%,14.76%,6.30%,61.42%,-35.43%,-35.43%
AMD,AMD,AMD,STOCK,STOCK_C_25_35_45_60,D4,-60.00%,2012-09-25,3.2799999713897705,8.25,52w_high,-60.24%,-36.59%,-27.13%,-25.61%,17.68%,-43.29%
AMD,AMD,AMD,STOCK,STOCK_C_25_35_45_60,D1,-25.00%,2014-01-24,3.4700000286102295,4.639999866485596,52w_high,-25.22%,6.34%,16.71%,8.36%,-24.78%,-35.45%
AMD,AMD,AMD,STOCK,STOCK_C_25_35_45_60,D1,-25.00%,2014-09-30,3.4100000858306885,4.659999847412109,52w_high,-26.82%,-18.77%,-22.87%,-21.11%,-49.56%,-52.49%
AMD,AMD,AMD,STOCK,STOCK_C_25_35_45_60,D2,-35.00%,2014-10-09,2.950000047683716,4.659999847412109,52w_high,-36.70%,-5.76%,-10.85%,-5.76%,-33.56%,-45.08%
AMD,AMD,AMD,STOCK,STOCK_C_25_35_45_60,D3,-45.00%,2014-12-10,2.4800000190734863,4.659999847412109,52w_high,-46.78%,6.05%,10.89%,-6.85%,-1.21%,-34.68%
AMD,AMD,AMD,STOCK,STOCK_C_25_35_45_60,D4,-60.00%,2015-07-24,1.6699999570846558,4.28000020980835,52w_high,-60.98%,4.79%,28.14%,26.95%,301.20%,-2.99%
AMD,AMD,AMD,STOCK,STOCK_C_25_35_45_60,D1,-25.00%,2016-09-13,5.739999771118164,7.670000076293945,52w_high,-25.16%,15.33%,86.06%,143.55%,112.89%,0.00%
AMD,AMD,AMD,STOCK,STOCK_C_25_35_45_60,D1,-25.00%,2017-05-02,10.319999694824219,15.199999809265137,52w_high,-32.11%,5.91%,32.85%,5.52%,6.30%,-7.66%
AMD,AMD,AMD,STOCK,STOCK_C_25_35_45_60,D1,-25.00%,2017-10-30,10.890000343322754,15.199999809265137,52w_high,-28.36%,-0.55%,26.17%,0.73%,57.94%,-12.49%
AMD,AMD,AMD,STOCK,STOCK_C_25_35_45_60,D2,-35.00%,2018-04-02,9.529999732971191,14.760000228881836,52w_high,-35.43%,16.79%,57.29%,224.13%,180.69%,0.00%
AMD,AMD,AMD,STOCK,STOCK_C_25_35_45_60,D1,-25.00%,2018-10-19,23.65999984741211,32.720001220703125,52w_high,-27.69%,-19.23%,-16.31%,20.29%,33.18%,-29.63%
AMD,AMD,AMD,STOCK,STOCK_C_25_35_45_60,D2,-35.00%,2018-10-25,19.270000457763672,32.720001220703125,52w_high,-41.11%,4.20%,-0.10%,43.38%,74.83%,-13.60%
AMD,AMD,AMD,STOCK,STOCK_C_25_35_45_60,D3,-45.00%,2018-10-26,17.6299991607666,32.720001220703125,52w_high,-46.12%,19.40%,30.97%,52.07%,87.35%,-5.56%
AMD,AMD,AMD,STOCK,STOCK_C_25_35_45_60,D1,-25.00%,2020-02-27,44.0099983215332,58.900001525878906,52w_high,-25.28%,5.84%,17.56%,95.46%,92.02%,-12.04%
AMD,AMD,AMD,STOCK,STOCK_C_25_35_45_60,D1,-25.00%,2022-01-21,118.80999755859375,161.91000366210938,52w_high,-26.62%,-2.66%,-25.81%,-26.32%,-37.13%,-52.92%
AMD,AMD,AMD,STOCK,STOCK_C_25_35_45_60,D2,-35.00%,2022-01-27,102.5999984741211,161.91000366210938,52w_high,-36.63%,20.21%,-12.63%,-7.92%,-29.39%,-45.48%
AMD,AMD,AMD,STOCK,STOCK_C_25_35_45_60,D3,-45.00%,2022-04-22,88.13999938964844,161.91000366210938,52w_high,-45.56%,7.86%,-0.68%,-33.27%,-4.92%,-36.53%
AMD,AMD,AMD,STOCK,STOCK_C_25_35_45_60,D4,-60.00%,2022-09-29,64.13999938964844,161.91000366210938,52w_high,-60.39%,-3.32%,1.06%,52.81%,61.01%,-12.78%
AMD,AMD,AMD,STOCK,STOCK_C_25_35_45_60,D1,-25.00%,2023-09-21,96.11000061035156,129.19000244140625,52w_high,-25.61%,5.93%,40.95%,86.92%,63.09%,-2.54%
AMD,AMD,AMD,STOCK,STOCK_C_25_35_45_60,D1,-25.00%,2024-04-17,154.02000427246094,211.3800048828125,52w_high,-27.14%,5.58%,1.14%,1.37%,-44.45%,-49.22%
AMD,AMD,AMD,STOCK,STOCK_C_25_35_45_60,D2,-35.00%,2024-08-01,132.5399932861328,211.3800048828125,52w_high,-37.30%,12.09%,12.12%,-13.78%,31.52%,-40.99%
AMD,AMD,AMD,STOCK,STOCK_C_25_35_45_60,D3,-45.00%,2025-01-10,116.04000091552734,211.3800048828125,52w_high,-45.10%,-4.26%,-19.51%,34.10%,90.43%,-32.60%
AMD,AMD,AMD,STOCK,STOCK_C_25_35_45_60,D1,-25.00%,2025-12-17,198.11000061035156,264.3299865722656,52w_high,-25.05%,17.07%,1.63%,178.45%,,-3.61%
AMD,AMD,AMD,STOCK,STOCK_C_25_35_45_60,D1,-25.00%,2026-02-05,192.5,264.3299865722656,52w_high,-27.17%,5.29%,112.19%,,,-0.81%
MRVL,MRVL,MRVL,STOCK,STOCK_A_15_25_35_50,D1,-15.00%,2010-06-24,15.040339469909668,19.219629287719727,52w_high,-21.74%,-7.70%,-1.81%,6.85%,-18.17%,-25.24%
MRVL,MRVL,MRVL,STOCK,STOCK_A_15_25_35_50,D2,-25.00%,2010-06-29,13.857197761535645,19.219629287719727,52w_high,-27.90%,-8.66%,7.49%,13.94%,-13.08%,-18.86%
MRVL,MRVL,MRVL,STOCK,STOCK_A_15_25_35_50,D3,-35.00%,2010-08-11,12.384655952453613,19.219629287719727,52w_high,-35.56%,16.98%,40.55%,36.56%,-17.94%,-17.80%
MRVL,MRVL,MRVL,STOCK,STOCK_A_15_25_35_50,D1,-15.00%,2011-01-28,16.308597564697266,19.219629287719727,52w_high,-15.15%,-5.95%,-19.47%,-22.65%,-17.85%,-37.68%
MRVL,MRVL,MRVL,STOCK,STOCK_A_15_25_35_50,D2,-25.00%,2011-03-04,13.729520797729492,19.219629287719727,52w_high,-28.57%,-3.72%,-6.08%,-19.28%,-8.31%,-25.98%
MRVL,MRVL,MRVL,STOCK,STOCK_A_15_25_35_50,D3,-35.00%,2011-05-16,12.078232765197754,18.632312774658203,52w_high,-35.18%,-0.99%,-8.39%,5.14%,-5.71%,-15.86%
MRVL,MRVL,MRVL,STOCK,STOCK_A_15_25_35_50,D4,-50.00%,2012-10-19,6.5140862464904785,14.240226745605469,52w_high,-54.26%,3.30%,21.19%,41.27%,61.77%,-5.02%
MRVL,MRVL,MRVL,STOCK,STOCK_A_15_25_35_50,D1,-15.00%,2013-10-01,9.921497344970703,11.72280216217041,52w_high,-15.37%,7.01%,28.17%,45.22%,20.63%,-2.75%
MRVL,MRVL,MRVL,STOCK,STOCK_A_15_25_35_50,D1,-15.00%,2014-07-25,11.934768676757812,14.40762996673584,52w_high,-17.16%,0.97%,-3.32%,17.69%,-6.72%,-12.47%
MRVL,MRVL,MRVL,STOCK,STOCK_A_15_25_35_50,D2,-25.00%,2014-10-13,10.446404457092285,14.40762996673584,52w_high,-27.49%,14.31%,35.15%,32.62%,-18.91%,-25.25%
MRVL,MRVL,MRVL,STOCK,STOCK_A_15_25_35_50,D1,-15.00%,2015-04-30,12.636611938476562,14.909283638000488,52w_high,-15.24%,0.57%,-9.32%,-40.25%,-27.03%,-43.52%
MRVL,MRVL,MRVL,STOCK,STOCK_A_15_25_35_50,D2,-25.00%,2015-07-24,11.042724609375,14.909283638000488,52w_high,-25.93%,-12.96%,-24.52%,-31.96%,-2.88%,-35.37%
MRVL,MRVL,MRVL,STOCK,STOCK_A_15_25_35_50,D3,-35.00%,2015-08-24,9.611427307128906,14.909283638000488,52w_high,-35.53%,-17.81%,-17.36%,-9.30%,18.16%,-25.74%
MRVL,MRVL,MRVL,STOCK,STOCK_A_15_25_35_50,D4,-50.00%,2015-10-27,7.340605735778809,14.909283638000488,52w_high,-50.76%,5.59%,4.86%,31.41%,70.44%,-2.77%
MRVL,MRVL,MRVL,STOCK,STOCK_A_15_25_35_50,D1,-15.00%,2017-08-10,14.217927932739258,16.7935848236084,52w_high,-15.34%,15.42%,34.33%,42.38%,40.56%,0.00%
MRVL,MRVL,MRVL,STOCK,STOCK_A_15_25_35_50,D1,-15.00%,2018-03-28,19.557050704956055,23.161231994628906,52w_high,-15.56%,-0.83%,-1.95%,-9.64%,-2.10%,-29.07%
MRVL,MRVL,MRVL,STOCK,STOCK_A_15_25_35_50,D2,-25.00%,2018-10-10,16.66291618347168,23.161231994628906,52w_high,-28.06%,-3.86%,0.12%,37.55%,39.99%,-16.75%
MRVL,MRVL,MRVL,STOCK,STOCK_A_15_25_35_50,D3,-35.00%,2018-10-26,15.033050537109375,23.161231994628906,52w_high,-35.09%,2.17%,17.63%,58.50%,59.49%,-7.73%
MRVL,MRVL,MRVL,STOCK,STOCK_A_15_25_35_50,D1,-15.00%,2019-05-28,20.603343963623047,24.590782165527344,52w_high,-16.22%,11.11%,10.86%,22.40%,45.32%,-18.58%
MRVL,MRVL,MRVL,STOCK,STOCK_A_15_25_35_50,D1,-15.00%,2019-10-08,22.210865020751953,26.449806213378906,52w_high,-16.03%,16.47%,14.06%,8.63%,87.43%,-24.47%
MRVL,MRVL,MRVL,STOCK,STOCK_A_15_25_35_50,D1,-15.00%,2019-12-05,22.754243850708008,27.27598762512207,52w_high,-16.58%,12.19%,-5.03%,49.79%,86.48%,-26.27%
MRVL,MRVL,MRVL,STOCK,STOCK_A_15_25_35_50,D1,-15.00%,2020-01-31,23.379680633544922,27.707447052001953,52w_high,-15.62%,-11.40%,6.08%,52.37%,121.48%,-28.24%
MRVL,MRVL,MRVL,STOCK,STOCK_A_15_25_35_50,D2,-25.00%,2020-02-27,19.98554229736328,27.707447052001953,52w_high,-27.87%,8.76%,46.24%,74.04%,136.60%,-16.06%
MRVL,MRVL,MRVL,STOCK,STOCK_A_15_25_35_50,D3,-35.00%,2020-03-16,17.252727508544922,27.707447052001953,52w_high,-37.73%,42.16%,94.39%,122.05%,172.26%,-2.76%
MRVL,MRVL,MRVL,STOCK,STOCK_A_15_25_35_50,D1,-15.00%,2020-10-30,36.690433502197266,43.72334289550781,52w_high,-16.09%,24.34%,41.10%,18.90%,84.67%,-1.65%
MRVL,MRVL,MRVL,STOCK,STOCK_A_15_25_35_50,D1,-15.00%,2021-03-03,44.6212158203125,53.30844497680664,52w_high,-16.30%,9.00%,4.43%,34.61%,49.11%,-12.07%
MRVL,MRVL,MRVL,STOCK,STOCK_A_15_25_35_50,D2,-25.00%,2021-03-04,39.273719787597656,53.30844497680664,52w_high,-26.33%,27.36%,17.80%,51.76%,63.23%,-0.10%
MRVL,MRVL,MRVL,STOCK,STOCK_A_15_25_35_50,D1,-15.00%,2022-01-18,76.36732482910156,89.9110107421875,52w_high,-15.06%,-7.17%,-17.82%,-30.73%,-50.08%,-55.12%
MRVL,MRVL,MRVL,STOCK,STOCK_A_15_25_35_50,D2,-25.00%,2022-01-25,65.89592742919922,89.9110107421875,52w_high,-26.71%,1.15%,-13.46%,-20.75%,-33.42%,-47.99%
MRVL,MRVL,MRVL,STOCK,STOCK_A_15_25_35_50,D3,-35.00%,2022-04-22,57.5117301940918,89.9110107421875,52w_high,-36.03%,-6.13%,-13.11%,-32.16%,-36.48%,-40.40%
MRVL,MRVL,MRVL,STOCK,STOCK_A_15_25_35_50,D4,-50.00%,2022-06-16,44.3245735168457,89.9110107421875,52w_high,-50.70%,15.79%,3.05%,-10.91%,35.83%,-22.67%
MRVL,MRVL,MRVL,STOCK,STOCK_A_15_25_35_50,D1,-15.00%,2023-08-25,53.00619125366211,65.32146453857422,52w_high,-18.85%,-3.35%,4.85%,29.50%,30.80%,-12.74%
MRVL,MRVL,MRVL,STOCK,STOCK_A_15_25_35_50,D2,-25.00%,2023-10-23,48.62226486206055,65.32146453857422,52w_high,-25.56%,11.55%,47.61%,32.54%,67.53%,-4.88%
MRVL,MRVL,MRVL,STOCK,STOCK_A_15_25_35_50,D1,-15.00%,2024-03-12,71.26302337646484,84.4889144897461,52w_high,-15.65%,-0.25%,-1.83%,4.52%,-3.93%,-21.63%
MRVL,MRVL,MRVL,STOCK,STOCK_A_15_25_35_50,D2,-25.00%,2024-04-19,61.74298095703125,84.4889144897461,52w_high,-26.92%,19.86%,11.17%,28.73%,-13.17%,-20.27%
MRVL,MRVL,MRVL,STOCK,STOCK_A_15_25_35_50,D1,-15.00%,2024-12-18,104.79790496826172,124.2086181640625,52w_high,-15.63%,18.99%,-30.85%,-28.44%,-19.20%,-53.03%
MRVL,MRVL,MRVL,STOCK,STOCK_A_15_25_35_50,D1,-15.00%,2025-01-27,99.92127990722656,125.54646301269531,52w_high,-20.41%,-5.41%,-41.43%,-23.76%,-16.38%,-50.73%
MRVL,MRVL,MRVL,STOCK,STOCK_A_15_25_35_50,D2,-25.00%,2025-02-25,92.62114715576172,125.54646301269531,52w_high,-26.23%,-28.22%,-31.30%,-19.99%,-14.46%,-46.85%
MRVL,MRVL,MRVL,STOCK,STOCK_A_15_25_35_50,D3,-35.00%,2025-03-06,71.98554992675781,125.54646301269531,52w_high,-42.66%,-31.61%,-9.75%,-12.21%,28.61%,-31.61%
MRVL,MRVL,MRVL,STOCK,STOCK_A_15_25_35_50,D4,-50.00%,2025-03-28,61.78726577758789,125.54646301269531,52w_high,-50.79%,-5.31%,24.90%,33.06%,60.19%,-20.33%
MRVL,MRVL,MRVL,STOCK,STOCK_A_15_25_35_50,D1,-15.00%,2026-06-05,263.405029296875,316.3519592285156,52w_high,-16.74%,-12.05%,,,,-21.69%
MRVL,MRVL,MRVL,STOCK,STOCK_A_15_25_35_50,D1,-15.00%,2026-06-26,266.7041931152344,316.3519592285156,52w_high,-15.69%,,,,,-22.66%
MRVL,MRVL,MRVL,STOCK,STOCK_A_15_25_35_50,D2,-25.00%,2026-07-07,230.64309692382812,316.3519592285156,52w_high,-27.09%,,,,,-10.57%
MRVL,MRVL,MRVL,STOCK,STOCK_B_20_30_40_55,D1,-20.00%,2010-06-24,15.040339469909668,19.219629287719727,52w_high,-21.74%,-7.70%,-1.81%,6.85%,-18.17%,-25.24%
MRVL,MRVL,MRVL,STOCK,STOCK_B_20_30_40_55,D2,-30.00%,2010-06-30,13.414584159851074,19.219629287719727,52w_high,-30.20%,-5.33%,12.31%,17.01%,-9.07%,-16.18%
MRVL,MRVL,MRVL,STOCK,STOCK_B_20_30_40_55,D1,-20.00%,2011-02-23,15.295690536499023,19.219629287719727,52w_high,-20.42%,-9.24%,-20.92%,-27.38%,-10.63%,-33.56%
MRVL,MRVL,MRVL,STOCK,STOCK_B_20_30_40_55,D2,-30.00%,2011-03-11,13.33797550201416,19.219629287719727,52w_high,-30.60%,2.43%,-8.10%,-12.64%,-4.02%,-23.80%
MRVL,MRVL,MRVL,STOCK,STOCK_B_20_30_40_55,D3,-40.00%,2011-08-05,11.082353591918945,18.632312774658203,52w_high,-40.52%,-1.46%,6.76%,25.50%,-14.16%,-19.88%
MRVL,MRVL,MRVL,STOCK,STOCK_B_20_30_40_55,D4,-55.00%,2012-11-14,6.333377838134766,14.240226745605469,52w_high,-55.52%,12.33%,27.93%,57.27%,90.29%,-2.31%
MRVL,MRVL,MRVL,STOCK,STOCK_B_20_30_40_55,D1,-20.00%,2014-08-07,11.408892631530762,14.40762996673584,52w_high,-20.81%,9.53%,7.49%,27.85%,-0.67%,-8.44%
MRVL,MRVL,MRVL,STOCK,STOCK_B_20_30_40_55,D1,-20.00%,2015-05-22,11.851899147033691,14.909283638000488,52w_high,-20.51%,10.75%,-14.62%,-32.52%,-22.59%,-39.78%
MRVL,MRVL,MRVL,STOCK,STOCK_B_20_30_40_55,D2,-30.00%,2015-08-20,10.345195770263672,14.909283638000488,52w_high,-30.61%,-24.26%,-25.25%,-17.42%,9.15%,-31.01%
MRVL,MRVL,MRVL,STOCK,STOCK_B_20_30_40_55,D3,-40.00%,2015-09-11,8.008015632629395,14.909283638000488,52w_high,-46.29%,5.33%,-4.12%,17.69%,45.54%,-10.87%
MRVL,MRVL,MRVL,STOCK,STOCK_B_20_30_40_55,D1,-20.00%,2018-09-10,18.1881160736084,23.161231994628906,52w_high,-21.47%,-2.64%,-19.09%,4.21%,38.29%,-23.73%
MRVL,MRVL,MRVL,STOCK,STOCK_B_20_30_40_55,D2,-30.00%,2018-10-24,15.857569694519043,23.161231994628906,52w_high,-31.53%,-5.38%,11.45%,53.06%,51.45%,-12.53%
MRVL,MRVL,MRVL,STOCK,STOCK_B_20_30_40_55,D3,-40.00%,2018-12-24,13.871346473693848,23.161231994628906,52w_high,-40.11%,28.87%,37.54%,65.03%,86.14%,0.00%
MRVL,MRVL,MRVL,STOCK,STOCK_B_20_30_40_55,D1,-20.00%,2020-02-25,22.027856826782227,27.707447052001953,52w_high,-20.50%,-4.64%,34.59%,53.96%,119.02%,-23.84%
MRVL,MRVL,MRVL,STOCK,STOCK_B_20_30_40_55,D2,-30.00%,2020-03-12,19.02273178100586,27.707447052001953,52w_high,-31.34%,25.66%,70.82%,97.74%,142.81%,-11.81%
MRVL,MRVL,MRVL,STOCK,STOCK_B_20_30_40_55,D1,-20.00%,2021-03-04,39.273719787597656,53.30844497680664,52w_high,-26.33%,27.36%,17.80%,51.76%,63.23%,-0.10%
MRVL,MRVL,MRVL,STOCK,STOCK_B_20_30_40_55,D1,-20.00%,2022-01-21,71.33317565917969,89.9110107421875,52w_high,-20.66%,-8.06%,-19.38%,-29.94%,-41.10%,-51.95%
MRVL,MRVL,MRVL,STOCK,STOCK_B_20_30_40_55,D2,-30.00%,2022-03-04,62.34648132324219,89.9110107421875,52w_high,-30.66%,15.06%,-6.93%,-27.67%,-34.83%,-45.03%
MRVL,MRVL,MRVL,STOCK,STOCK_B_20_30_40_55,D3,-40.00%,2022-05-09,52.87653732299805,89.9110107421875,52w_high,-41.19%,10.46%,-4.47%,-26.27%,-24.32%,-35.18%
MRVL,MRVL,MRVL,STOCK,STOCK_B_20_30_40_55,D4,-55.00%,2022-10-10,39.763580322265625,89.9110107421875,52w_high,-55.77%,-1.27%,-8.01%,-1.60%,37.54%,-13.80%
MRVL,MRVL,MRVL,STOCK,STOCK_B_20_30_40_55,D1,-20.00%,2023-09-21,51.36151885986328,65.32146453857422,52w_high,-21.37%,-4.46%,11.12%,28.64%,39.06%,-9.95%
MRVL,MRVL,MRVL,STOCK,STOCK_B_20_30_40_55,D1,-20.00%,2024-03-13,67.15225982666016,84.4889144897461,52w_high,-20.52%,3.83%,8.56%,10.05%,4.41%,-16.84%
MRVL,MRVL,MRVL,STOCK,STOCK_B_20_30_40_55,D2,-30.00%,2024-08-02,58.92990493774414,84.4889144897461,52w_high,-30.25%,18.18%,35.32%,85.38%,27.54%,-16.46%
MRVL,MRVL,MRVL,STOCK,STOCK_B_20_30_40_55,D1,-20.00%,2025-01-27,99.92127990722656,125.54646301269531,52w_high,-20.41%,-5.41%,-41.43%,-23.76%,-16.38%,-50.73%
MRVL,MRVL,MRVL,STOCK,STOCK_B_20_30_40_55,D2,-30.00%,2025-02-27,87.29293823242188,125.54646301269531,52w_high,-30.47%,-29.22%,-27.21%,-11.72%,-7.44%,-43.61%
MRVL,MRVL,MRVL,STOCK,STOCK_B_20_30_40_55,D3,-40.00%,2025-03-06,71.98554992675781,125.54646301269531,52w_high,-42.66%,-31.61%,-9.75%,-12.21%,28.61%,-31.61%
MRVL,MRVL,MRVL,STOCK,STOCK_B_20_30_40_55,D4,-55.00%,2025-04-03,55.4133415222168,125.54646301269531,52w_high,-55.86%,11.52%,28.74%,55.26%,97.24%,-11.16%
MRVL,MRVL,MRVL,STOCK,STOCK_B_20_30_40_55,D1,-20.00%,2026-06-10,252.52769470214844,316.3519592285156,52w_high,-20.18%,-13.86%,,,,-18.32%
MRVL,MRVL,MRVL,STOCK,STOCK_B_20_30_40_55,D1,-20.00%,2026-07-02,245.2294921875,316.3519592285156,52w_high,-22.48%,,,,,-15.89%
MRVL,MRVL,MRVL,STOCK,STOCK_B_20_30_40_55,D2,-30.00%,2026-07-13,217.52999877929688,316.3519592285156,52w_high,-31.24%,,,,,-5.18%
MRVL,MRVL,MRVL,STOCK,STOCK_C_25_35_45_60,D1,-25.00%,2010-06-29,13.857197761535645,19.219629287719727,52w_high,-27.90%,-8.66%,7.49%,13.94%,-13.08%,-18.86%
MRVL,MRVL,MRVL,STOCK,STOCK_C_25_35_45_60,D2,-35.00%,2010-08-11,12.384655952453613,19.219629287719727,52w_high,-35.56%,16.98%,40.55%,36.56%,-17.94%,-17.80%
MRVL,MRVL,MRVL,STOCK,STOCK_C_25_35_45_60,D1,-25.00%,2011-03-04,13.729520797729492,19.219629287719727,52w_high,-28.57%,-3.72%,-6.08%,-19.28%,-8.31%,-25.98%
MRVL,MRVL,MRVL,STOCK,STOCK_C_25_35_45_60,D2,-35.00%,2011-05-16,12.078232765197754,18.632312774658203,52w_high,-35.18%,-0.99%,-8.39%,5.14%,-5.71%,-15.86%
MRVL,MRVL,MRVL,STOCK,STOCK_C_25_35_45_60,D3,-45.00%,2011-08-08,10.180102348327637,18.632312774658203,52w_high,-45.36%,12.88%,19.06%,36.12%,-1.85%,-12.77%
MRVL,MRVL,MRVL,STOCK,STOCK_C_25_35_45_60,D1,-25.00%,2014-10-13,10.446404457092285,14.40762996673584,52w_high,-27.49%,14.31%,35.15%,32.62%,-18.91%,-25.25%
MRVL,MRVL,MRVL,STOCK,STOCK_C_25_35_45_60,D1,-25.00%,2015-07-24,11.042724609375,14.909283638000488,52w_high,-25.93%,-12.96%,-24.52%,-31.96%,-2.88%,-35.37%
MRVL,MRVL,MRVL,STOCK,STOCK_C_25_35_45_60,D2,-35.00%,2015-08-24,9.611427307128906,14.909283638000488,52w_high,-35.53%,-17.81%,-17.36%,-9.30%,18.16%,-25.74%
MRVL,MRVL,MRVL,STOCK,STOCK_C_25_35_45_60,D3,-45.00%,2015-09-11,8.008015632629395,14.909283638000488,52w_high,-46.29%,5.33%,-4.12%,17.69%,45.54%,-10.87%
MRVL,MRVL,MRVL,STOCK,STOCK_C_25_35_45_60,D1,-25.00%,2018-10-10,16.66291618347168,23.161231994628906,52w_high,-28.06%,-3.86%,0.12%,37.55%,39.99%,-16.75%
