ticker,data_symbol,name,category,scheme,layer,threshold,date,close,reference_high,reference_mode,drawdown,ret_21d,ret_63d,ret_126d,ret_252d,max_adverse_252d
QQQ,QQQ,QQQ,ETF,ETF_A_10_20_30,D1,-10.00%,2010-06-24,39.4354248046875,43.84804153442383,52w_high,-10.06%,2.60%,7.78%,21.78%,23.25%,-6.17%
QQQ,QQQ,QQQ,ETF,ETF_A_10_20_30,D1,-10.00%,2011-08-08,44.43123245239258,52.37071990966797,52w_high,-15.16%,8.01%,14.46%,23.51%,33.02%,-1.11%
QQQ,QQQ,QQQ,ETF,ETF_A_10_20_30,D1,-10.00%,2011-09-30,46.1854133605957,52.37071990966797,52w_high,-11.81%,10.40%,6.77%,30.74%,31.84%,-2.57%
QQQ,QQQ,QQQ,ETF,ETF_A_10_20_30,D1,-10.00%,2011-11-23,46.88933563232422,52.37071990966797,52w_high,-10.47%,5.55%,20.65%,17.12%,23.21%,-0.77%
QQQ,QQQ,QQQ,ETF,ETF_A_10_20_30,D1,-10.00%,2012-05-18,53.80205154418945,60.384639739990234,52w_high,-10.90%,5.88%,12.61%,5.42%,22.65%,-0.66%
QQQ,QQQ,QQQ,ETF,ETF_A_10_20_30,D1,-10.00%,2012-11-08,56.16936492919922,62.43003463745117,52w_high,-10.03%,3.10%,8.28%,16.72%,32.53%,-1.79%
QQQ,QQQ,QQQ,ETF,ETF_A_10_20_30,D1,-10.00%,2015-08-21,94.49828338623047,105.18470764160156,52w_high,-10.16%,1.91%,11.32%,-0.26%,15.88%,-5.42%
QQQ,QQQ,QQQ,ETF,ETF_A_10_20_30,D1,-10.00%,2016-01-13,94.55355834960938,106.53221130371094,52w_high,-11.24%,-3.81%,9.17%,10.51%,21.79%,-5.48%
QQQ,QQQ,QQQ,ETF,ETF_A_10_20_30,D1,-10.00%,2016-06-27,95.38524627685547,106.53221130371094,52w_high,-10.46%,12.09%,15.08%,18.23%,36.42%,0.00%
QQQ,QQQ,QQQ,ETF,ETF_A_10_20_30,D1,-10.00%,2018-02-08,145.28538513183594,161.83529663085938,52w_high,-10.23%,13.44%,10.72%,18.99%,10.67%,-5.69%
QQQ,QQQ,QQQ,ETF,ETF_A_10_20_30,D1,-10.00%,2018-04-02,147.4746551513672,164.81777954101562,52w_high,-10.52%,4.67%,10.61%,19.94%,18.52%,-7.09%
QQQ,QQQ,QQQ,ETF,ETF_A_10_20_30,D1,-10.00%,2018-10-24,157.41514587402344,177.47000122070312,52w_high,-11.30%,-3.71%,-1.07%,16.07%,19.38%,-12.96%
QQQ,QQQ,QQQ,ETF,ETF_A_10_20_30,D2,-20.00%,2018-12-21,140.49681091308594,177.47000122070312,52w_high,-20.83%,10.91%,21.90%,26.18%,45.13%,-2.48%
QQQ,QQQ,QQQ,ETF,ETF_A_10_20_30,D1,-10.00%,2019-06-03,162.72503662109375,182.8025665283203,52w_high,-10.98%,11.94%,10.44%,21.07%,39.69%,0.00%
QQQ,QQQ,QQQ,ETF,ETF_A_10_20_30,D1,-10.00%,2020-02-27,197.96165466308594,228.13148498535156,52w_high,-13.22%,-9.70%,12.08%,42.53%,53.63%,-17.67%
QQQ,QQQ,QQQ,ETF,ETF_A_10_20_30,D2,-20.00%,2020-03-12,170.6990966796875,228.13148498535156,52w_high,-25.18%,14.74%,32.26%,54.18%,78.92%,-4.52%
QQQ,QQQ,QQQ,ETF,ETF_A_10_20_30,D1,-10.00%,2020-09-08,260.8771057128906,292.5843811035156,52w_high,-10.84%,3.69%,13.82%,15.37%,41.65%,-2.14%
QQQ,QQQ,QQQ,ETF,ETF_A_10_20_30,D1,-10.00%,2020-10-28,262.5103454589844,292.5843811035156,52w_high,-10.28%,10.08%,16.01%,24.81%,42.20%,-0.83%
QQQ,QQQ,QQQ,ETF,ETF_A_10_20_30,D1,-10.00%,2021-03-08,290.384521484375,325.73138427734375,52w_high,-10.85%,10.70%,12.36%,27.52%,8.83%,0.00%
QQQ,QQQ,QQQ,ETF,ETF_A_10_20_30,D1,-10.00%,2022-01-20,351.88348388671875,392.5078430175781,52w_high,-10.35%,-5.59%,-7.51%,-16.25%,-19.53%,-27.63%
QQQ,QQQ,QQQ,ETF,ETF_A_10_20_30,D2,-20.00%,2022-03-14,309.5177917480469,392.5078430175781,52w_high,-21.14%,6.82%,-13.33%,-7.40%,-5.35%,-17.72%
QQQ,QQQ,QQQ,ETF,ETF_A_10_20_30,D3,-30.00%,2022-06-13,268.25177001953125,392.5078430175781,52w_high,-31.66%,4.29%,6.85%,4.08%,33.88%,-5.07%
QQQ,QQQ,QQQ,ETF,ETF_A_10_20_30,D1,-10.00%,2023-10-26,338.25140380859375,379.1202087402344,52w_high,-10.78%,13.24%,24.90%,26.41%,45.14%,0.00%
QQQ,QQQ,QQQ,ETF,ETF_A_10_20_30,D1,-10.00%,2024-08-02,444.0926513671875,497.739990234375,52w_high,-10.78%,2.91%,7.97%,17.23%,27.14%,-6.87%
QQQ,QQQ,QQQ,ETF,ETF_A_10_20_30,D1,-10.00%,2024-09-06,444.0332946777344,497.739990234375,52w_high,-10.79%,7.60%,16.46%,5.42%,30.15%,-6.85%
QQQ,QQQ,QQQ,ETF,ETF_A_10_20_30,D1,-10.00%,2025-03-10,469.23663330078125,535.5330810546875,52w_high,-12.38%,-11.86%,12.43%,23.12%,29.20%,-11.86%
QQQ,QQQ,QQQ,ETF,ETF_A_10_20_30,D2,-20.00%,2025-04-04,420.1722106933594,535.5330810546875,52w_high,-21.54%,13.90%,30.83%,44.11%,44.09%,-1.56%
QQQ,QQQ,QQQ,ETF,ETF_A_10_20_30,D1,-10.00%,2026-03-27,561.9624633789062,633.4561767578125,52w_high,-11.29%,16.88%,28.85%,,,-0.76%
QQQ,QQQ,QQQ,ETF,ETF_B_15_25_35,D1,-15.00%,2010-06-30,37.21278381347656,43.84804153442383,52w_high,-15.13%,7.26%,15.68%,28.84%,32.87%,-0.56%
QQQ,QQQ,QQQ,ETF,ETF_B_15_25_35,D1,-15.00%,2011-08-08,44.43123245239258,52.37071990966797,52w_high,-15.16%,8.01%,14.46%,23.51%,33.02%,-1.11%
QQQ,QQQ,QQQ,ETF,ETF_B_15_25_35,D1,-15.00%,2016-02-08,89.6541976928711,106.53221130371094,52w_high,-15.84%,8.49%,9.91%,21.41%,32.16%,-0.31%
QQQ,QQQ,QQQ,ETF,ETF_B_15_25_35,D1,-15.00%,2018-12-17,149.88421630859375,177.47000122070312,52w_high,-15.54%,4.24%,14.72%,19.41%,34.19%,-8.59%
QQQ,QQQ,QQQ,ETF,ETF_B_15_25_35,D1,-15.00%,2020-03-09,186.34237670898438,228.13148498535156,52w_high,-18.32%,1.68%,25.05%,47.07%,61.98%,-12.54%
QQQ,QQQ,QQQ,ETF,ETF_B_15_25_35,D2,-25.00%,2020-03-12,170.6990966796875,228.13148498535156,52w_high,-25.18%,14.74%,32.26%,54.18%,78.92%,-4.52%
QQQ,QQQ,QQQ,ETF,ETF_B_15_25_35,D1,-15.00%,2022-01-27,331.82421875,392.5078430175781,52w_high,-15.46%,1.67%,-3.72%,-7.22%,-14.27%,-23.25%
QQQ,QQQ,QQQ,ETF,ETF_B_15_25_35,D2,-25.00%,2022-05-09,289.4267272949219,392.5078430175781,52w_high,-26.26%,3.53%,6.91%,-9.61%,10.26%,-12.01%
QQQ,QQQ,QQQ,ETF,ETF_B_15_25_35,D3,-35.00%,2022-10-14,254.9085235595703,392.5078430175781,52w_high,-35.06%,9.47%,8.24%,22.77%,42.17%,-0.10%
QQQ,QQQ,QQQ,ETF,ETF_B_15_25_35,D1,-15.00%,2025-04-03,447.9967956542969,535.5330810546875,52w_high,-16.35%,7.83%,22.63%,34.15%,31.24%,-7.68%
NVDA,NVDA,Nvidia,AI_STOCK,STOCK_A_15_25_35_50,D1,-15.00%,2010-06-24,0.2543405592441559,0.4322187602519989,52w_high,-41.15%,-5.04%,4.59%,35.28%,45.90%,-20.07%
NVDA,NVDA,Nvidia,AI_STOCK,STOCK_A_15_25_35_50,D2,-25.00%,2010-06-24,0.2543405592441559,0.4322187602519989,52w_high,-41.15%,-5.04%,4.59%,35.28%,45.90%,-20.07%
NVDA,NVDA,Nvidia,AI_STOCK,STOCK_A_15_25_35_50,D3,-35.00%,2010-06-24,0.2543405592441559,0.4322187602519989,52w_high,-41.15%,-5.04%,4.59%,35.28%,45.90%,-20.07%
NVDA,NVDA,Nvidia,AI_STOCK,STOCK_A_15_25_35_50,D4,-50.00%,2010-07-29,0.20901252329349518,0.4322187602519989,52w_high,-51.64%,10.84%,31.87%,168.02%,51.48%,-2.74%
NVDA,NVDA,Nvidia,AI_STOCK,STOCK_A_15_25_35_50,D1,-15.00%,2011-03-01,0.4956323802471161,0.5878905653953552,52w_high,-15.69%,-14.78%,-7.44%,-38.29%,-30.02%,-45.82%
NVDA,NVDA,Nvidia,AI_STOCK,STOCK_A_15_25_35_50,D2,-25.00%,2011-03-09,0.43817082047462463,0.5878905653953552,52w_high,-25.47%,-5.43%,-8.20%,-25.55%,-22.36%,-38.71%
NVDA,NVDA,Nvidia,AI_STOCK,STOCK_A_15_25_35_50,D3,-35.00%,2011-06-16,0.3706366717815399,0.5878905653953552,52w_high,-36.95%,-14.76%,-4.26%,-16.12%,-24.09%,-27.55%
NVDA,NVDA,Nvidia,AI_STOCK,STOCK_A_15_25_35_50,D4,-50.00%,2011-08-08,0.27311256527900696,0.5878905653953552,52w_high,-53.54%,19.45%,24.22%,31.94%,18.61%,-1.68%
NVDA,NVDA,Nvidia,AI_STOCK,STOCK_A_15_25_35_50,D1,-15.00%,2014-10-10,0.40211474895477295,0.47800350189208984,52w_high,-15.88%,18.81%,17.35%,33.77%,59.04%,-0.36%
NVDA,NVDA,Nvidia,AI_STOCK,STOCK_A_15_25_35_50,D1,-15.00%,2015-07-07,0.4783046543598175,0.5646331310272217,52w_high,-15.29%,3.99%,28.99%,67.53%,144.23%,-2.43%
NVDA,NVDA,Nvidia,AI_STOCK,STOCK_A_15_25_35_50,D1,-15.00%,2016-01-14,0.6984834671020508,0.8222467303276062,52w_high,-15.05%,-5.86%,29.98%,84.96%,264.23%,-12.03%
NVDA,NVDA,Nvidia,AI_STOCK,STOCK_A_15_25_35_50,D2,-25.00%,2016-02-08,0.6144313812255859,0.8222467303276062,52w_high,-25.27%,26.27%,40.40%,134.37%,376.90%,0.00%
NVDA,NVDA,Nvidia,AI_STOCK,STOCK_A_15_25_35_50,D1,-15.00%,2017-02-23,2.474879026412964,2.930248975753784,52w_high,-15.54%,6.95%,38.04%,65.31%,145.53%,-4.98%
NVDA,NVDA,Nvidia,AI_STOCK,STOCK_A_15_25_35_50,D1,-15.00%,2018-10-10,6.077645778656006,7.157912731170654,52w_high,-15.09%,-16.16%,-39.36%,-22.51%,-23.98%,-48.22%
NVDA,NVDA,Nvidia,AI_STOCK,STOCK_A_15_25_35_50,D2,-25.00%,2018-10-24,4.93281364440918,7.157912731170654,52w_high,-31.09%,-27.29%,-30.72%,-9.89%,3.00%,-36.21%
NVDA,NVDA,Nvidia,AI_STOCK,STOCK_A_15_25_35_50,D3,-35.00%,2018-10-29,4.591690540313721,7.157912731170654,52w_high,-35.85%,-13.76%,-22.48%,-1.11%,9.82%,-31.47%
NVDA,NVDA,Nvidia,AI_STOCK,STOCK_A_15_25_35_50,D4,-50.00%,2018-12-17,3.5552992820739746,7.157912731170654,52w_high,-50.33%,5.67%,21.59%,6.88%,59.62%,-11.49%
NVDA,NVDA,Nvidia,AI_STOCK,STOCK_A_15_25_35_50,D1,-15.00%,2020-02-25,6.5141706466674805,7.822970867156982,52w_high,-16.73%,-6.21%,33.15%,94.37%,121.68%,-25.01%
NVDA,NVDA,Nvidia,AI_STOCK,STOCK_A_15_25_35_50,D2,-25.00%,2020-03-12,5.380359172821045,7.822970867156982,52w_high,-31.22%,24.75%,62.73%,127.84%,138.06%,-9.20%
NVDA,NVDA,Nvidia,AI_STOCK,STOCK_A_15_25_35_50,D3,-35.00%,2020-03-16,4.885130882263184,7.822970867156982,52w_high,-37.55%,42.99%,86.92%,162.36%,171.08%,0.00%
NVDA,NVDA,Nvidia,AI_STOCK,STOCK_A_15_25_35_50,D1,-15.00%,2020-09-08,11.861614227294922,14.28462028503418,52w_high,-16.96%,17.22%,14.25%,4.73%,87.71%,-2.66%
NVDA,NVDA,Nvidia,AI_STOCK,STOCK_A_15_25_35_50,D1,-15.00%,2021-03-03,12.753286361694336,15.268636703491211,52w_high,-16.47%,7.90%,31.08%,74.95%,89.35%,-9.46%
NVDA,NVDA,Nvidia,AI_STOCK,STOCK_A_15_25_35_50,D1,-15.00%,2021-05-13,13.615028381347656,16.07794189453125,52w_high,-15.32%,31.89%,45.69%,115.66%,18.45%,0.00%
NVDA,NVDA,Nvidia,AI_STOCK,STOCK_A_15_25_35_50,D1,-15.00%,2021-12-13,28.072317123413086,33.266815185546875,52w_high,-15.61%,-0.58%,-18.41%,-43.74%,-35.77%,-60.11%
NVDA,NVDA,Nvidia,AI_STOCK,STOCK_A_15_25_35_50,D2,-25.00%,2022-01-20,24.07394790649414,33.266815185546875,52w_high,-27.63%,-2.10%,-16.41%,-28.26%,-20.45%,-53.48%
NVDA,NVDA,Nvidia,AI_STOCK,STOCK_A_15_25_35_50,D3,-35.00%,2022-03-07,21.288387298583984,33.266815185546875,52w_high,-36.01%,21.45%,-12.02%,-36.92%,13.36%,-47.39%
NVDA,NVDA,Nvidia,AI_STOCK,STOCK_A_15_25_35_50,D4,-50.00%,2022-05-11,16.580453872680664,33.266815185546875,52w_high,-50.16%,2.09%,7.91%,-17.12%,70.57%,-32.46%
NVDA,NVDA,Nvidia,AI_STOCK,STOCK_A_15_25_35_50,D1,-15.00%,2023-09-21,40.94062042236328,49.259037017822266,52w_high,-16.89%,0.90%,17.31%,129.91%,183.53%,-1.68%
NVDA,NVDA,Nvidia,AI_STOCK,STOCK_A_15_25_35_50,D1,-15.00%,2023-10-20,41.309932708740234,49.259037017822266,52w_high,-16.14%,21.80%,44.68%,99.18%,247.05%,-2.56%
NVDA,NVDA,Nvidia,AI_STOCK,STOCK_A_15_25_35_50,D1,-15.00%,2024-04-19,76.06837463378906,94.83787536621094,52w_high,-19.79%,24.38%,62.14%,81.13%,34.83%,0.00%
NVDA,NVDA,Nvidia,AI_STOCK,STOCK_A_15_25_35_50,D1,-15.00%,2024-07-24,114.06199645996094,135.3568878173828,52w_high,-15.73%,8.31%,25.69%,24.85%,54.75%,-17.43%
NVDA,NVDA,Nvidia,AI_STOCK,STOCK_A_15_25_35_50,D2,-25.00%,2024-08-05,100.28470611572266,135.3568878173828,52w_high,-25.91%,5.73%,34.80%,24.29%,80.02%,-6.09%
NVDA,NVDA,Nvidia,AI_STOCK,STOCK_A_15_25_35_50,D1,-15.00%,2024-09-03,107.8222885131836,135.3568878173828,52w_high,-20.34%,10.06%,28.37%,2.40%,54.70%,-12.65%
NVDA,NVDA,Nvidia,AI_STOCK,STOCK_A_15_25_35_50,D1,-15.00%,2025-01-27,118.24340057373047,149.20713806152344,52w_high,-20.75%,10.86%,-8.17%,48.23%,61.77%,-20.35%
NVDA,NVDA,Nvidia,AI_STOCK,STOCK_A_15_25_35_50,D2,-25.00%,2025-03-06,110.40510559082031,149.20713806152344,52w_high,-26.01%,-14.70%,26.62%,51.08%,65.23%,-14.70%
NVDA,NVDA,Nvidia,AI_STOCK,STOCK_A_15_25_35_50,D3,-35.00%,2025-04-04,94.17801666259766,149.20713806152344,52w_high,-36.88%,20.39%,69.67%,96.76%,93.11%,0.00%
NVDA,NVDA,Nvidia,AI_STOCK,STOCK_A_15_25_35_50,D1,-15.00%,2025-12-12,174.80679321289062,206.77627563476562,52w_high,-15.46%,4.64%,3.95%,18.65%,,-5.62%
NVDA,NVDA,Nvidia,AI_STOCK,STOCK_A_15_25_35_50,D1,-15.00%,2026-06-23,200.0399932861328,235.465576171875,52w_high,-15.04%,,,,,-3.75%
NVDA,NVDA,Nvidia,AI_STOCK,STOCK_B_20_30_40_55,D1,-20.00%,2010-06-24,0.2543405592441559,0.4322187602519989,52w_high,-41.15%,-5.04%,4.59%,35.28%,45.90%,-20.07%
NVDA,NVDA,Nvidia,AI_STOCK,STOCK_B_20_30_40_55,D2,-30.00%,2010-06-24,0.2543405592441559,0.4322187602519989,52w_high,-41.15%,-5.04%,4.59%,35.28%,45.90%,-20.07%
NVDA,NVDA,Nvidia,AI_STOCK,STOCK_B_20_30_40_55,D3,-40.00%,2010-06-24,0.2543405592441559,0.4322187602519989,52w_high,-41.15%,-5.04%,4.59%,35.28%,45.90%,-20.07%
NVDA,NVDA,Nvidia,AI_STOCK,STOCK_B_20_30_40_55,D1,-20.00%,2011-03-07,0.4686184823513031,0.5878905653953552,52w_high,-20.29%,-14.12%,-11.72%,-36.88%,-28.09%,-42.70%
NVDA,NVDA,Nvidia,AI_STOCK,STOCK_B_20_30_40_55,D2,-30.00%,2011-03-10,0.4102414846420288,0.5878905653953552,52w_high,-30.22%,-2.06%,-3.07%,-20.87%,-17.30%,-34.54%
NVDA,NVDA,Nvidia,AI_STOCK,STOCK_B_20_30_40_55,D3,-40.00%,2011-07-11,0.34087586402893066,0.5878905653953552,52w_high,-42.02%,-13.16%,-4.97%,-2.35%,-13.90%,-21.22%
NVDA,NVDA,Nvidia,AI_STOCK,STOCK_B_20_30_40_55,D1,-20.00%,2016-02-05,0.6439104676246643,0.8222467303276062,52w_high,-21.69%,20.57%,34.16%,121.58%,348.12%,-4.58%
NVDA,NVDA,Nvidia,AI_STOCK,STOCK_B_20_30_40_55,D1,-20.00%,2018-10-19,5.668989658355713,7.157912731170654,52w_high,-20.80%,-36.86%,-34.79%,-16.41%,-14.29%,-44.49%
NVDA,NVDA,Nvidia,AI_STOCK,STOCK_B_20_30_40_55,D2,-30.00%,2018-10-24,4.93281364440918,7.157912731170654,52w_high,-31.09%,-27.29%,-30.72%,-9.89%,3.00%,-36.21%
NVDA,NVDA,Nvidia,AI_STOCK,STOCK_B_20_30_40_55,D3,-40.00%,2018-11-16,4.067513942718506,7.157912731170654,52w_high,-43.17%,-15.68%,-5.17%,-7.25%,27.02%,-22.64%
NVDA,NVDA,Nvidia,AI_STOCK,STOCK_B_20_30_40_55,D4,-55.00%,2018-12-21,3.2083866596221924,7.157912731170654,52w_high,-55.18%,21.82%,36.65%,17.16%,85.04%,-1.92%
NVDA,NVDA,Nvidia,AI_STOCK,STOCK_B_20_30_40_55,D1,-20.00%,2020-03-09,6.104921340942383,7.822970867156982,52w_high,-21.96%,5.54%,43.56%,105.87%,104.33%,-19.98%
NVDA,NVDA,Nvidia,AI_STOCK,STOCK_B_20_30_40_55,D2,-30.00%,2020-03-12,5.380359172821045,7.822970867156982,52w_high,-31.22%,24.75%,62.73%,127.84%,138.06%,-9.20%
NVDA,NVDA,Nvidia,AI_STOCK,STOCK_B_20_30_40_55,D1,-20.00%,2021-03-08,11.54665756225586,15.268636703491211,52w_high,-24.38%,22.04%,52.03%,97.18%,84.37%,0.00%
NVDA,NVDA,Nvidia,AI_STOCK,STOCK_B_20_30_40_55,D1,-20.00%,2022-01-13,26.491313934326172,33.266815185546875,52w_high,-20.37%,-8.68%,-19.99%,-39.39%,-33.33%,-57.72%
NVDA,NVDA,Nvidia,AI_STOCK,STOCK_B_20_30_40_55,D2,-30.00%,2022-01-25,22.25369644165039,33.266815185546875,52w_high,-33.11%,6.38%,-15.83%,-20.28%,-11.21%,-49.67%
NVDA,NVDA,Nvidia,AI_STOCK,STOCK_B_20_30_40_55,D3,-40.00%,2022-04-22,19.45685386657715,33.266815185546875,52w_high,-41.51%,-13.41%,-12.75%,-36.09%,34.59%,-42.44%
NVDA,NVDA,Nvidia,AI_STOCK,STOCK_B_20_30_40_55,D4,-55.00%,2022-07-01,14.482791900634766,33.266815185546875,52w_high,-56.46%,27.56%,-16.39%,0.68%,191.62%,-22.67%
NVDA,NVDA,Nvidia,AI_STOCK,STOCK_B_20_30_40_55,D1,-20.00%,2024-07-30,103.55931091308594,135.3568878173828,52w_high,-23.49%,21.09%,35.48%,20.19%,67.53%,-9.06%
NVDA,NVDA,Nvidia,AI_STOCK,STOCK_B_20_30_40_55,D1,-20.00%,2024-09-03,107.8222885131836,135.3568878173828,52w_high,-20.34%,10.06%,28.37%,2.40%,54.70%,-12.65%
NVDA,NVDA,Nvidia,AI_STOCK,STOCK_B_20_30_40_55,D1,-20.00%,2025-01-27,118.24340057373047,149.20713806152344,52w_high,-20.75%,10.86%,-8.17%,48.23%,61.77%,-20.35%
NVDA,NVDA,Nvidia,AI_STOCK,STOCK_B_20_30_40_55,D2,-30.00%,2025-04-03,101.65753936767578,149.20713806152344,52w_high,-31.87%,11.81%,55.45%,84.33%,74.99%,-7.36%
NVDA,NVDA,Nvidia,AI_STOCK,STOCK_B_20_30_40_55,D1,-20.00%,2026-03-30,164.97772216796875,206.77627563476562,52w_high,-20.21%,26.69%,21.28%,,,0.00%
NVDA,NVDA,Nvidia,AI_STOCK,STOCK_C_25_35_45_60,D1,-25.00%,2010-06-24,0.2543405592441559,0.4322187602519989,52w_high,-41.15%,-5.04%,4.59%,35.28%,45.90%,-20.07%
NVDA,NVDA,Nvidia,AI_STOCK,STOCK_C_25_35_45_60,D2,-35.00%,2010-06-24,0.2543405592441559,0.4322187602519989,52w_high,-41.15%,-5.04%,4.59%,35.28%,45.90%,-20.07%
NVDA,NVDA,Nvidia,AI_STOCK,STOCK_C_25_35_45_60,D3,-45.00%,2010-06-30,0.23373694717884064,0.4322187602519989,52w_high,-45.92%,-9.99%,16.36%,46.33%,54.16%,-13.03%
NVDA,NVDA,Nvidia,AI_STOCK,STOCK_C_25_35_45_60,D1,-25.00%,2011-03-09,0.43817082047462463,0.5878905653953552,52w_high,-25.47%,-5.43%,-8.20%,-25.55%,-22.36%,-38.71%
NVDA,NVDA,Nvidia,AI_STOCK,STOCK_C_25_35_45_60,D2,-35.00%,2011-06-16,0.3706366717815399,0.5878905653953552,52w_high,-36.95%,-14.76%,-4.26%,-16.12%,-24.09%,-27.55%
NVDA,NVDA,Nvidia,AI_STOCK,STOCK_C_25_35_45_60,D3,-45.00%,2011-07-14,0.3223326504230499,0.5878905653953552,52w_high,-45.17%,-8.52%,3.76%,0.14%,-10.80%,-16.69%
NVDA,NVDA,Nvidia,AI_STOCK,STOCK_C_25_35_45_60,D1,-25.00%,2016-02-08,0.6144313812255859,0.8222467303276062,52w_high,-25.27%,26.27%,40.40%,134.37%,376.90%,0.00%
NVDA,NVDA,Nvidia,AI_STOCK,STOCK_C_25_35_45_60,D1,-25.00%,2018-10-24,4.93281364440918,7.157912731170654,52w_high,-31.09%,-27.29%,-30.72%,-9.89%,3.00%,-36.21%
NVDA,NVDA,Nvidia,AI_STOCK,STOCK_C_25_35_45_60,D2,-35.00%,2018-10-29,4.591690540313721,7.157912731170654,52w_high,-35.85%,-13.76%,-22.48%,-1.11%,9.82%,-31.47%
NVDA,NVDA,Nvidia,AI_STOCK,STOCK_C_25_35_45_60,D3,-45.00%,2018-11-19,3.579451322555542,7.157912731170654,52w_high,-49.99%,-6.54%,10.12%,2.02%,46.55%,-12.09%
NVDA,NVDA,Nvidia,AI_STOCK,STOCK_C_25_35_45_60,D1,-25.00%,2020-03-12,5.380359172821045,7.822970867156982,52w_high,-31.22%,24.75%,62.73%,127.84%,138.06%,-9.20%
NVDA,NVDA,Nvidia,AI_STOCK,STOCK_C_25_35_45_60,D2,-35.00%,2020-03-16,4.885130882263184,7.822970867156982,52w_high,-37.55%,42.99%,86.92%,162.36%,171.08%,0.00%
NVDA,NVDA,Nvidia,AI_STOCK,STOCK_C_25_35_45_60,D1,-25.00%,2022-01-20,24.07394790649414,33.266815185546875,52w_high,-27.63%,-2.10%,-16.41%,-28.26%,-20.45%,-53.48%
NVDA,NVDA,Nvidia,AI_STOCK,STOCK_C_25_35_45_60,D2,-35.00%,2022-03-07,21.288387298583984,33.266815185546875,52w_high,-36.01%,21.45%,-12.02%,-36.92%,13.36%,-47.39%
NVDA,NVDA,Nvidia,AI_STOCK,STOCK_C_25_35_45_60,D3,-45.00%,2022-05-09,16.899499893188477,33.266815185546875,52w_high,-49.20%,10.04%,0.82%,-15.59%,70.57%,-33.73%
NVDA,NVDA,Nvidia,AI_STOCK,STOCK_C_25_35_45_60,D4,-60.00%,2022-09-13,13.09853744506836,33.266815185546875,52w_high,-60.63%,-12.42%,33.57%,84.59%,247.34%,-14.50%
NVDA,NVDA,Nvidia,AI_STOCK,STOCK_C_25_35_45_60,D1,-25.00%,2024-08-05,100.28470611572266,135.3568878173828,52w_high,-25.91%,5.73%,34.80%,24.29%,80.02%,-6.09%
NVDA,NVDA,Nvidia,AI_STOCK,STOCK_C_25_35_45_60,D1,-25.00%,2025-03-06,110.40510559082031,149.20713806152344,52w_high,-26.01%,-14.70%,26.62%,51.08%,65.23%,-14.70%
NVDA,NVDA,Nvidia,AI_STOCK,STOCK_C_25_35_45_60,D2,-35.00%,2025-04-04,94.17801666259766,149.20713806152344,52w_high,-36.88%,20.39%,69.67%,96.76%,93.11%,0.00%
TSM,TSM,TSMC,AI_STOCK,STOCK_A_15_25_35_50,D1,-15.00%,2010-06-29,6.115468978881836,7.218871116638184,52w_high,-15.28%,8.94%,7.97%,30.98%,37.19%,-0.51%
TSM,TSM,TSMC,AI_STOCK,STOCK_A_15_25_35_50,D1,-15.00%,2011-03-16,7.480079650878906,8.952539443969727,52w_high,-16.45%,7.70%,14.79%,7.78%,36.22%,-0.25%
TSM,TSM,TSMC,AI_STOCK,STOCK_A_15_25_35_50,D1,-15.00%,2011-08-08,7.461479187011719,9.08342170715332,52w_high,-17.86%,10.15%,18.65%,28.43%,34.19%,0.00%
TSM,TSM,TSMC,AI_STOCK,STOCK_A_15_25_35_50,D1,-15.00%,2012-06-01,8.907397270202637,11.01488971710205,52w_high,-19.13%,9.26%,13.04%,35.49%,48.03%,-0.31%
TSM,TSM,TSMC,AI_STOCK,STOCK_A_15_25_35_50,D1,-15.00%,2013-06-24,11.96275520324707,14.28040599822998,52w_high,-16.23%,3.34%,7.16%,3.15%,26.16%,-4.38%
TSM,TSM,TSMC,AI_STOCK,STOCK_A_15_25_35_50,D1,-15.00%,2014-02-05,11.955055236816406,14.28040599822998,52w_high,-16.28%,14.03%,23.51%,24.49%,46.98%,0.00%
TSM,TSM,TSMC,AI_STOCK,STOCK_A_15_25_35_50,D1,-15.00%,2015-08-11,15.961216926574707,18.87083625793457,52w_high,-15.42%,-5.42%,10.23%,7.06%,45.54%,-9.94%
TSM,TSM,TSMC,AI_STOCK,STOCK_A_15_25_35_50,D1,-15.00%,2016-01-08,15.945892333984375,18.87083625793457,52w_high,-15.50%,8.41%,22.59%,35.61%,49.77%,-1.59%
TSM,TSM,TSMC,AI_STOCK,STOCK_A_15_25_35_50,D1,-15.00%,2018-04-20,31.975055694580078,38.07453155517578,52w_high,-16.02%,1.34%,8.39%,2.57%,20.88%,-8.56%
TSM,TSM,TSMC,AI_STOCK,STOCK_A_15_25_35_50,D1,-15.00%,2018-10-23,32.33610534667969,38.19915008544922,52w_high,-15.35%,-4.82%,0.37%,15.63%,39.44%,-9.58%
TSM,TSM,TSMC,AI_STOCK,STOCK_A_15_25_35_50,D1,-15.00%,2019-05-23,32.395660400390625,38.650150299072266,52w_high,-16.18%,8.43%,14.26%,46.14%,38.29%,-1.10%
TSM,TSM,TSMC,AI_STOCK,STOCK_A_15_25_35_50,D1,-15.00%,2020-03-12,43.388973236083984,53.752777099609375,52w_high,-19.28%,1.07%,14.11%,64.81%,149.43%,-9.00%
