Date,Open,High,Low,Close,Volume,KlineReservedVolume,close_time_utc,price_source,volume_source,binance_symbol,shares_multiplier,token_volume_24h_usd,market_status,collected_at_utc
2025-06-24,147.41560066331922,147.53728724482414,147.35585634826182,147.53728724482414,,0.0,2025-06-24T23:59:59.999000+00:00,binance_rwa_kline_utc_1d,unavailable_in_binance_kline,NVDAON,1.0009320542470574,,,2026-07-14T23:26:26.208724+00:00
2025-06-25,147.54597914350305,154.37161727849045,147.54597914350305,154.35493282930216,,0.0,2025-06-25T23:59:59.999000+00:00,binance_rwa_kline_utc_1d,unavailable_in_binance_kline,NVDAON,1.0009320542470574,,,2026-07-14T23:26:26.208724+00:00
2025-06-26,155.61405925516937,156.1438654470581,153.83142077093956,155.18905538183452,,0.0,2025-06-26T23:59:59.999000+00:00,binance_rwa_kline_utc_1d,unavailable_in_binance_kline,NVDAON,1.0009320542470574,,,2026-07-14T23:26:26.208724+00:00
2025-06-27,155.52773970966834,157.77484528537292,155.52773970966834,157.40938591333276,,0.0,2025-06-27T23:59:59.999000+00:00,binance_rwa_kline_utc_1d,unavailable_in_binance_kline,NVDAON,1.0009320542470574,,,2026-07-14T23:26:26.208724+00:00
2025-06-30,158.6961865453386,158.78620264545017,156.9072539275827,157.3861076099743,,0.0,2025-06-30T23:59:59.999000+00:00,binance_rwa_kline_utc_1d,unavailable_in_binance_kline,NVDAON,1.0009320542470574,,,2026-07-14T23:26:26.208724+00:00
2025-07-01,156.92313912172003,156.92313912172003,152.43442284878606,152.82995419211764,,0.0,2025-07-01T23:59:59.999000+00:00,binance_rwa_kline_utc_1d,unavailable_in_binance_kline,NVDAON,1.0009320542470574,,,2026-07-14T23:26:26.208724+00:00
2025-07-02,153.23577594423006,157.48521523629026,151.85176591665422,156.98488157440477,,0.0,2025-07-02T23:59:59.999000+00:00,binance_rwa_kline_utc_1d,unavailable_in_binance_kline,NVDAON,1.0009320542470574,,,2026-07-14T23:26:26.208724+00:00
2025-07-03,157.12175400187743,159.79686065735785,156.70074640379727,159.1233883700635,,0.0,2025-07-03T23:59:59.999000+00:00,binance_rwa_kline_utc_1d,unavailable_in_binance_kline,NVDAON,1.0009320542470574,,,2026-07-14T23:26:26.208724+00:00
2025-07-07,157.8103122282582,158.54193032050807,156.9919749629818,157.9518802791551,,0.0,2025-07-07T23:59:59.999000+00:00,binance_rwa_kline_utc_1d,unavailable_in_binance_kline,NVDAON,1.0009320542470574,,,2026-07-14T23:26:26.208724+00:00
2025-07-08,159.16185251938978,160.0932843743735,158.87721781437543,160.0932843743735,,0.0,2025-07-08T23:59:59.999000+00:00,binance_rwa_kline_utc_1d,unavailable_in_binance_kline,NVDAON,1.0009320542470574,,,2026-07-14T23:26:26.208724+00:00
2025-07-09,159.72302947202772,163.20588326335962,159.72302947202772,163.13764686338604,,0.0,2025-07-09T23:59:59.999000+00:00,binance_rwa_kline_utc_1d,unavailable_in_binance_kline,NVDAON,1.0009320542470574,,,2026-07-14T23:26:26.208724+00:00
2025-07-10,163.67904225351333,164.12692480268117,162.2908361369201,163.83809400864945,,0.0,2025-07-10T23:59:59.999000+00:00,binance_rwa_kline_utc_1d,unavailable_in_binance_kline,NVDAON,1.0009320542470574,,,2026-07-14T23:26:26.208724+00:00
2025-07-11,162.72513135022206,166.84029579372515,162.6513001648919,164.75004402176663,,0.0,2025-07-11T23:59:59.999000+00:00,binance_rwa_kline_utc_1d,unavailable_in_binance_kline,NVDAON,1.0009320542470574,,,2026-07-14T23:26:26.208724+00:00
2025-07-14,165.15216921926842,165.50833725134146,163.3977044755841,163.79373535332255,,0.0,2025-07-14T23:59:59.999000+00:00,binance_rwa_kline_utc_1d,unavailable_in_binance_kline,NVDAON,1.0009320542470574,,,2026-07-14T23:26:26.208724+00:00
2025-07-15,170.87873175233847,172.20229811668727,169.92172373572478,170.05280156407818,,0.0,2025-07-15T23:59:59.999000+00:00,binance_rwa_kline_utc_1d,unavailable_in_binance_kline,NVDAON,1.0009320542470574,,,2026-07-14T23:26:26.208724+00:00
2025-07-16,169.20768925459546,171.13928889894333,169.20768925459546,171.040081365746,,0.0,2025-07-16T23:59:59.999000+00:00,binance_rwa_kline_utc_1d,unavailable_in_binance_kline,NVDAON,1.0009320542470574,,,2026-07-14T23:26:26.208724+00:00
2025-07-17,172.7140211630486,173.49129670008318,171.983302232731,173.21115780473036,,0.0,2025-07-17T23:59:59.999000+00:00,binance_rwa_kline_utc_1d,unavailable_in_binance_kline,NVDAON,1.0009320542470574,,,2026-07-14T23:26:26.208724+00:00
2025-07-18,173.61398235040176,173.71868476207428,171.68298214734207,172.2357669219452,,0.0,2025-07-18T23:59:59.999000+00:00,binance_rwa_kline_utc_1d,unavailable_in_binance_kline,NVDAON,1.0009320542470574,,,2026-07-14T23:26:26.208724+00:00
2025-07-21,172.615013443614,172.78805216214147,170.48889510124474,170.79710783026167,,0.0,2025-07-21T23:59:59.999000+00:00,binance_rwa_kline_utc_1d,unavailable_in_binance_kline,NVDAON,1.0009320542470574,,,2026-07-14T23:26:26.208724+00:00
2025-07-22,169.8145236520181,170.31865377539552,166.11557127628956,166.96817660187477,,0.0,2025-07-22T23:59:59.999000+00:00,binance_rwa_kline_utc_1d,unavailable_in_binance_kline,NVDAON,1.0009320542470574,,,2026-07-14T23:26:26.208724+00:00
2025-07-23,168.10052119528737,172.60831968256244,168.10052119528737,172.60831968256244,,0.0,2025-07-23T23:59:59.999000+00:00,binance_rwa_kline_utc_1d,unavailable_in_binance_kline,NVDAON,1.0009320542470574,,,2026-07-14T23:26:26.208724+00:00
2025-07-24,172.48153785010783,173.5307599182231,172.0019848195466,173.41336933261698,,0.0,2025-07-24T23:59:59.999000+00:00,binance_rwa_kline_utc_1d,unavailable_in_binance_kline,NVDAON,1.0009320542470574,,,2026-07-14T23:26:26.208724+00:00
2025-07-25,173.37367033423706,174.12270819032207,172.98353995691213,173.2485229783616,,0.0,2025-07-25T23:59:59.999000+00:00,binance_rwa_kline_utc_1d,unavailable_in_binance_kline,NVDAON,1.0009320542470574,,,2026-07-14T23:26:26.208724+00:00
2025-07-26,173.2485229783616,173.2485229783616,173.2485229783616,173.2485229783616,,0.0,2025-07-26T23:59:59.999000+00:00,binance_rwa_kline_utc_1d,unavailable_in_binance_kline,NVDAON,1.0009320542470574,,,2026-07-14T23:26:26.208724+00:00
2025-07-27,173.2485229783616,173.2485229783616,173.2485229783616,173.2485229783616,,0.0,2025-07-27T23:59:59.999000+00:00,binance_rwa_kline_utc_1d,unavailable_in_binance_kline,NVDAON,1.0009320542470574,,,2026-07-14T23:26:26.208724+00:00
2025-07-28,174.77591636486878,176.99503102962078,174.29754523271416,176.99503102962078,,0.0,2025-07-28T23:59:59.999000+00:00,binance_rwa_kline_utc_1d,unavailable_in_binance_kline,NVDAON,1.0009320542470574,,,2026-07-14T23:26:26.208724+00:00
2025-07-29,177.53766826228346,179.30287998919644,175.42149764809193,175.9010506786531,,0.0,2025-07-29T23:59:59.999000+00:00,binance_rwa_kline_utc_1d,unavailable_in_binance_kline,NVDAON,1.0009320542470574,,,2026-07-14T23:26:26.208724+00:00
2025-07-30,176.03880128761298,183.18426233030095,175.8776984442024,183.18426233030095,,0.0,2025-07-30T23:59:59.999000+00:00,binance_rwa_kline_utc_1d,unavailable_in_binance_kline,NVDAON,1.0009320542470574,,,2026-07-14T23:26:26.208724+00:00
2025-07-31,184.7372478635391,185.12196628510034,175.81612982949122,176.51048265499128,,0.0,2025-07-31T23:59:59.999000+00:00,binance_rwa_kline_utc_1d,unavailable_in_binance_kline,NVDAON,1.0009320542470574,,,2026-07-14T23:26:26.208724+00:00
2025-08-01,176.1908825396361,177.63052671316993,172.02965902568528,172.36434707826442,,0.0,2025-08-01T23:59:59.999000+00:00,binance_rwa_kline_utc_1d,unavailable_in_binance_kline,NVDAON,1.0009320542470574,,,2026-07-14T23:26:26.208724+00:00
2025-08-04,174.4257996926001,180.65661823171808,173.6909626006326,180.50675790966773,,0.0,2025-08-04T23:59:59.999000+00:00,binance_rwa_kline_utc_1d,unavailable_in_binance_kline,NVDAON,1.0009320542470574,,,2026-07-14T23:26:26.208724+00:00
2025-08-05,180.72292842701893,181.3442153539001,176.63037091263155,176.63037091263155,,0.0,2025-08-05T23:59:59.999000+00:00,binance_rwa_kline_utc_1d,unavailable_in_binance_kline,NVDAON,1.0009320542470574,,,2026-07-14T23:26:26.208724+00:00
2025-08-06,176.7460191222266,180.34857234719306,176.04391751900778,180.30794321574757,,0.0,2025-08-06T23:59:59.999000+00:00,binance_rwa_kline_utc_1d,unavailable_in_binance_kline,NVDAON,1.0009320542470574,,,2026-07-14T23:26:26.208724+00:00
2025-08-07,180.7083540111651,183.20424370657435,179.79313704302726,181.417575977819,,0.0,2025-08-07T23:59:59.999000+00:00,binance_rwa_kline_utc_1d,unavailable_in_binance_kline,NVDAON,1.0009320542470574,,,2026-07-14T23:26:26.208724+00:00
2025-08-08,181.65576796996112,182.98444856756714,181.28840637089974,182.59581079904984,,0.0,2025-08-08T23:59:59.999000+00:00,binance_rwa_kline_utc_1d,unavailable_in_binance_kline,NVDAON,1.0009320542470574,,,2026-07-14T23:26:26.208724+00:00
2025-08-11,182.06890590299602,183.3051496567549,180.27530663481144,181.92710107279026,,0.0,2025-08-11T23:59:59.999000+00:00,binance_rwa_kline_utc_1d,unavailable_in_binance_kline,NVDAON,1.0009320542470574,,,2026-07-14T23:26:26.208724+00:00
2025-08-12,182.25091725853906,183.1523690565622,179.89566048561719,182.73967670821818,,0.0,2025-08-12T23:59:59.999000+00:00,binance_rwa_kline_utc_1d,unavailable_in_binance_kline,NVDAON,1.0009320542470574,,,2026-07-14T23:26:26.208724+00:00
2025-08-13,182.6626764766111,183.21922973877938,179.64922417762466,181.1104971919056,,0.0,2025-08-13T23:59:59.999000+00:00,binance_rwa_kline_utc_1d,unavailable_in_binance_kline,NVDAON,1.0009320542470574,,,2026-07-14T23:26:26.208724+00:00
2025-08-14,181.14903327418642,182.08828384170596,180.0394664506567,181.69874191591228,,0.0,2025-08-14T23:59:59.999000+00:00,binance_rwa_kline_utc_1d,unavailable_in_binance_kline,NVDAON,1.0009320542470574,,,2026-07-14T23:26:26.208724+00:00
2025-08-15,181.48407699526328,181.95184001475434,178.78669410244444,179.69451496415473,,0.0,2025-08-15T23:59:59.999000+00:00,binance_rwa_kline_utc_1d,unavailable_in_binance_kline,NVDAON,1.0009320542470574,,,2026-07-14T23:26:26.208724+00:00
2025-08-18,180.81304743121834,182.0791813257446,179.3628241180166,181.8090061436705,,0.0,2025-08-18T23:59:59.999000+00:00,binance_rwa_kline_utc_1d,unavailable_in_binance_kline,NVDAON,1.0009320542470574,,,2026-07-14T23:26:26.208724+00:00
2025-08-19,181.7354856687414,182.41497934377574,174.87663548918118,174.87663548918118,,0.0,2025-08-19T23:59:59.999000+00:00,binance_rwa_kline_utc_1d,unavailable_in_binance_kline,NVDAON,1.0009320542470574,,,2026-07-14T23:26:26.208724+00:00
2025-08-20,174.39627621008736,176.31066889225744,169.3837921171745,175.64766584706152,,0.0,2025-08-20T23:59:59.999000+00:00,binance_rwa_kline_utc_1d,unavailable_in_binance_kline,NVDAON,1.0009320542470574,,,2026-07-14T23:26:26.208724+00:00
2025-08-21,175.00094962166605,176.4595301454941,173.98158972039133,174.6347309573275,,0.0,2025-08-21T23:59:59.999000+00:00,binance_rwa_kline_utc_1d,unavailable_in_binance_kline,NVDAON,1.0009320542470574,,,2026-07-14T23:26:26.208724+00:00
2025-08-22,171.44669637849645,178.1845473358956,171.44669637849645,178.1845473358956,,0.0,2025-08-22T23:59:59.999000+00:00,binance_rwa_kline_utc_1d,unavailable_in_binance_kline,NVDAON,1.0009320542470574,,,2026-07-14T23:26:26.208724+00:00
2025-08-25,178.98600133728976,181.39204377521688,177.43692715845714,180.12411455403245,,0.0,2025-08-25T23:59:59.999000+00:00,binance_rwa_kline_utc_1d,unavailable_in_binance_kline,NVDAON,1.0009320542470574,,,2026-07-14T23:26:26.208724+00:00
2025-08-26,179.3958683190287,182.17686827620753,179.3958683190287,182.17686827620753,,0.0,2025-08-26T23:59:59.999000+00:00,binance_rwa_kline_utc_1d,unavailable_in_binance_kline,NVDAON,1.0009320542470574,,,2026-07-14T23:26:26.208724+00:00
2025-08-27,182.1828756769841,182.83102057078315,175.75444832000412,175.75444832000412,,0.0,2025-08-27T23:59:59.999000+00:00,binance_rwa_kline_utc_1d,unavailable_in_binance_kline,NVDAON,1.0009320542470574,,,2026-07-14T23:26:26.208724+00:00
2025-08-28,175.7331931309933,180.93841458223278,175.7331931309933,179.43220345271303,,0.0,2025-08-28T23:59:59.999000+00:00,binance_rwa_kline_utc_1d,unavailable_in_binance_kline,NVDAON,1.0009320542470574,,,2026-07-14T23:26:26.208724+00:00
2025-08-29,179.62410958578664,179.75106425714603,173.49115383324283,173.55966197993374,,0.0,2025-08-29T23:59:59.999000+00:00,binance_rwa_kline_utc_1d,unavailable_in_binance_kline,NVDAON,1.0009320542470574,,,2026-07-14T23:26:26.208724+00:00
2025-09-02,173.22276198900113,173.53155417793,167.67871434215627,169.49452191099988,,0.0,2025-09-02T23:59:59.999000+00:00,binance_rwa_kline_utc_1d,unavailable_in_binance_kline,NVDAON,1.0009320542470574,,,2026-07-14T23:26:26.208724+00:00
2025-09-03,169.51900509134765,171.75324965421387,169.19854777495038,170.24798664099828,,0.0,2025-09-03T23:59:59.999000+00:00,binance_rwa_kline_utc_1d,unavailable_in_binance_kline,NVDAON,1.0009320542470574,,,2026-07-14T23:26:26.208724+00:00
2025-09-04,170.68752996277846,171.5515676327985,169.90164245257006,171.09207090867173,,0.0,2025-09-04T23:59:59.999000+00:00,binance_rwa_kline_utc_1d,unavailable_in_binance_kline,NVDAON,1.0009320542470574,,,2026-07-14T23:26:26.208724+00:00
2025-09-05,170.73754434665955,171.11507446810646,164.41247265659123,165.96258686605887,,0.0,2025-09-05T23:59:59.999000+00:00,binance_rwa_kline_utc_1d,unavailable_in_binance_kline,NVDAON,1.0009320542470574,,,2026-07-14T23:26:26.208724+00:00
2025-09-08,166.9217428806219,170.13296484754937,166.12852720066522,168.01839773880377,,0.0,2025-09-08T23:59:59.999000+00:00,binance_rwa_kline_utc_1d,unavailable_in_binance_kline,NVDAON,1.0009320542470574,,,2026-07-14T23:26:26.208724+00:00
2025-09-09,167.99984603000274,174.05110792565284,167.2707615762643,174.05110792565284,,0.0,2025-09-09T23:59:59.999000+00:00,binance_rwa_kline_utc_1d,unavailable_in_binance_kline,NVDAON,1.0009320542470574,,,2026-07-14T23:26:26.208724+00:00
2025-09-10,173.71808532078606,178.7171758971829,172.98376974273927,177.0122879452393,,0.0,2025-09-10T23:59:59.999000+00:00,binance_rwa_kline_utc_1d,unavailable_in_binance_kline,NVDAON,1.0009320542470574,,,2026-07-14T23:26:26.208724+00:00
2025-09-11,177.66143320969113,178.79375558672317,176.92042757374278,177.04420609864954,,0.0,2025-09-11T23:59:59.999000+00:00,binance_rwa_kline_utc_1d,unavailable_in_binance_kline,NVDAON,1.0009320542470574,,,2026-07-14T23:26:26.208724+00:00
2025-09-12,177.30674977256686,178.13501053137256,176.86714213218747,177.40166505855785,,0.0,2025-09-12T23:59:59.999000+00:00,binance_rwa_kline_utc_1d,unavailable_in_binance_kline,NVDAON,1.0009320542470574,,,2026-07-14T23:26:26.208724+00:00
2025-09-15,177.58650008917192,177.8862325712488,173.24537464042538,177.17062127029027,,0.0,2025-09-15T23:59:59.999000+00:00,binance_rwa_kline_utc_1d,unavailable_in_binance_kline,NVDAON,1.0009320542470574,,,2026-07-14T23:26:26.208724+00:00
2025-09-16,177.17686569700018,177.57650900643603,174.73097171191594,175.00080787712218,,0.0,2025-09-16T23:59:59.999000+00:00,binance_rwa_kline_utc_1d,unavailable_in_binance_kline,NVDAON,1.0009320542470574,,,2026-07-14T23:26:26.208724+00:00
2025-09-17,175.03877399151858,175.45340392505824,169.41192108319655,171.18166055126287,,0.0,2025-09-17T23:59:59.999000+00:00,binance_rwa_kline_utc_1d,unavailable_in_binance_kline,NVDAON,1.0009320542470574,,,2026-07-14T23:26:26.208724+00:00
2025-09-18,171.26214471735014,176.69562821218517,171.26214471735014,176.24047944261005,,0.0,2025-09-18T23:59:59.999000+00:00,binance_rwa_kline_utc_1d,unavailable_in_binance_kline,NVDAON,1.0009320542470574,,,2026-07-14T23:26:26.208724+00:00
2025-09-19,176.00790901690047,177.00025832301912,175.39845297001082,175.89967262029768,,0.0,2025-09-19T23:59:59.999000+00:00,binance_rwa_kline_utc_1d,unavailable_in_binance_kline,NVDAON,1.0009320542470574,,,2026-07-14T23:26:26.208724+00:00
2025-09-22,175.88801602406969,183.66357616328025,174.65982621086192,182.4205186198532,,0.0,2025-09-22T23:59:59.999000+00:00,binance_rwa_kline_utc_1d,unavailable_in_binance_kline,NVDAON,1.0009320542470574,,,2026-07-14T23:26:26.208724+00:00
2025-09-23,182.4071975092414,183.11156884212204,177.78132620252185,177.78132620252185,,0.0,2025-09-23T23:59:59.999000+00:00,binance_rwa_kline_utc_1d,unavailable_in_binance_kline,NVDAON,1.0009320542470574,,,2026-07-14T23:26:26.208724+00:00
2025-09-24,177.86625040577698,179.77954274970094,176.0878376787876,176.3640911164351,,0.0,2025-09-24T23:59:59.999000+00:00,binance_rwa_kline_utc_1d,unavailable_in_binance_kline,NVDAON,1.0009320542470574,,,2026-07-14T23:26:26.208724+00:00
2025-09-25,176.80719563577208,179.76384276228976,174.53921985472383,176.93333305531274,,0.0,2025-09-25T23:59:59.999000+00:00,binance_rwa_kline_utc_1d,unavailable_in_binance_kline,NVDAON,1.0009320542470574,,,2026-07-14T23:26:26.208724+00:00
2025-09-26,177.02200391459382,178.12302123208949,175.6991845603613,177.49741260174073,,0.0,2025-09-26T23:59:59.999000+00:00,binance_rwa_kline_utc_1d,unavailable_in_binance_kline,NVDAON,1.0009320542470574,,,2026-07-14T23:26:26.208724+00:00
2025-09-29,178.2559026324769,183.5866777967869,178.1110319328064,180.9136914966571,,0.0,2025-09-29T23:59:59.999000+00:00,binance_rwa_kline_utc_1d,unavailable_in_binance_kline,NVDAON,1.0009320542470574,,,2026-07-14T23:26:26.208724+00:00
2025-09-30,180.91852618159302,187.03639884383685,180.51688465561003,185.5815073669185,,0.0,2025-09-30T23:59:59.999000+00:00,binance_rwa_kline_utc_1d,unavailable_in_binance_kline,NVDAON,1.0009320542470574,,,2026-07-14T23:26:26.208724+00:00
2025-10-01,185.43949111958565,187.79572113176488,183.90252989174985,186.7771432352479,,0.0,2025-10-01T23:59:59.999000+00:00,binance_rwa_kline_utc_1d,unavailable_in_binance_kline,NVDAON,1.0009320542470574,,,2026-07-14T23:26:26.208724+00:00
2025-10-02,186.9531401540738,190.76640373130996,186.76830512345973,188.79816043233856,,0.0,2025-10-02T23:59:59.999000+00:00,binance_rwa_kline_utc_1d,unavailable_in_binance_kline,NVDAON,1.0009320542470574,,,2026-07-14T23:26:26.208724+00:00
2025-10-03,188.846450332526,190.09433656623932,185.25465608897161,187.52013409933585,,0.0,2025-10-03T23:59:59.999000+00:00,binance_rwa_kline_utc_1d,unavailable_in_binance_kline,NVDAON,1.0009320542470574,,,2026-07-14T23:26:26.208724+00:00
2025-10-06,187.9272707208236,189.80916209081693,182.8208283345075,185.46946436779334,,0.0,2025-10-06T23:59:59.999000+00:00,binance_rwa_kline_utc_1d,unavailable_in_binance_kline,NVDAON,1.0009320542470574,,,2026-07-14T23:26:26.208724+00:00
2025-10-07,185.60434398472793,188.729554664516,184.3844327826751,184.80838739373218,,0.0,2025-10-07T23:59:59.999000+00:00,binance_rwa_kline_utc_1d,unavailable_in_binance_kline,NVDAON,1.0009320542470574,,,2026-07-14T23:26:26.208724+00:00
2025-10-08,184.83503061406398,189.23015586678147,184.83503061406398,189.07765397811733,,0.0,2025-10-08T23:59:59.999000+00:00,binance_rwa_kline_utc_1d,unavailable_in_binance_kline,NVDAON,1.0009320542470574,,,2026-07-14T23:26:26.208724+00:00
2025-10-09,188.95135670125288,194.9981817750535,187.97722613450307,192.72598775887414,,0.0,2025-10-09T23:59:59.999000+00:00,binance_rwa_kline_utc_1d,unavailable_in_binance_kline,NVDAON,1.0009320542470574,,,2026-07-14T23:26:26.208724+00:00
2025-10-10,192.77794138910082,195.34447470089614,178.9336307450257,183.2184734273961,,0.0,2025-10-10T23:59:59.999000+00:00,binance_rwa_kline_utc_1d,unavailable_in_binance_kline,NVDAON,1.0009320542470574,,,2026-07-14T23:26:26.208724+00:00
2025-10-13,187.09301531237634,190.0653624263052,185.94546852347133,188.3690194502333,,0.0,2025-10-13T23:59:59.999000+00:00,binance_rwa_kline_utc_1d,unavailable_in_binance_kline,NVDAON,1.0009320542470574,,,2026-07-14T23:26:26.208724+00:00
2025-10-14,188.46678918856193,189.28106243153744,179.79792634193498,181.1183478363109,,0.0,2025-10-14T23:59:59.999000+00:00,binance_rwa_kline_utc_1d,unavailable_in_binance_kline,NVDAON,1.0009320542470574,,,2026-07-14T23:26:26.208724+00:00
2025-10-15,180.9784726780084,185.38348810352613,177.26511992813118,180.67374465456356,,0.0,2025-10-15T23:59:59.999000+00:00,binance_rwa_kline_utc_1d,unavailable_in_binance_kline,NVDAON,1.0009320542470574,,,2026-07-14T23:26:26.208724+00:00
2025-10-16,180.71370898550717,183.10282664472814,179.78620380456098,180.5680060286448,,0.0,2025-10-16T23:59:59.999000+00:00,binance_rwa_kline_utc_1d,unavailable_in_binance_kline,NVDAON,1.0009320542470574,,,2026-07-14T23:26:26.208724+00:00
2025-10-17,180.18917714187265,183.8535066460896,176.15028194588695,183.15777759977556,,0.0,2025-10-17T23:59:59.999000+00:00,binance_rwa_kline_utc_1d,unavailable_in_binance_kline,NVDAON,1.0009320542470574,,,2026-07-14T23:26:26.208724+00:00
