ticker,engine,scheme,layer,threshold,date,close,reference_high,drawdown,ma25,ma25_slope_5d,vol5,vol60,volume_ok,shrink_ok,price_near_ma25,filter,filter_pass,ret_21d,ret_63d,ret_126d,ret_252d,max_adverse_252d
AMD,AI基礎建設,AI_A_15_25_35_50,D2,-25.00%,2017-05-02,10.319999694824219,15.199999809265137,-32.11%,13.304400062561035,-1.43%,90944180.0,70717478.33333333,True,False,False,D_2560,False,5.91%,32.85%,5.52%,6.30%,-7.66%
AMD,AI基礎建設,AI_A_15_25_35_50,D1,-15.00%,2017-08-09,12.829999923706055,15.199999809265137,-15.59%,13.673999977111816,0.61%,56099540.0,84873988.33333333,False,True,False,D_ONLY,True,-4.52%,-6.08%,-12.55%,48.87%,-25.72%
AMD,AI基礎建設,AI_A_15_25_35_50,D1,-15.00%,2017-08-09,12.829999923706055,15.199999809265137,-15.59%,13.673999977111816,0.61%,56099540.0,84873988.33333333,False,True,False,D_MA25,True,-4.52%,-6.08%,-12.55%,48.87%,-25.72%
AMD,AI基礎建設,AI_A_15_25_35_50,D1,-15.00%,2017-08-09,12.829999923706055,15.199999809265137,-15.59%,13.673999977111816,0.61%,56099540.0,84873988.33333333,False,True,False,D_VOLUME,True,-4.52%,-6.08%,-12.55%,48.87%,-25.72%
AMD,AI基礎建設,AI_A_15_25_35_50,D1,-15.00%,2017-08-09,12.829999923706055,15.199999809265137,-15.59%,13.673999977111816,0.61%,56099540.0,84873988.33333333,False,True,False,D_2560,False,-4.52%,-6.08%,-12.55%,48.87%,-25.72%
AMD,AI基礎建設,AI_A_15_25_35_50,D2,-25.00%,2017-10-30,10.890000343322754,15.199999809265137,-28.36%,13.273200035095215,-1.44%,118542920.0,57426478.333333336,True,False,False,D_ONLY,True,-0.55%,26.17%,0.73%,57.94%,-12.49%
AMD,AI基礎建設,AI_A_15_25_35_50,D2,-25.00%,2017-10-30,10.890000343322754,15.199999809265137,-28.36%,13.273200035095215,-1.44%,118542920.0,57426478.333333336,True,False,False,D_MA25,False,-0.55%,26.17%,0.73%,57.94%,-12.49%
AMD,AI基礎建設,AI_A_15_25_35_50,D2,-25.00%,2017-10-30,10.890000343322754,15.199999809265137,-28.36%,13.273200035095215,-1.44%,118542920.0,57426478.333333336,True,False,False,D_VOLUME,True,-0.55%,26.17%,0.73%,57.94%,-12.49%
AMD,AI基礎建設,AI_A_15_25_35_50,D2,-25.00%,2017-10-30,10.890000343322754,15.199999809265137,-28.36%,13.273200035095215,-1.44%,118542920.0,57426478.333333336,True,False,False,D_2560,False,-0.55%,26.17%,0.73%,57.94%,-12.49%
AMD,AI基礎建設,AI_A_15_25_35_50,D3,-35.00%,2018-04-02,9.529999732971191,14.760000228881836,-35.43%,11.318800010681151,-3.29%,64553580.0,63156636.666666664,True,False,False,D_ONLY,True,16.79%,57.29%,224.13%,180.69%,0.00%
