ticker,engine,scheme,layer,threshold,date,close,reference_high,reference_mode,drawdown,ret_21d,ret_63d,ret_126d,ret_252d,max_adverse_252d
TSM,AI基礎建設,AI_B,L1,-20.00%,2024-08-02,146.1027069091797,186.25997924804688,52w_high,-21.56%,7.09%,27.61%,37.10%,56.63%,-4.65%
TSM,AI基礎建設,AI_B,L1,-20.00%,2025-03-03,169.7931671142578,220.4945068359375,52w_high,-22.99%,-2.12%,13.08%,33.04%,109.43%,-17.95%
TSM,AI基礎建設,AI_B,L2,-30.00%,2025-04-04,144.66526794433594,220.4945068359375,52w_high,-34.39%,17.36%,55.79%,107.40%,152.34%,-3.70%
TSM,AI基礎建設,AI_C,L1,-25.00%,2020-03-16,40.01160430908203,53.75278854370117,52w_high,-25.56%,11.65%,25.95%,82.34%,172.88%,-1.32%
TSM,AI基礎建設,AI_C,L1,-25.00%,2022-03-04,97.64424896240234,130.73141479492188,52w_high,-25.31%,0.22%,-10.32%,-22.22%,-13.60%,-41.72%
TSM,AI基礎建設,AI_C,L2,-35.00%,2022-04-27,84.29351043701172,130.73141479492188,52w_high,-35.52%,0.82%,-1.31%,-31.86%,-4.55%,-32.48%
TSM,AI基礎建設,AI_C,L3,-45.00%,2022-07-05,71.45326232910156,130.73141479492188,52w_high,-45.34%,13.66%,-8.50%,-1.63%,33.34%,-20.35%
TSM,AI基礎建設,AI_C,L1,-25.00%,2025-03-28,162.8469696044922,220.4945068359375,52w_high,-26.14%,-0.47%,37.56%,66.47%,107.04%,-14.45%
TSM,AI基礎建設,AI_C,L2,-35.00%,2025-04-08,139.314208984375,220.4945068359375,52w_high,-36.82%,23.94%,63.12%,116.88%,165.40%,0.00%
AMD,AI基礎建設,AI_A,L1,-15.00%,2010-06-24,8.130000114440918,10.15999984741211,52w_high,-19.98%,-0.74%,-21.28%,-0.25%,-13.16%,-31.00%
AMD,AI基礎建設,AI_A,L2,-25.00%,2010-06-29,7.480000019073486,10.15999984741211,52w_high,-26.38%,4.01%,-7.09%,8.16%,-7.09%,-25.00%
AMD,AI基礎建設,AI_A,L3,-35.00%,2010-08-11,6.489999771118164,10.15999984741211,52w_high,-36.12%,-10.48%,21.88%,26.81%,-9.86%,-13.56%
