date,ticker,industry,pattern,close,ma25_slope_5d,vol5_over_vol60,ret_5d,ret_10d,ret_20d,ret_30d,ret_60d,max_adverse_60d
2015-06-17,MCD,防禦消費,誘多,73.00743865966797,-0.33%,0.68,1.49%,0.57%,2.77%,4.15%,3.20%,-4.21%
2015-07-02,MCD,防禦消費,誘多,73.73580169677734,-0.36%,0.96,1.54%,1.38%,3.84%,3.22%,0.66%,-5.16%
2015-07-16,MCD,防禦消費,沖量,75.03158569335938,0.61%,1.03,-0.79%,1.34%,1.54%,-0.54%,5.93%,-6.80%
2015-07-17,MCD,防禦消費,波段,74.75557708740234,0.63%,1.11,-1.44%,2.42%,1.82%,-0.41%,6.82%,-6.45%
2015-07-30,MCD,防禦消費,誘多,76.0359878540039,0.16%,0.98,0.18%,0.20%,-1.86%,-0.91%,14.53%,-8.03%
2015-07-31,MCD,防禦消費,沖量,76.56502532958984,0.33%,1.05,-0.94%,-0.59%,-2.77%,-2.04%,13.33%,-8.66%
2015-08-03,MCD,防禦消費,波段,76.22766876220703,0.42%,1.01,-0.03%,1.25%,-3.58%,-0.37%,13.28%,-8.26%
2015-08-13,MCD,防禦消費,誘多,76.18934631347656,0.57%,0.74,0.39%,-2.05%,-1.11%,-0.93%,15.03%,-8.21%
2015-08-21,MCD,防禦消費,波段,74.4719009399414,0.32%,1.26,-0.03%,-1.49%,1.68%,5.08%,15.35%,-6.09%
2015-09-04,MCD,防禦消費,波段,73.36445617675781,-0.45%,1.02,2.24%,3.22%,6.66%,10.16%,21.61%,0.00%
2015-09-14,MCD,防禦消費,誘多,75.00422668457031,-0.43%,0.94,0.96%,-1.04%,6.47%,15.69%,21.11%,-1.04%
2015-09-18,MCD,防禦消費,沖量,75.06611633300781,-0.07%,1.08,0.56%,2.82%,8.01%,15.66%,20.73%,-1.12%
2015-09-21,MCD,防禦消費,波段,75.72356414794922,-0.05%,1.08,-1.98%,3.34%,6.73%,14.51%,20.37%,-1.98%
2015-09-29,MCD,防禦消費,誘多,75.39871215820312,-0.07%,0.83,4.53%,6.05%,14.53%,16.15%,22.83%,0.00%
2015-10-08,MCD,防禦消費,沖量,79.6296157836914,1.25%,1.06,0.69%,7.69%,9.62%,10.05%,16.69%,-0.40%
2015-10-13,MCD,防禦消費,誘多,79.96223449707031,1.52%,0.93,0.44%,7.99%,9.52%,10.54%,12.58%,-0.81%
2015-10-20,MCD,防禦消費,波段,80.31803131103516,1.47%,1.23,7.51%,7.94%,6.84%,10.37%,11.79%,-1.25%
2015-11-03,MCD,防禦消費,誘多,86.69148254394531,2.97%,0.71,1.02%,-1.02%,2.26%,5.96%,12.05%,-1.88%
2015-11-10,MCD,防禦消費,沖量,87.57324981689453,2.44%,1.04,-2.01%,0.94%,3.78%,5.75%,3.30%,-2.87%
2015-11-12,MCD,防禦消費,波段,86.7146987915039,2.16%,1.10,1.06%,2.69%,4.35%,6.75%,5.67%,-1.91%
2015-11-18,MCD,防禦消費,誘多,87.03955078125,1.52%,0.93,1.66%,1.55%,5.24%,5.31%,6.26%,0.00%
2015-12-04,MCD,防禦消費,誘多,90.58293151855469,0.51%,0.98,-0.10%,0.40%,2.58%,-0.36%,1.18%,-0.93%
2015-12-18,MCD,防禦消費,沖量,90.94151306152344,0.85%,1.06,1.79%,2.18%,-0.75%,4.12%,6.37%,-1.32%
2015-12-21,MCD,防禦消費,誘多,91.74446868896484,1.02%,0.94,2.02%,0.60%,0.13%,2.52%,6.23%,-2.18%
2016-01-06,MCD,防禦消費,誘多,92.29793548583984,0.82%,0.88,-2.77%,-0.47%,1.91%,-1.58%,8.56%,-2.77%
2016-01-07,MCD,防禦消費,波段,90.16199493408203,0.66%,1.02,0.83%,2.37%,-0.22%,1.74%,10.97%,-0.47%
2016-01-22,MCD,防禦消費,波段,92.29793548583984,0.06%,1.57,4.54%,-2.53%,-0.62%,-0.31%,9.66%,-2.53%
2016-02-05,MCD,防禦消費,波段,89.95930480957031,0.35%,1.27,2.19%,1.97%,2.29%,8.10%,12.11%,0.00%
2016-02-22,MCD,防禦消費,波段,91.72886657714844,0.26%,1.38,0.35%,0.31%,6.02%,9.07%,9.34%,-0.65%
2016-02-25,MCD,防禦消費,誘多,92.27455139160156,0.21%,0.92,-0.67%,2.13%,4.95%,8.92%,4.32%,-0.67%
2016-03-11,MCD,防禦消費,誘多,95.47130584716797,-0.45%,0.87,2.08%,1.33%,4.94%,4.86%,1.03%,0.00%
2016-03-18,MCD,防禦消費,沖量,97.45851135253906,1.32%,1.10,-0.73%,2.81%,3.84%,3.32%,-0.54%,-1.70%
2016-03-29,MCD,防禦消費,誘多,97.3720932006836,1.13%,0.67,2.75%,2.94%,3.02%,6.15%,-1.99%,-1.61%
2016-04-12,MCD,防禦消費,誘多,100.23114776611328,1.65%,0.71,0.98%,0.08%,3.13%,-2.87%,-4.55%,-8.19%
2016-04-25,MCD,防禦消費,沖量,100.11331939697266,0.61%,1.00,0.58%,2.64%,-3.65%,-3.66%,-0.37%,-8.09%
2016-04-26,MCD,防禦消費,波段,100.3096694946289,0.54%,1.00,0.54%,3.05%,-2.94%,-3.68%,0.32%,-8.26%
2016-04-27,MCD,防禦消費,誘多,100.77310943603516,0.52%,0.99,0.80%,0.65%,-3.93%,-3.59%,0.70%,-8.69%
2016-05-12,MCD,防禦消費,誘多,102.20259094238281,0.46%,0.85,-3.71%,-4.86%,-5.27%,-7.53%,-8.42%,-9.96%
2016-05-19,MCD,防禦消費,波段,98.40887451171875,0.00%,1.06,-1.20%,-2.43%,-1.69%,-3.20%,-4.71%,-6.49%
2016-07-05,MCD,防禦消費,誘多,95.54802703857422,-0.43%,0.91,1.23%,4.75%,-2.53%,-2.34%,-3.88%,-5.23%
2016-07-19,MCD,防禦消費,誘多,100.0896224975586,0.28%,0.93,-3.79%,-6.96%,-6.77%,-8.10%,-8.62%,-9.65%
2016-07-26,MCD,防禦消費,波段,96.29966735839844,0.58%,1.18,-3.29%,-2.79%,-5.36%,-3.19%,-7.88%,-7.88%
2016-08-04,MCD,防禦消費,誘多,93.60162353515625,-0.19%,0.89,0.91%,-0.99%,-1.69%,-1.80%,-4.50%,-5.81%
2016-09-06,MCD,防禦消費,誘多,93.4917984008789,-0.42%,0.93,-2.15%,-0.68%,-3.20%,-5.12%,2.51%,-5.70%
2016-09-16,MCD,防禦消費,波段,91.92097473144531,-0.42%,1.07,1.64%,0.07%,-1.03%,-2.76%,6.42%,-4.09%
2016-09-23,MCD,防禦消費,誘多,93.4280014038086,-0.09%,0.79,-1.54%,-3.17%,-2.77%,-5.23%,5.78%,-5.63%
2016-10-10,MCD,防禦消費,誘多,91.46647644042969,-0.27%,0.84,-2.01%,-0.99%,-1.65%,4.18%,5.16%,-3.61%
2016-10-18,MCD,防禦消費,波段,88.70755767822266,-0.36%,1.06,1.32%,0.90%,6.36%,8.04%,10.06%,-0.61%
2016-11-08,MCD,防禦消費,誘多,90.98804473876953,-0.40%,0.79,3.69%,4.89%,5.91%,8.79%,9.91%,0.00%
2016-11-14,MCD,防禦消費,沖量,93.97818756103516,0.24%,1.06,1.39%,3.19%,4.90%,4.90%,7.58%,0.00%
2016-11-22,MCD,防禦消費,誘多,95.4374008178711,1.06%,0.85,0.42%,0.97%,3.72%,1.68%,7.81%,-0.44%
2016-11-30,MCD,防禦消費,沖量,95.8420181274414,1.48%,1.01,0.54%,2.99%,2.95%,1.87%,7.81%,-0.86%
2016-12-01,MCD,防禦消費,波段,95.19918060302734,1.42%,1.08,1.67%,3.28%,2.74%,3.61%,9.73%,-0.19%
2016-12-07,MCD,防禦消費,誘多,96.36433410644531,1.33%,0.91,2.43%,2.72%,0.70%,1.22%,7.58%,-0.37%
2016-12-16,MCD,防禦消費,沖量,99.03219604492188,1.69%,1.28,-0.08%,-2.94%,-0.43%,-0.67%,4.61%,-3.05%
2016-12-19,MCD,防禦消費,波段,98.83133697509766,1.62%,1.25,0.07%,-2.85%,-0.66%,0.19%,5.36%,-2.85%
2016-12-23,MCD,防禦消費,縮量黑馬,98.95184326171875,1.06%,0.65,-2.86%,-2.35%,-1.10%,1.24%,5.53%,-2.97%
2016-12-27,MCD,防禦消費,誘多,98.89562225341797,0.87%,0.58,-2.92%,-1.78%,-0.97%,1.15%,5.87%,-2.92%
2017-01-11,MCD,防禦消費,誘多,97.13579559326172,0.20%,0.85,1.08%,0.83%,2.98%,6.43%,8.30%,0.00%
2017-01-23,MCD,防禦消費,波段,97.53756713867188,0.08%,1.14,1.35%,2.53%,5.49%,6.29%,10.08%,-0.27%
2017-01-30,MCD,防禦消費,誘多,98.85542297363281,-0.15%,0.88,1.16%,2.05%,4.53%,4.65%,15.33%,-0.49%
2017-02-13,MCD,防禦消費,誘多,100.88042449951172,0.78%,0.79,1.99%,2.43%,2.55%,3.87%,15.97%,0.00%
2017-02-24,MCD,防禦消費,沖量,103.3795394897461,0.95%,1.00,0.15%,0.21%,1.28%,1.76%,16.04%,-0.56%
2017-02-27,MCD,防禦消費,波段,102.79670715332031,0.95%,1.09,0.82%,0.49%,1.97%,2.35%,16.40%,0.00%
2017-03-09,MCD,防禦消費,誘多,103.72760772705078,1.02%,0.94,-0.12%,0.67%,1.57%,4.11%,19.98%,-0.41%
2017-03-14,MCD,防禦消費,縮量黑馬,103.452392578125,0.87%,0.86,0.56%,1.29%,2.66%,10.20%,19.23%,0.00%
2017-03-17,MCD,防禦消費,沖量,104.13236999511719,0.70%,1.40,0.54%,0.75%,2.11%,9.72%,17.19%,-0.09%
2017-03-20,MCD,防禦消費,波段,104.24571228027344,0.68%,1.41,0.55%,0.64%,2.73%,9.67%,17.74%,-0.20%
2017-03-24,MCD,防禦消費,誘多,104.69898986816406,0.60%,0.91,0.21%,0.48%,3.78%,11.52%,19.87%,-0.39%
2017-04-07,MCD,防禦消費,誘多,105.20088958740234,0.30%,0.91,1.07%,3.29%,10.99%,14.03%,18.52%,0.00%
2017-04-24,MCD,防禦消費,沖量,108.65739440917969,0.80%,1.00,5.16%,7.46%,10.40%,13.37%,15.37%,0.00%
2017-05-05,MCD,防禦消費,誘多,116.53369903564453,1.99%,0.95,0.97%,2.91%,6.80%,7.04%,7.67%,0.00%
2017-05-19,MCD,防禦消費,誘多,119.9254379272461,2.38%,0.92,1.15%,3.78%,4.02%,3.58%,7.06%,-0.22%
2017-05-31,MCD,防禦消費,沖量,122.14344787597656,2.10%,1.05,1.33%,0.49%,2.90%,3.39%,5.64%,-0.99%
2017-06-06,MCD,防禦消費,波段,123.18607330322266,1.66%,1.14,-0.93%,1.88%,1.22%,1.76%,6.11%,-1.83%
2017-06-07,MCD,防禦消費,誘多,123.76445007324219,1.73%,0.96,-0.83%,1.18%,0.76%,1.49%,5.91%,-2.28%
2017-06-21,MCD,防禦消費,誘多,125.22242736816406,1.10%,0.94,0.37%,-0.42%,0.31%,0.64%,2.68%,-1.22%
2017-07-03,MCD,防禦消費,縮量黑馬,124.2205581665039,0.70%,0.52,1.58%,0.96%,1.01%,3.36%,1.62%,-0.43%
2017-07-07,MCD,防禦消費,誘多,127.2914810180664,0.50%,0.70,-0.63%,-1.50%,-1.57%,0.95%,1.04%,-2.83%
2017-07-24,MCD,防禦消費,波段,123.69114685058594,0.41%,1.12,2.17%,2.05%,4.29%,5.40%,9.57%,0.00%
2017-08-07,MCD,防禦消費,波段,126.23257446289062,0.15%,1.10,1.48%,2.19%,3.27%,2.19%,8.34%,-0.46%
2017-08-14,MCD,防禦消費,誘多,128.097900390625,0.27%,0.98,0.70%,1.53%,-0.00%,-1.91%,9.24%,-1.91%
2017-08-28,MCD,防禦消費,誘多,130.06097412109375,0.71%,0.63,0.23%,-1.51%,-3.39%,1.17%,6.03%,-3.39%
2017-09-07,MCD,防禦消費,沖量,131.02102661132812,0.59%,1.03,-1.81%,-0.54%,-0.69%,4.13%,8.76%,-4.10%
2017-09-08,MCD,防禦消費,波段,130.86538696289062,0.64%,1.04,-1.75%,-0.50%,-0.07%,4.13%,7.49%,-3.98%
2017-09-22,MCD,防禦消費,誘多,130.2098846435547,0.19%,0.96,-1.40%,0.43%,4.65%,6.13%,10.28%,-3.50%
2017-09-26,MCD,防禦消費,波段,125.65400695800781,0.04%,1.09,2.29%,4.71%,6.87%,11.36%,12.94%,0.00%
2017-10-06,MCD,防禦消費,誘多,130.77523803710938,-0.13%,0.72,3.62%,4.20%,5.67%,4.46%,8.72%,0.00%
2017-10-20,MCD,防禦消費,誘多,136.26515197753906,1.01%,0.92,-0.55%,1.41%,0.25%,3.23%,5.60%,-1.78%
2017-10-23,MCD,防禦消費,沖量,133.83982849121094,1.09%,1.16,1.77%,4.12%,2.20%,6.54%,8.47%,0.00%
2017-10-24,MCD,防禦消費,波段,134.28225708007812,1.03%,1.46,1.85%,4.20%,2.70%,6.49%,8.16%,-0.18%
2017-11-03,MCD,防禦消費,誘多,138.19076538085938,1.45%,0.70,-1.81%,-1.14%,1.79%,3.91%,2.53%,-1.81%
2017-11-10,MCD,防禦消費,波段,135.6834259033203,1.32%,1.01,0.68%,2.04%,5.25%,4.06%,-3.43%,-0.46%
2017-11-17,MCD,防禦消費,誘多,136.60934448242188,0.59%,0.68,1.34%,2.97%,5.11%,4.08%,-2.99%,-4.08%
2017-12-01,MCD,防禦消費,沖量,142.49301147460938,0.87%,1.18,0.16%,0.69%,0.20%,1.22%,-9.36%,-9.09%
2017-12-04,MCD,防禦消費,波段,140.6631622314453,0.96%,1.28,1.52%,2.08%,1.08%,2.30%,-12.56%,-8.18%
2017-12-08,MCD,防禦消費,誘多,142.72384643554688,0.84%,0.89,0.53%,-1.00%,0.23%,1.72%,-10.24%,-13.83%
2017-12-15,MCD,防禦消費,沖量,143.4739227294922,0.58%,1.12,-1.52%,-0.48%,0.53%,-1.68%,-6.57%,-14.28%
2017-12-18,MCD,防禦消費,波段,143.58932495117188,0.68%,1.13,-1.67%,-0.98%,0.21%,-1.32%,-6.21%,-14.35%
2017-12-26,MCD,防禦消費,縮量黑馬,141.19064331054688,0.65%,0.84,0.70%,1.30%,2.55%,-7.19%,-8.95%,-12.89%
2017-12-27,MCD,防禦消費,誘多,142.32821655273438,0.64%,0.75,0.60%,0.42%,3.30%,-6.87%,-7.91%,-13.59%
2018-01-05,MCD,防禦消費,沖量,143.46568298339844,0.51%,1.06,-0.28%,1.24%,-5.86%,-9.70%,-6.49%,-14.27%
2018-01-08,MCD,防禦消費,波段,143.36680603027344,0.46%,1.06,-0.14%,1.66%,-5.03%,-8.79%,-5.14%,-14.21%
2018-01-12,MCD,防禦消費,誘多,143.07005310058594,0.14%,0.85,1.52%,2.42%,-5.57%,-7.44%,-5.30%,-14.04%
2018-01-23,MCD,防禦消費,波段,145.74070739746094,0.31%,1.14,-2.45%,-6.58%,-10.28%,-13.27%,-9.20%,-15.61%
2018-03-16,MCD,防禦消費,波段,134.676513671875,-0.50%,1.41,-4.55%,-2.86%,-0.45%,3.13%,3.34%,-4.55%
2018-03-27,MCD,防禦消費,誘多,130.62863159179688,-0.18%,0.74,2.70%,3.72%,-0.98%,4.29%,2.58%,-0.98%
2018-04-04,MCD,防禦消費,沖量,134.15394592285156,-0.18%,1.03,1.00%,0.05%,-0.65%,0.70%,-2.73%,-3.58%
2018-04-06,MCD,防禦消費,波段,133.7557830810547,0.19%,1.00,0.30%,-1.54%,2.34%,-0.17%,-2.10%,-3.29%
2018-04-11,MCD,防禦消費,誘多,135.48944091796875,1.24%,0.75,-0.94%,-4.53%,0.55%,-1.05%,-1.78%,-4.53%
2018-04-27,MCD,防禦消費,誘多,131.3087921142578,-0.17%,0.71,4.25%,4.48%,3.10%,5.84%,0.41%,-0.62%
2018-04-30,MCD,防禦消費,沖量,138.89039611816406,0.22%,1.09,-1.46%,-1.62%,-4.07%,0.21%,-4.50%,-6.05%
2018-05-01,MCD,防禦消費,波段,135.57235717773438,0.40%,1.22,0.81%,-0.23%,-0.99%,2.57%,-3.86%,-3.75%
2018-05-11,MCD,防禦消費,誘多,137.18988037109375,0.48%,0.55,-2.67%,-1.32%,1.30%,-2.76%,-5.05%,-5.44%
2018-05-25,MCD,防禦消費,誘多,135.38157653808594,0.10%,0.73,-1.21%,2.66%,-1.46%,-0.96%,-0.70%,-4.17%
2018-06-07,MCD,防禦消費,沖量,141.47552490234375,0.18%,1.06,-1.43%,-5.28%,-5.94%,-6.79%,-3.68%,-8.30%
2018-06-11,MCD,防禦消費,波段,138.9796142578125,0.38%,1.16,-0.13%,-4.01%,-3.53%,-5.14%,-1.34%,-6.66%
2018-06-14,MCD,防禦消費,誘多,139.44708251953125,0.54%,0.89,-3.90%,-6.42%,-5.11%,-5.73%,-0.57%,-6.97%
2018-06-25,MCD,防禦消費,波段,133.40338134765625,0.11%,1.34,-1.84%,0.51%,-1.17%,-2.36%,0.23%,-2.75%
2018-07-03,MCD,防禦消費,誘多,130.62362670898438,-0.45%,0.92,1.37%,0.93%,0.28%,2.17%,7.09%,-0.68%
2018-08-02,MCD,防禦消費,波段,129.73045349121094,-0.43%,1.17,2.50%,4.07%,4.76%,4.14%,12.23%,0.00%
2018-08-08,MCD,防禦消費,誘多,132.6604461669922,-0.01%,0.93,0.60%,1.03%,3.68%,1.81%,10.73%,-0.49%
2018-08-22,MCD,防禦消費,誘多,134.02110290527344,0.31%,0.67,1.59%,2.62%,0.77%,3.91%,15.05%,-1.12%
2018-09-06,MCD,防禦消費,誘多,137.5372772216797,0.78%,0.91,-0.82%,-1.80%,1.26%,1.87%,15.84%,-3.65%
2018-09-17,MCD,防禦消費,波段,132.83343505859375,0.65%,1.09,3.27%,5.39%,3.50%,9.54%,16.74%,-0.23%
2018-10-01,MCD,防禦消費,波段,139.9984130859375,0.89%,1.02,0.66%,-1.80%,3.94%,10.62%,6.07%,-2.22%
2018-10-05,MCD,防禦消費,誘多,139.91444396972656,0.65%,0.94,-1.65%,0.55%,6.11%,12.62%,5.65%,-2.16%
2018-10-15,MCD,防禦消費,波段,137.47850036621094,0.27%,1.24,1.81%,5.84%,12.65%,12.81%,12.11%,0.00%
2018-10-29,MCD,防禦消費,波段,145.5086212158203,1.70%,1.84,4.13%,6.43%,6.58%,6.57%,6.64%,-1.10%
2018-11-12,MCD,防禦消費,誘多,154.86590576171875,2.18%,0.97,1.27%,0.14%,0.13%,-4.11%,-4.90%,-7.07%
2018-11-23,MCD,防禦消費,縮量黑馬,152.81639099121094,2.22%,0.82,4.26%,2.12%,-5.83%,-0.29%,1.30%,-5.83%
2018-11-27,MCD,防禦消費,誘多,155.08432006835938,1.92%,0.75,0.84%,-0.01%,-4.24%,-0.61%,-0.16%,-7.20%
2018-11-30,MCD,防禦消費,沖量,159.31991577148438,1.59%,1.01,-2.05%,-4.10%,-6.60%,-4.86%,-1.21%,-9.67%
2018-12-03,MCD,防禦消費,波段,156.6661376953125,1.51%,1.03,-0.96%,-3.05%,-5.65%,-2.30%,-1.96%,-8.14%
2018-12-12,MCD,防禦消費,誘多,155.06878662109375,0.84%,0.83,-2.35%,-4.23%,-0.60%,0.07%,-0.27%,-7.19%
2019-01-15,MCD,防禦消費,誘多,152.98971557617188,-0.46%,0.66,2.80%,0.41%,-3.80%,2.20%,5.01%,-3.89%
2019-01-30,MCD,防禦消費,沖量,153.6235809326172,0.70%,1.34,-3.08%,-4.19%,1.78%,1.17%,9.30%,-4.29%
2019-01-31,MCD,防禦消費,波段,151.09658813476562,0.74%,1.68,-1.96%,-1.63%,4.17%,4.32%,10.96%,-2.69%
2019-02-14,MCD,防禦消費,波段,148.63717651367188,-0.47%,1.09,4.15%,5.89%,6.05%,8.66%,13.89%,0.00%
2019-02-25,MCD,防禦消費,誘多,154.33349609375,0.07%,0.95,-0.48%,-0.21%,2.35%,4.63%,10.13%,-1.08%
2019-03-06,MCD,防禦消費,縮量黑馬,154.82276916503906,-0.10%,0.85,0.02%,1.62%,3.47%,5.26%,9.56%,-1.39%
2019-03-11,MCD,防禦消費,誘多,154.01475524902344,0.16%,0.70,1.58%,2.56%,4.84%,7.83%,11.17%,0.00%
2019-03-20,MCD,防禦消費,沖量,157.32339477539062,1.14%,1.04,1.37%,1.83%,3.59%,5.21%,11.64%,0.00%
2019-03-21,MCD,防禦消費,波段,158.51409912109375,1.27%,1.09,1.62%,1.88%,4.58%,5.98%,10.00%,-0.35%
2019-03-25,MCD,防禦消費,誘多,157.96128845214844,1.20%,0.89,1.44%,2.22%,5.14%,6.63%,10.78%,0.00%
2019-04-08,MCD,防禦消費,誘多,161.4739990234375,0.73%,0.64,1.05%,2.85%,4.31%,5.26%,12.75%,-0.51%
2019-04-11,MCD,防禦消費,縮量黑馬,160.6489715576172,0.85%,0.63,3.19%,4.52%,5.88%,4.71%,12.95%,0.00%
2019-04-23,MCD,防禦消費,誘多,166.07533264160156,1.10%,0.60,1.18%,1.42%,2.35%,3.09%,11.22%,-0.56%
2019-04-30,MCD,防禦消費,沖量,168.0400848388672,1.28%,1.09,0.24%,0.22%,-0.78%,4.33%,9.17%,-1.72%
2019-05-01,MCD,防禦消費,波段,165.1482391357422,1.11%,1.16,1.99%,2.52%,2.61%,5.93%,11.68%,0.00%
2019-05-07,MCD,防禦消費,誘多,168.43984985351562,0.85%,0.98,-0.02%,0.91%,1.65%,3.89%,7.30%,-1.02%
2019-05-21,MCD,防禦消費,誘多,169.97080993652344,0.93%,0.82,-1.91%,0.73%,2.96%,7.11%,9.86%,-1.91%
2019-05-29,MCD,防禦消費,波段,166.72178649902344,0.45%,1.04,2.69%,5.16%,4.96%,9.14%,12.63%,0.00%
2019-06-12,MCD,防禦消費,波段,175.3207550048828,0.82%,1.39,-0.19%,-0.19%,3.79%,4.64%,7.94%,-0.55%
2019-06-17,MCD,防禦消費,誘多,174.36257934570312,0.70%,0.98,0.05%,1.22%,4.86%,4.19%,3.68%,0.00%
2019-06-21,MCD,防禦消費,沖量,174.74755859375,0.64%,1.00,1.66%,3.87%,5.26%,3.03%,3.28%,-0.17%
2019-06-26,MCD,防禦消費,波段,174.99566650390625,0.64%,1.04,4.04%,3.98%,4.84%,6.58%,2.91%,0.00%
2019-07-03,MCD,防禦消費,誘多,182.062255859375,1.17%,0.99,-0.06%,1.46%,-0.73%,2.57%,0.69%,-2.03%
2019-07-18,MCD,防禦消費,誘多,184.71435546875,1.02%,0.77,-0.68%,-2.16%,1.09%,2.14%,-2.68%,-3.96%
2019-07-25,MCD,防禦消費,沖量,183.45672607421875,0.91%,1.07,-1.49%,1.66%,2.35%,3.15%,-2.26%,-3.30%
2019-07-26,MCD,防禦消費,波段,184.43202209472656,0.93%,1.22,-0.51%,2.58%,-0.43%,1.31%,-2.14%,-3.81%
2019-08-09,MCD,防禦消費,波段,189.19720458984375,0.62%,1.22,-1.21%,-2.93%,-1.24%,-3.84%,-14.24%,-12.82%
2019-08-19,MCD,防禦消費,誘多,187.1696319580078,0.50%,0.95,-0.85%,-0.23%,-3.57%,-3.96%,-11.19%,-13.31%
2019-08-27,MCD,防禦消費,縮量黑馬,184.8341064453125,0.28%,0.88,1.67%,-2.19%,-1.06%,-0.97%,-9.67%,-12.22%
2019-09-03,MCD,防禦消費,誘多,186.74026489257812,0.37%,0.91,-3.43%,-3.35%,-3.74%,-4.56%,-10.65%,-13.11%
2019-09-10,MCD,防禦消費,波段,180.33291625976562,0.58%,1.13,0.08%,1.12%,0.68%,-4.96%,-6.74%,-10.02%
2019-09-30,MCD,防禦消費,誘多,184.65895080566406,-0.40%,0.91,-1.30%,-2.95%,-10.68%,-10.28%,-7.82%,-12.13%
2019-10-01,MCD,防禦消費,波段,179.76536560058594,-0.42%,1.01,1.00%,-0.86%,-7.85%,-7.53%,-5.12%,-9.74%
2019-10-18,MCD,防禦消費,波段,179.318115234375,-0.38%,1.06,-6.66%,-6.98%,-6.97%,-5.79%,1.25%,-9.52%
2019-12-03,MCD,防禦消費,誘多,167.1551513671875,-0.08%,0.85,0.95%,1.76%,3.97%,9.18%,5.54%,0.00%
2019-12-17,MCD,防禦消費,誘多,170.09803771972656,0.48%,0.73,0.08%,2.17%,7.29%,8.88%,-23.70%,-12.89%
2019-12-20,MCD,防禦消費,沖量,170.63461303710938,0.45%,1.03,-0.12%,2.78%,7.25%,8.74%,-23.69%,-29.92%
2020-01-02,MCD,防禦消費,誘多,173.7938995361328,0.65%,0.61,3.77%,5.01%,6.56%,8.12%,-15.74%,-31.29%
2020-01-09,MCD,防禦消費,沖量,180.3374786376953,0.99%,1.10,1.20%,1.39%,1.56%,2.48%,-14.50%,-33.79%
2020-01-16,MCD,防禦消費,誘多,182.50132751464844,1.38%,0.68,0.18%,1.48%,2.96%,-3.34%,-12.19%,-34.57%
2020-01-29,MCD,防禦消費,沖量,185.60870361328125,1.47%,1.05,-0.03%,1.41%,-6.27%,-20.17%,-13.65%,-35.67%
2020-01-31,MCD,防禦消費,波段,185.20187377929688,1.60%,1.18,-1.10%,1.46%,-4.74%,-29.92%,-12.56%,-35.52%
2020-02-07,MCD,防禦消費,縮量黑馬,183.15916442871094,1.51%,0.93,2.59%,0.90%,-11.14%,-34.81%,-14.77%,-34.81%
2020-02-11,MCD,防禦消費,誘多,186.7252655029297,1.34%,0.82,-0.05%,-2.61%,-12.19%,-23.98%,-15.52%,-36.05%
2020-02-25,MCD,防禦消費,波段,183.5833282470703,0.48%,1.07,-5.35%,-5.18%,-23.17%,-16.70%,-12.66%,-34.96%
2020-04-20,MCD,防禦消費,誘多,158.21119689941406,-0.32%,0.92,2.33%,0.12%,-1.00%,3.96%,6.28%,-4.86%
2020-05-07,MCD,防禦消費,縮量黑馬,157.74957275390625,1.78%,0.63,-3.15%,2.19%,9.58%,3.69%,8.05%,-4.58%
2020-05-08,MCD,防禦消費,誘多,157.84536743164062,1.88%,0.62,-4.09%,1.75%,12.56%,4.13%,10.74%,-4.64%
2020-05-22,MCD,防禦消費,誘多,160.61502075195312,0.12%,0.61,2.30%,10.62%,2.33%,1.44%,14.81%,-1.88%
2020-06-08,MCD,防禦消費,誘多,177.67825317382812,1.11%,0.71,-6.49%,-7.50%,-8.30%,-4.77%,5.57%,-11.31%
2020-06-29,MCD,防禦消費,縮量黑馬,160.2742919921875,0.20%,0.83,1.65%,4.33%,7.35%,12.14%,18.29%,0.00%
2020-06-30,MCD,防禦消費,誘多,161.73854064941406,0.05%,0.85,0.75%,3.96%,6.36%,11.68%,17.84%,-0.52%
2020-07-20,MCD,防禦消費,誘多,167.99871826171875,-0.39%,0.76,5.03%,1.46%,8.90%,12.09%,19.35%,0.00%
2020-07-28,MCD,防禦消費,沖量,172.0581817626953,1.02%,1.03,1.59%,4.46%,8.36%,10.56%,16.96%,-1.00%
2020-07-30,MCD,防禦消費,波段,171.3304443359375,1.14%,1.03,3.98%,5.67%,8.59%,12.21%,17.73%,-0.58%
2020-08-04,MCD,防禦消費,誘多,174.79368591308594,1.34%,0.88,2.83%,5.50%,7.31%,13.43%,8.32%,-0.05%
2020-08-18,MCD,防禦消費,誘多,184.40318298339844,2.21%,0.69,1.11%,1.72%,7.51%,4.97%,4.27%,-0.39%
2020-09-01,MCD,防禦消費,誘多,187.57211303710938,1.52%,0.92,1.42%,5.70%,3.20%,7.02%,3.13%,-0.45%
2020-09-02,MCD,防禦消費,沖量,190.6940460205078,1.63%,1.03,0.47%,2.94%,1.55%,6.20%,0.97%,-2.08%
2020-09-03,MCD,防禦消費,波段,188.551025390625,1.73%,1.02,1.96%,3.03%,4.15%,7.28%,2.31%,-0.97%
2020-09-18,MCD,防禦消費,波段,194.2569580078125,1.72%,1.05,-0.95%,1.09%,4.13%,-3.30%,-3.22%,-5.12%
2020-09-24,MCD,防禦消費,縮量黑馬,190.59703063964844,0.90%,0.92,1.61%,4.48%,6.03%,0.09%,0.11%,-3.30%
