ticker,signal,date,close,drawdown_60,drawdown_252,above_ma50,above_ma200,ret_3d_before,ret_5d_before,vol_20,vol_60,ret_5d,ret_10d,ret_20d,ret_30d,ret_60d,max_adverse_60d
QQQ,C_過度波動禁止型,2022-06-13,268.2518005371094,-25.80%,-31.66%,False,False,-10.48%,-10.35%,38.87%,36.52%,2.25%,3.15%,3.92%,11.62%,9.33%,-1.46%
QQQ,B_趨勢回踩型,2023-02-09,295.63897705078125,-3.22%,-18.23%,True,True,-0.63%,-3.22%,26.50%,25.16%,0.54%,-3.26%,-4.35%,3.21%,7.46%,-4.35%
QQQ,B_趨勢回踩型,2023-02-27,288.053955078125,-5.70%,-20.33%,True,True,-0.11%,-2.40%,26.69%,25.66%,2.07%,-1.11%,5.20%,7.61%,13.59%,-1.83%
QQQ,B_趨勢回踩型,2023-03-14,291.4151916503906,-4.60%,-19.40%,True,True,1.61%,0.35%,20.85%,24.38%,4.52%,3.44%,5.43%,5.04%,18.94%,0.00%
QQQ,B_趨勢回踩型,2023-04-25,304.2528381347656,-3.41%,-6.39%,True,True,-1.99%,-2.78%,15.51%,20.98%,3.03%,3.76%,7.54%,12.53%,21.34%,0.00%
QQQ,B_趨勢回踩型,2023-06-26,351.5418395996094,-3.27%,-3.27%,True,True,-1.17%,-2.65%,17.80%,16.77%,3.53%,2.93%,5.90%,4.00%,2.07%,0.00%
QQQ,B_趨勢回踩型,2023-08-03,367.3753662109375,-3.10%,-3.10%,True,True,-2.58%,-0.75%,16.48%,16.45%,-1.39%,-4.07%,1.12%,-0.80%,-7.49%,-7.93%
QQQ,B_趨勢回踩型,2023-08-18,351.9840393066406,-7.16%,-7.16%,False,True,-2.26%,-2.21%,14.47%,16.70%,1.64%,5.43%,3.65%,1.02%,5.48%,-3.90%
QQQ,B_趨勢回踩型,2023-09-07,365.6750183105469,-3.55%,-3.55%,False,True,-1.46%,-1.27%,17.24%,16.12%,1.40%,-3.68%,-3.45%,-3.11%,4.96%,-7.50%
QQQ,B_趨勢回踩型,2023-09-22,352.2770690917969,-7.08%,-7.08%,False,True,-3.23%,-3.34%,16.08%,16.13%,0.10%,1.90%,-0.92%,2.74%,13.97%,-3.98%
QQQ,B_趨勢回踩型,2023-10-09,360.7909240722656,-4.83%,-4.83%,False,True,1.89%,1.47%,17.15%,16.65%,0.78%,-2.97%,0.72%,6.60%,8.38%,-6.25%
QQQ,B_趨勢回踩型,2023-10-24,353.47784423828125,-6.05%,-6.76%,False,True,-0.23%,-2.46%,15.96%,16.44%,-2.30%,3.78%,8.17%,7.22%,17.73%,-4.31%
QQQ,B_趨勢回踩型,2024-01-03,393.0506896972656,-3.20%,-3.20%,True,True,-3.15%,-3.00%,13.64%,15.57%,2.55%,3.68%,5.91%,9.08%,11.85%,-0.51%
QQQ,B_趨勢回踩型,2024-04-15,425.9093017578125,-3.43%,-3.43%,False,True,-1.67%,-2.17%,14.68%,16.30%,-2.84%,0.39%,2.79%,6.64%,14.30%,-3.81%
QQQ,B_趨勢回踩型,2024-04-30,419.5165710449219,-4.88%,-4.88%,False,True,0.03%,-0.11%,19.13%,16.53%,3.70%,5.03%,7.50%,11.67%,9.21%,-0.72%
QQQ,B_趨勢回踩型,2024-07-17,476.76995849609375,-4.21%,-4.21%,True,True,-2.64%,-4.21%,17.03%,14.66%,-3.82%,-2.22%,-3.95%,-2.16%,2.39%,-9.76%
QQQ,B_趨勢回踩型,2024-08-01,454.8894348144531,-8.61%,-8.61%,False,True,-0.91%,0.30%,25.52%,17.52%,-2.52%,3.21%,2.39%,3.41%,7.91%,-5.41%
QQQ,A_回撤反彈型,2024-08-09,445.7354431152344,-10.45%,-10.45%,False,True,2.48%,0.37%,29.56%,20.45%,5.47%,6.57%,0.90%,7.40%,8.06%,-0.38%
QQQ,B_趨勢回踩型,2024-08-16,470.099853515625,-5.55%,-5.55%,True,True,2.69%,5.47%,31.09%,21.39%,1.05%,0.26%,-0.38%,2.89%,8.32%,-5.54%
QQQ,B_趨勢回踩型,2024-09-03,457.0171203613281,-8.18%,-8.18%,False,True,-2.02%,-2.85%,23.35%,22.53%,-0.68%,2.53%,4.36%,6.44%,10.44%,-2.84%
QQQ,B_趨勢回踩型,2024-09-18,466.5471496582031,-6.27%,-6.27%,True,True,-0.82%,0.60%,20.85%,23.43%,3.20%,2.37%,4.28%,5.44%,11.84%,0.00%
QQQ,B_趨勢回踩型,2024-10-31,479.5012512207031,-3.26%,-3.66%,True,True,-2.33%,-1.72%,16.14%,18.96%,6.14%,5.13%,5.35%,9.65%,8.28%,0.00%
QQQ,B_趨勢回踩型,2024-11-15,492.10693359375,-3.42%,-3.42%,True,True,-3.19%,-3.42%,19.82%,18.19%,1.86%,3.77%,8.38%,3.12%,8.55%,0.00%
QQQ,B_趨勢回踩型,2024-12-18,511.8280334472656,-4.03%,-4.03%,True,True,-2.65%,-2.54%,18.36%,16.91%,2.71%,0.57%,1.78%,1.71%,-6.74%,-9.17%
QQQ,B_趨勢回踩型,2025-01-07,511.37286376953125,-4.12%,-4.12%,True,True,0.97%,-0.08%,21.63%,17.79%,0.30%,3.39%,2.80%,2.12%,-17.83%,-12.39%
QQQ,B_趨勢回踩型,2025-01-27,510.41015625,-4.30%,-4.30%,False,True,-3.25%,-1.44%,20.95%,19.59%,0.76%,2.92%,-0.17%,-8.29%,-11.47%,-18.97%
QQQ,B_趨勢回踩型,2025-02-24,516.0281982421875,-3.64%,-3.64%,False,True,-3.64%,-3.40%,18.09%,18.37%,-4.39%,-9.07%,-5.48%,-18.38%,0.23%,-19.85%
QQQ,A_回撤反彈型,2025-03-25,490.54388427734375,-8.40%,-8.40%,False,True,3.12%,4.14%,28.27%,21.83%,-4.21%,-15.69%,-7.88%,-2.06%,6.76%,-15.69%
QQQ,B_趨勢回踩型,2025-03-25,490.54388427734375,-8.40%,-8.40%,False,True,3.12%,4.14%,28.27%,21.83%,-4.21%,-15.69%,-7.88%,-2.06%,6.76%,-15.69%
QQQ,B_趨勢回踩型,2025-05-12,504.8488464355469,-5.73%,-5.73%,True,True,5.08%,4.51%,26.70%,40.10%,2.79%,2.63%,5.19%,6.68%,12.21%,0.00%
QQQ,B_趨勢回踩型,2025-10-10,587.3546142578125,-3.59%,-3.59%,True,True,-2.48%,-2.27%,15.61%,13.27%,2.45%,4.68%,3.43%,0.10%,5.99%,-0.65%
QQQ,B_趨勢回踩型,2025-11-06,609.4439086914062,-3.79%,-3.79%,True,True,-3.23%,-2.30%,22.21%,15.05%,-0.53%,-4.25%,2.26%,0.88%,-0.84%,-4.25%
QQQ,B_趨勢回踩型,2025-11-21,587.9224853515625,-7.19%,-7.19%,False,True,-1.05%,-3.09%,20.55%,16.76%,4.59%,5.80%,5.07%,5.89%,3.31%,0.00%
QQQ,B_趨勢回踩型,2025-12-12,611.3868408203125,-3.48%,-3.48%,True,True,-1.83%,-1.90%,17.08%,17.66%,0.56%,1.31%,2.19%,3.33%,-2.54%,-2.58%
QQQ,B_趨勢回踩型,2025-12-31,612.8628540039062,-3.25%,-3.25%,False,True,-1.54%,-1.25%,13.23%,18.38%,1.00%,1.22%,1.23%,-2.02%,-9.01%,-8.31%
QQQ,B_趨勢回踩型,2026-01-20,606.6276245117188,-4.24%,-4.24%,False,True,-1.85%,-3.05%,12.51%,16.73%,3.79%,1.39%,-0.37%,0.44%,5.46%,-8.07%
QQQ,B_趨勢回踩型,2026-02-04,604.3230590820312,-4.34%,-4.60%,False,True,-2.59%,-4.34%,15.46%,16.03%,1.22%,-0.38%,0.52%,-2.10%,11.43%,-7.72%
QQQ,B_趨勢回踩型,2026-02-20,607.3758544921875,-3.85%,-4.12%,False,True,1.25%,1.36%,17.02%,15.34%,-0.25%,-1.49%,-4.39%,-3.21%,16.09%,-8.18%
QQQ,B_趨勢回踩型,2026-03-09,606.3283081054688,-4.02%,-4.28%,False,True,-0.49%,-0.05%,16.48%,15.97%,-1.21%,-3.13%,-3.03%,6.15%,22.61%,-8.03%
QQQ,B_趨勢回踩型,2026-04-08,605.4246826171875,-4.16%,-4.43%,True,True,3.61%,5.01%,24.37%,19.47%,5.17%,8.09%,14.80%,17.66%,,0.00%
QQQ,B_趨勢回踩型,2026-06-05,704.2860107421875,-5.51%,-5.51%,True,True,-5.51%,-4.50%,23.46%,21.42%,2.31%,4.78%,,,,-1.61%
QQQ,B_趨勢回踩型,2026-06-23,713.6500244140625,-4.25%,-4.25%,True,True,-1.12%,-3.97%,32.39%,24.09%,3.19%,,,,,-1.00%
NVDA,B_趨勢回踩型,2015-10-29,0.6718129515647888,-3.45%,-3.45%,True,True,-2.74%,-2.54%,26.17%,42.35%,0.11%,9.83%,13.83%,17.82%,2.85%,-1.69%
NVDA,B_趨勢回踩型,2015-11-13,0.7232666611671448,-5.55%,-5.55%,True,True,-3.28%,-5.55%,56.17%,43.95%,5.74%,6.85%,9.71%,13.45%,-14.78%,-15.05%
NVDA,B_趨勢回踩型,2015-12-09,0.7969092726707458,-3.08%,-3.08%,True,True,-3.08%,0.65%,27.74%,38.35%,1.41%,1.07%,-9.42%,-13.12%,-2.58%,-22.90%
NVDA,B_趨勢回踩型,2016-01-04,0.7886261343955994,-4.09%,-4.09%,True,True,-3.89%,-2.41%,26.33%,37.43%,-8.31%,-15.57%,-13.31%,-14.55%,10.47%,-22.09%
NVDA,A_回撤反彈型,2016-01-25,0.6923925280570984,-15.79%,-15.79%,False,True,3.42%,4.83%,34.81%,41.24%,3.10%,-11.26%,11.19%,12.12%,28.72%,-11.26%
NVDA,B_趨勢回踩型,2016-01-26,0.6992142796516418,-14.96%,-14.96%,False,True,3.24%,5.01%,35.15%,41.26%,-2.23%,-11.18%,10.87%,10.96%,27.33%,-12.13%
NVDA,C_過度波動禁止型,2016-02-08,0.6144315004348755,-25.27%,-25.27%,False,True,-10.57%,-13.92%,43.69%,34.22%,7.02%,25.30%,26.35%,34.71%,38.33%,0.00%
NVDA,A_回撤反彈型,2016-02-16,0.6575537323951721,-20.03%,-20.03%,False,True,6.13%,7.02%,42.81%,35.64%,17.08%,21.78%,19.51%,32.98%,34.09%,0.00%
NVDA,B_趨勢回踩型,2016-02-18,0.7318605184555054,-10.99%,-10.99%,True,True,16.75%,18.13%,53.08%,39.92%,6.16%,9.08%,9.65%,20.78%,36.92%,0.00%
NVDA,B_趨勢回踩型,2016-03-04,0.795900285243988,-3.00%,-3.20%,True,True,-0.61%,3.12%,50.68%,39.91%,-1.01%,3.87%,9.98%,13.58%,43.91%,-2.67%
NVDA,B_趨勢回踩型,2016-04-29,0.868766188621521,-4.77%,-4.77%,True,True,-2.60%,-2.04%,20.32%,33.50%,-0.56%,15.34%,29.52%,32.03%,59.80%,-2.17%
NVDA,B_趨勢回踩型,2016-06-24,1.1210767030715942,-5.69%,-5.69%,True,True,-3.26%,-2.12%,30.12%,39.34%,2.03%,13.75%,21.76%,28.45%,38.22%,-1.07%
NVDA,B_趨勢回踩型,2016-09-09,1.4618284702301025,-5.75%,-5.75%,True,True,-5.70%,-5.75%,33.07%,29.17%,5.58%,9.12%,12.32%,13.47%,54.60%,0.00%
NVDA,B_趨勢回踩型,2016-10-11,1.624172568321228,-3.49%,-3.49%,True,True,-1.80%,-3.18%,23.44%,26.45%,0.73%,8.68%,7.61%,41.61%,56.14%,-1.18%
NVDA,B_趨勢回踩型,2016-11-01,1.6958885192871094,-4.31%,-4.31%,True,True,-2.31%,-3.92%,26.56%,28.02%,3.06%,24.82%,33.73%,39.89%,59.57%,-2.14%
NVDA,B_趨勢回踩型,2016-12-01,2.1556873321533203,-6.92%,-6.92%,True,True,-6.87%,-6.74%,114.81%,69.68%,6.66%,12.63%,21.79%,15.37%,17.43%,0.00%
NVDA,B_趨勢回踩型,2016-12-28,2.687229871749878,-6.88%,-6.88%,True,True,2.00%,3.88%,52.31%,72.71%,-6.87%,-5.32%,2.31%,4.00%,-0.79%,-10.49%
NVDA,A_回撤反彈型,2017-01-09,2.638773202896118,-8.56%,-8.56%,True,True,2.77%,0.51%,55.30%,74.57%,-5.75%,0.05%,11.05%,3.37%,-6.64%,-8.84%
NVDA,B_趨勢回踩型,2017-01-13,2.544074773788452,-11.84%,-11.84%,True,True,-2.86%,0.32%,51.20%,74.72%,1.60%,6.37%,4.79%,-1.76%,-5.01%,-5.45%
NVDA,A_回撤反彈型,2017-01-25,2.651317834854126,-8.12%,-8.12%,True,True,3.63%,4.70%,50.28%,74.44%,5.71%,10.04%,-6.65%,-8.47%,-5.55%,-11.30%
NVDA,B_趨勢回踩型,2017-01-31,2.685507297515869,-6.94%,-6.94%,True,True,-0.43%,1.72%,33.35%,74.25%,9.11%,-0.37%,-5.73%,-5.95%,-3.12%,-12.43%
NVDA,B_趨勢回踩型,2017-02-15,2.6810810565948486,-8.50%,-8.50%,True,True,-4.07%,-8.10%,32.72%,40.55%,-7.69%,-9.06%,-4.64%,0.49%,17.48%,-12.28%
NVDA,A_回撤反彈型,2017-03-10,2.4411380290985107,-16.69%,-16.69%,False,True,0.38%,0.70%,44.92%,44.43%,7.01%,8.42%,1.22%,3.86%,48.80%,-3.66%
NVDA,B_趨勢回踩型,2017-03-13,2.508373737335205,-14.40%,-14.40%,False,True,3.34%,4.28%,46.14%,44.62%,7.46%,6.28%,-4.01%,2.84%,46.57%,-6.24%
NVDA,A_回撤反彈型,2017-03-28,2.652200698852539,-9.49%,-9.49%,True,True,0.56%,1.68%,27.44%,38.13%,-6.42%,-8.89%,-3.41%,12.63%,47.22%,-11.33%
NVDA,B_趨勢回踩型,2017-03-28,2.652200698852539,-9.49%,-9.49%,True,True,0.56%,1.68%,27.44%,38.13%,-6.42%,-8.89%,-3.41%,12.63%,47.22%,-11.33%
NVDA,A_回撤反彈型,2017-04-18,2.4453256130218506,-16.55%,-16.55%,False,True,2.03%,1.55%,35.11%,37.82%,5.49%,4.22%,37.79%,45.54%,61.95%,0.00%
NVDA,B_趨勢回踩型,2017-04-20,2.493842601776123,-14.89%,-14.89%,False,True,2.05%,4.06%,33.26%,37.64%,4.33%,2.56%,31.41%,42.00%,62.38%,0.00%
NVDA,B_趨勢回踩型,2017-05-05,2.557874917984009,-10.65%,-12.71%,True,True,0.37%,-0.42%,26.32%,36.56%,23.14%,31.08%,42.66%,51.63%,58.54%,-1.05%
NVDA,B_趨勢回踩型,2017-06-09,3.6882452964782715,-6.46%,-6.46%,True,True,1.53%,4.15%,52.20%,53.52%,1.35%,2.83%,2.74%,11.06%,11.00%,-6.86%
NVDA,B_趨勢回踩型,2017-06-26,3.751112699508667,-4.87%,-4.87%,True,True,-4.59%,-3.29%,42.33%,53.42%,-8.43%,2.45%,8.68%,11.93%,22.25%,-8.43%
NVDA,A_回撤反彈型,2017-07-07,3.6182286739349365,-8.24%,-8.24%,True,True,5.33%,0.05%,41.69%,53.31%,12.39%,14.54%,13.93%,10.04%,22.08%,0.00%
NVDA,B_趨勢回踩型,2017-07-27,3.9875471591949463,-3.78%,-3.78%,True,True,-2.65%,-3.44%,37.32%,53.97%,2.93%,1.85%,2.22%,1.29%,21.85%,-3.57%
NVDA,B_趨勢回踩型,2017-08-11,3.8450448513031006,-9.51%,-9.51%,False,True,-8.42%,-6.73%,33.03%,39.57%,3.55%,5.13%,8.46%,9.74%,34.53%,0.00%
NVDA,B_趨勢回踩型,2017-08-28,4.070759296417236,-4.20%,-4.20%,True,True,-0.50%,3.75%,43.80%,41.90%,0.57%,2.81%,4.24%,14.52%,30.96%,-0.78%
NVDA,B_趨勢回踩型,2017-09-21,4.460390090942383,-3.62%,-3.62%,True,True,-3.62%,6.71%,34.51%,38.81%,-2.81%,0.01%,9.43%,13.93%,6.05%,-5.40%
NVDA,B_趨勢回踩型,2017-10-06,4.473714351654053,-3.33%,-3.33%,True,True,1.08%,1.42%,36.52%,35.39%,7.33%,8.60%,15.11%,16.58%,17.27%,0.00%
NVDA,B_趨勢回踩型,2017-11-09,5.066425800323486,-3.16%,-3.16%,True,True,-2.06%,-0.30%,21.38%,27.60%,3.06%,5.74%,-6.67%,-4.83%,11.51%,-9.26%
NVDA,B_趨勢回踩型,2017-11-29,4.850178241729736,-9.47%,-9.47%,False,True,-9.47%,-9.02%,35.89%,32.04%,-3.65%,-5.21%,0.50%,13.52%,25.35%,-5.21%
NVDA,A_回撤反彈型,2017-12-11,4.806719779968262,-10.28%,-10.28%,False,True,2.85%,4.29%,36.53%,31.62%,1.66%,1.43%,14.91%,21.42%,26.11%,-4.36%
NVDA,B_趨勢回踩型,2017-12-14,4.604483127593994,-14.05%,-14.05%,False,True,-4.21%,-2.88%,36.78%,31.18%,5.05%,3.77%,18.04%,30.17%,33.48%,0.00%
NVDA,A_回撤反彈型,2017-12-27,4.868698596954346,-9.12%,-9.12%,False,True,0.65%,0.54%,39.72%,29.95%,8.33%,13.65%,23.41%,17.71%,24.07%,-1.86%
NVDA,B_趨勢回踩型,2018-01-02,4.922528266906738,-8.12%,-8.12%,False,True,1.11%,2.09%,32.71%,30.81%,11.33%,12.73%,23.30%,21.10%,16.24%,0.00%
NVDA,B_趨勢回踩型,2018-02-02,5.7662858963012695,-5.40%,-5.40%,True,True,-3.79%,-4.03%,27.41%,34.92%,-0.62%,4.42%,0.97%,3.27%,-2.67%,-8.49%
NVDA,B_趨勢回踩型,2018-02-21,5.96358060836792,-3.04%,-3.04%,True,True,-2.02%,3.82%,56.97%,44.09%,0.27%,0.20%,2.98%,-8.28%,2.63%,-11.23%
NVDA,B_趨勢回踩型,2018-03-08,5.959133148193359,-3.11%,-3.11%,True,True,2.35%,3.86%,43.28%,40.74%,3.38%,0.28%,-11.17%,-5.17%,9.88%,-11.17%
NVDA,B_趨勢回踩型,2018-03-23,5.756278991699219,-6.99%,-6.99%,False,True,-6.66%,-6.99%,33.49%,42.10%,-5.12%,-7.54%,-3.90%,6.74%,11.74%,-8.04%
NVDA,A_回撤反彈型,2018-04-05,5.469911575317383,-11.62%,-11.62%,False,True,0.15%,0.01%,50.32%,45.87%,5.97%,3.46%,5.24%,11.89%,7.08%,-3.22%
NVDA,B_趨勢回踩型,2018-04-10,5.631255149841309,-9.01%,-9.01%,False,True,2.95%,1.14%,55.09%,47.85%,4.23%,-2.94%,9.87%,6.49%,6.57%,-4.94%
NVDA,B_趨勢回踩型,2018-04-25,5.353287696838379,-13.50%,-13.50%,False,True,-5.27%,-8.34%,43.19%,48.24%,4.45%,18.06%,14.32%,21.42%,15.87%,0.00%
NVDA,A_回撤反彈型,2018-04-30,5.556883335113525,-10.21%,-10.21%,False,True,3.80%,0.46%,38.48%,48.62%,10.57%,13.54%,10.60%,16.83%,12.06%,0.00%
NVDA,B_趨勢回踩型,2018-05-15,6.067356586456299,-5.60%,-5.60%,True,True,-5.60%,-1.93%,35.64%,41.56%,-1.16%,3.09%,6.92%,-3.95%,4.50%,-3.95%
NVDA,B_趨勢回踩型,2018-06-21,6.356666564941406,-3.67%,-3.67%,True,True,-3.01%,-3.67%,19.48%,32.66%,-6.32%,-3.80%,-2.42%,-1.95%,6.60%,-8.32%
NVDA,A_回撤反彈型,2018-07-02,5.98902702331543,-9.24%,-9.24%,False,True,2.77%,1.30%,27.76%,31.64%,4.55%,4.73%,1.08%,7.92%,10.25%,-2.23%
NVDA,B_趨勢回踩型,2018-07-09,6.162337303161621,-6.62%,-6.62%,False,True,5.24%,5.21%,31.59%,29.50%,-0.42%,0.06%,1.92%,-0.57%,15.00%,-2.05%
NVDA,B_趨勢回踩型,2018-07-24,6.148988246917725,-6.82%,-6.82%,False,True,-1.32%,-1.96%,26.26%,27.36%,-1.55%,3.31%,1.85%,12.01%,-2.22%,-5.41%
NVDA,B_趨勢回踩型,2018-08-08,6.389052391052246,-3.18%,-3.18%,True,True,2.51%,4.85%,19.32%,25.40%,0.26%,1.70%,5.59%,3.10%,-15.55%,-28.13%
NVDA,B_趨勢回踩型,2018-09-06,6.7462873458862305,-3.87%,-3.87%,True,True,-2.84%,-2.07%,30.58%,28.03%,-0.51%,-2.36%,2.41%,-12.17%,-40.01%,-46.94%
NVDA,B_趨勢回踩型,2018-09-21,6.516975402832031,-7.14%,-7.14%,True,True,-2.79%,-4.70%,21.71%,25.44%,6.67%,2.43%,-13.01%,-18.42%,-44.17%,-45.45%
NVDA,B_趨勢回踩型,2018-10-08,6.574365139007568,-8.15%,-8.15%,False,True,-7.31%,-8.15%,31.26%,27.18%,-11.43%,-13.00%,-20.32%,-45.55%,-48.71%,-52.14%
NVDA,C_過度波動禁止型,2018-10-24,4.932815074920654,-31.09%,-31.09%,False,False,-12.99%,-17.96%,62.53%,42.56%,5.73%,7.21%,-27.43%,-25.90%,-25.06%,-36.21%
NVDA,C_過度波動禁止型,2018-11-08,5.095585823059082,-28.81%,-28.81%,False,False,-2.73%,-5.56%,73.68%,51.65%,-1.75%,-29.61%,-26.20%,-38.25%,-28.36%,-38.25%
NVDA,C_過度波動禁止型,2018-11-26,3.786005973815918,-47.11%,-47.11%,False,False,2.66%,-6.92%,102.50%,70.65%,11.21%,-3.08%,-12.95%,-5.01%,3.79%,-16.89%
NVDA,C_過度波動禁止型,2018-12-12,3.6870317459106445,-48.49%,-48.49%,False,False,0.87%,-5.23%,98.29%,75.00%,-6.98%,-11.91%,-0.05%,-7.31%,9.26%,-14.65%
NVDA,C_過度波動禁止型,2018-12-28,3.3094146251678467,-53.34%,-53.77%,False,False,5.17%,-1.07%,56.15%,75.69%,7.30%,12.56%,-1.53%,13.11%,32.20%,-4.23%
NVDA,C_過度波動禁止型,2019-01-15,3.7110507488250732,-37.37%,-48.15%,False,False,3.19%,7.18%,54.87%,76.29%,-0.39%,-8.33%,2.01%,3.04%,27.94%,-12.19%
NVDA,C_過度波動禁止型,2019-01-31,3.5595083236694336,-33.05%,-50.27%,False,False,4.16%,-8.93%,77.69%,76.54%,2.55%,7.50%,8.95%,18.25%,24.88%,0.00%
NVDA,C_過度波動禁止型,2019-05-28,3.5527663230895996,-25.39%,-50.37%,False,False,-5.83%,-5.55%,33.36%,37.11%,-0.12%,5.30%,5.81%,11.80%,19.60%,-6.56%
NVDA,B_趨勢回踩型,2019-07-22,4.251410007476807,-6.37%,-40.61%,True,True,0.95%,2.42%,29.27%,37.24%,2.04%,-11.98%,-0.32%,-4.08%,14.74%,-13.16%
NVDA,B_趨勢回踩型,2019-08-19,4.238009929656982,-4.41%,-40.79%,True,True,13.80%,12.76%,55.51%,42.66%,-3.12%,-3.78%,6.13%,1.99%,22.86%,-5.50%
NVDA,B_趨勢回踩型,2019-09-04,4.192028045654297,-5.45%,-41.44%,True,True,1.05%,4.40%,52.39%,42.37%,9.23%,6.65%,2.54%,15.08%,29.42%,0.00%
NVDA,B_趨勢回踩型,2019-09-19,4.3952202796936035,-4.01%,-38.60%,True,True,-1.81%,-3.98%,38.62%,42.29%,0.23%,2.47%,9.81%,13.61%,26.68%,-2.93%
NVDA,B_趨勢回踩型,2019-10-08,4.4024248123168945,-3.85%,-33.04%,True,True,-2.25%,1.86%,32.09%,42.84%,10.80%,10.37%,18.27%,17.36%,33.30%,0.00%
NVDA,B_趨勢回踩型,2019-12-02,5.20164155960083,-5.34%,-5.34%,True,True,-3.50%,-0.70%,33.95%,31.75%,1.40%,7.60%,12.45%,17.36%,29.14%,-0.76%
NVDA,B_趨勢回踩型,2020-01-27,5.971013069152832,-5.01%,-5.01%,True,True,-3.96%,-3.64%,26.13%,26.50%,0.05%,9.48%,9.10%,8.76%,19.20%,-18.19%
NVDA,B_趨勢回踩型,2020-02-21,7.310140132904053,-6.56%,-6.56%,True,True,-0.84%,8.60%,50.50%,35.08%,-8.11%,-9.48%,-29.99%,-17.01%,19.09%,-33.17%
NVDA,A_回撤反彈型,2020-03-02,6.875747203826904,-12.11%,-12.11%,True,True,3.34%,1.21%,63.33%,41.72%,-11.21%,-28.95%,-3.92%,2.72%,23.36%,-28.95%
NVDA,C_過度波動禁止型,2020-03-12,5.380359172821045,-31.22%,-31.22%,False,True,-11.87%,-20.85%,90.88%,57.52%,-1.54%,18.92%,21.56%,33.88%,62.90%,-9.20%
NVDA,A_回撤反彈型,2020-03-24,6.197947025299072,-20.77%,-20.77%,False,True,17.00%,14.69%,137.47%,85.92%,5.79%,3.95%,14.84%,19.51%,48.04%,-2.45%
NVDA,B_趨勢回踩型,2020-04-06,6.676014423370361,-14.66%,-14.66%,True,True,10.42%,1.06%,138.14%,91.75%,5.79%,0.41%,9.44%,31.23%,42.09%,-3.49%
NVDA,A_回撤反彈型,2020-04-08,6.639946937561035,-15.12%,-15.12%,True,True,9.45%,9.82%,135.80%,92.07%,10.40%,6.39%,14.20%,31.49%,47.50%,-1.50%
NVDA,B_趨勢回踩型,2020-04-22,7.117514610290527,-9.02%,-9.02%,True,True,-2.11%,1.89%,73.93%,94.51%,4.30%,4.07%,25.39%,22.60%,42.67%,-1.18%
NVDA,B_趨勢回踩型,2020-05-07,7.583144664764404,-3.07%,-3.07%,True,True,4.66%,4.31%,49.42%,94.31%,5.36%,15.13%,17.09%,21.57%,44.52%,0.00%
NVDA,B_趨勢回踩型,2020-05-26,8.673592567443848,-3.42%,-3.42%,True,True,-2.81%,-0.37%,42.51%,90.26%,1.23%,3.81%,8.45%,17.24%,39.30%,-2.65%
NVDA,B_趨勢回踩型,2020-06-11,8.75568962097168,-6.09%,-6.09%,True,True,-0.10%,0.34%,46.26%,65.82%,4.79%,7.89%,19.13%,15.90%,43.54%,0.00%
NVDA,B_趨勢回踩型,2020-06-26,9.112787246704102,-3.90%,-3.90%,True,True,-3.12%,-1.15%,38.37%,49.64%,7.47%,9.80%,13.83%,21.96%,38.08%,0.00%
NVDA,B_趨勢回踩型,2020-07-16,10.088016510009766,-3.56%,-3.56%,True,True,0.82%,-3.56%,35.91%,39.98%,-0.05%,4.73%,12.91%,24.60%,35.84%,-0.05%
NVDA,B_趨勢回踩型,2020-08-11,10.799967765808105,-4.28%,-4.28%,True,True,-4.28%,-3.36%,30.32%,35.76%,13.00%,17.51%,17.22%,11.77%,27.17%,0.00%
NVDA,B_趨勢回踩型,2020-09-03,12.959362030029297,-9.28%,-9.28%,True,True,-2.66%,3.10%,55.01%,42.88%,-6.54%,-6.35%,0.36%,6.12%,2.97%,-8.47%
NVDA,A_回撤反彈型,2020-09-14,12.816727638244629,-10.28%,-10.28%,True,True,1.24%,1.98%,65.45%,46.63%,-2.76%,1.26%,10.52%,2.09%,3.74%,-5.81%
NVDA,B_趨勢回踩型,2020-09-21,12.46325969696045,-12.75%,-12.75%,True,True,0.02%,-2.76%,62.14%,47.14%,4.14%,8.99%,7.83%,0.51%,6.77%,-3.14%
NVDA,B_趨勢回踩型,2020-10-06,13.677251815795898,-4.25%,-4.25%,True,True,0.90%,3.86%,50.29%,47.78%,3.73%,-0.66%,-5.22%,-2.29%,-4.93%,-8.75%
NVDA,B_趨勢回踩型,2020-10-21,13.466414451599121,-5.73%,-5.73%,True,True,-2.08%,-4.05%,33.91%,47.06%,-6.64%,1.99%,-0.71%,-0.92%,-3.66%,-7.33%
NVDA,B_趨勢回踩型,2020-11-09,13.5719575881958,-6.40%,-6.40%,True,True,-1.19%,8.35%,50.16%,52.33%,-0.85%,-3.60%,-2.03%,-2.56%,-0.26%,-7.43%
NVDA,B_趨勢回踩型,2020-11-24,12.901862144470215,-11.02%,-11.02%,False,True,-3.59%,-3.46%,56.39%,52.27%,4.53%,-0.18%,0.43%,2.49%,9.17%,-2.62%
NVDA,A_回撤反彈型,2020-12-01,13.332245826721191,-8.05%,-8.05%,True,True,1.17%,1.90%,49.66%,47.27%,-0.27%,-0.19%,-1.80%,-1.39%,3.40%,-5.76%
