signal,trades,gross_pnl,cost,pnl,avg_return
A_回撤反彈型,312,4.526999999999996,10.920000000000002,-6.393000000000012,0.0029019230769230754
B_趨勢回踩型,1357,69.41899999999998,47.495000000000005,21.92399999999995,0.010231245394252025
