total_capital,monthly_budget,trade_size,single_limit,eval_days,trades,total_invested,eval_total_value,eval_unrealized_pnl_proxy,eval_return_proxy,skipped_budget,skipped_limit,skipped_duplicate_layer
300.0,100.0,5.0,40.0,252,33,165.0,200.61700000000002,35.61700000000002,0.21586060606060617,0,0,514
