ticker,industry,pattern,entry_date,entry_price,rule,cost,exit_date,exit_price,hold_days,exit_reason,gross_return,net_return
MU,AI半導體,沖量,2023-11-14,76.44441986083984,trend_60d,0.002,2023-12-04,73.5915298461914,13,close_below_ma25,-3.73%,-3.93%
MU,AI半導體,誘多,2023-11-16,75.94914245605469,base_60d,0.002,2023-11-17,76.83077239990234,1,volume_weak,1.16%,0.96%
MU,AI半導體,誘多,2023-11-16,75.94914245605469,risk_30d,0.002,2024-01-02,81.675048828125,30,max_30d,7.54%,7.34%
MU,AI半導體,誘多,2023-11-16,75.94914245605469,trend_60d,0.002,2023-12-04,73.5915298461914,11,close_below_ma25,-3.10%,-3.30%
MU,AI半導體,沖量,2023-11-30,75.40430450439453,base_60d,0.002,2023-12-04,73.5915298461914,2,close_below_ma25,-2.40%,-2.60%
MU,AI半導體,沖量,2023-11-30,75.40430450439453,risk_30d,0.002,2024-01-16,83.92671966552734,30,max_30d,11.30%,11.10%
MU,AI半導體,沖量,2023-11-30,75.40430450439453,trend_60d,0.002,2023-12-04,73.5915298461914,2,close_below_ma25,-2.40%,-2.60%
MU,AI半導體,波段,2023-12-01,75.2160873413086,base_60d,0.002,2023-12-04,73.5915298461914,1,close_below_ma25,-2.16%,-2.36%
MU,AI半導體,波段,2023-12-01,75.2160873413086,risk_30d,0.002,2024-01-17,82.60746002197266,30,max_30d,9.83%,9.63%
MU,AI半導體,波段,2023-12-01,75.2160873413086,trend_60d,0.002,2023-12-04,73.5915298461914,1,close_below_ma25,-2.16%,-2.36%
MU,AI半導體,誘多,2023-12-08,74.25521087646484,base_60d,0.002,2023-12-11,77.05860900878906,1,volume_weak,3.78%,3.58%
MU,AI半導體,誘多,2023-12-08,74.25521087646484,risk_30d,0.002,2023-12-22,85.67681884765625,10,target_reached,15.38%,15.18%
MU,AI半導體,誘多,2023-12-08,74.25521087646484,trend_60d,0.002,2024-01-02,81.675048828125,15,atr_trail,9.99%,9.79%
MU,AI半導體,沖量,2023-12-14,81.41724395751953,base_60d,0.002,2023-12-29,84.65082550048828,10,volume_weak,3.97%,3.77%
MU,AI半導體,沖量,2023-12-14,81.41724395751953,risk_30d,0.002,2024-01-30,85.4642105102539,30,max_30d,4.97%,4.77%
MU,AI半導體,沖量,2023-12-14,81.41724395751953,trend_60d,0.002,2024-01-02,81.675048828125,11,atr_trail,0.32%,0.12%
MU,AI半導體,波段,2023-12-20,77.95014953613281,base_60d,0.002,2023-12-29,84.65082550048828,6,volume_weak,8.60%,8.40%
MU,AI半導體,波段,2023-12-20,77.95014953613281,risk_30d,0.002,2024-02-05,86.27759552001953,30,max_30d,10.68%,10.48%
MU,AI半導體,波段,2023-12-20,77.95014953613281,trend_60d,0.002,2024-01-02,81.675048828125,7,atr_trail,4.78%,4.58%
MU,AI半導體,沖量,2024-01-05,82.77608489990234,base_60d,0.002,2024-01-11,82.71656799316406,4,volume_weak,-0.07%,-0.27%
MU,AI半導體,沖量,2024-01-05,82.77608489990234,risk_30d,0.002,2024-02-20,80.0582046508789,30,max_30d,-3.28%,-3.48%
MU,AI半導體,沖量,2024-01-05,82.77608489990234,trend_60d,0.002,2024-02-06,83.91678619384766,21,close_below_ma25,1.38%,1.18%
MU,AI半導體,波段,2024-01-09,82.65705871582031,base_60d,0.002,2024-01-11,82.71656799316406,2,volume_weak,0.07%,-0.13%
MU,AI半導體,波段,2024-01-09,82.65705871582031,risk_30d,0.002,2024-02-22,85.2162094116211,30,max_30d,3.10%,2.90%
MU,AI半導體,波段,2024-01-09,82.65705871582031,trend_60d,0.002,2024-02-06,83.91678619384766,19,close_below_ma25,1.52%,1.32%
MU,AI半導體,誘多,2024-01-11,82.71656036376953,base_60d,0.002,2024-01-12,81.7246322631836,1,volume_weak,-1.20%,-1.40%
MU,AI半導體,誘多,2024-01-11,82.71656036376953,risk_30d,0.002,2024-02-26,88.737548828125,30,max_30d,7.28%,7.08%
MU,AI半導體,誘多,2024-01-11,82.71656036376953,trend_60d,0.002,2024-02-06,83.91678619384766,17,close_below_ma25,1.45%,1.25%
MU,AI半導體,沖量,2024-01-22,88.51933288574219,base_60d,0.002,2024-01-31,85.05750274658203,7,volume_weak,-3.91%,-4.11%
MU,AI半導體,沖量,2024-01-22,88.51933288574219,risk_30d,0.002,2024-02-13,80.87158966064453,16,risk_stop,-8.64%,-8.84%
MU,AI半導體,沖量,2024-01-22,88.51933288574219,trend_60d,0.002,2024-02-06,83.91678619384766,11,close_below_ma25,-5.20%,-5.40%
MU,AI半導體,波段,2024-01-26,87.33894348144531,base_60d,0.002,2024-01-31,85.05750274658203,3,volume_weak,-2.61%,-2.81%
MU,AI半導體,波段,2024-01-26,87.33894348144531,risk_30d,0.002,2024-02-16,78.85798645019531,15,risk_stop,-9.71%,-9.91%
MU,AI半導體,波段,2024-01-26,87.33894348144531,trend_60d,0.002,2024-02-06,83.91678619384766,7,close_below_ma25,-3.92%,-4.12%
MU,AI半導體,縮量黑馬,2024-02-01,84.91863250732422,base_60d,0.002,2024-02-02,85.7816162109375,1,volume_weak,1.02%,0.82%
MU,AI半導體,縮量黑馬,2024-02-01,84.91863250732422,risk_30d,0.002,2024-03-07,98.18067932128906,24,target_reached,15.62%,15.42%
MU,AI半導體,縮量黑馬,2024-02-01,84.91863250732422,trend_60d,0.002,2024-02-06,83.91678619384766,3,close_below_ma25,-1.18%,-1.38%
MU,AI半導體,誘多,2024-02-02,85.78162384033203,base_60d,0.002,2024-02-05,86.27759552001953,1,volume_weak,0.58%,0.38%
MU,AI半導體,誘多,2024-02-02,85.78162384033203,risk_30d,0.002,2024-02-16,78.85798645019531,10,risk_stop,-8.07%,-8.27%
MU,AI半導體,誘多,2024-02-02,85.78162384033203,trend_60d,0.002,2024-02-06,83.91678619384766,2,close_below_ma25,-2.17%,-2.37%
MU,AI半導體,誘多,2024-02-23,85.30548095703125,base_60d,0.002,2024-04-15,120.50606536865234,35,volume_weak,41.26%,41.06%
MU,AI半導體,誘多,2024-02-23,85.30548095703125,risk_30d,0.002,2024-03-07,98.18067932128906,9,target_reached,15.09%,14.89%
MU,AI半導體,誘多,2024-02-23,85.30548095703125,trend_60d,0.002,2024-03-14,90.69163513183594,14,atr_trail,6.31%,6.11%
MU,AI半導體,沖量,2024-02-26,88.73754119873047,base_60d,0.002,2024-04-15,120.50606536865234,34,volume_weak,35.80%,35.60%
MU,AI半導體,沖量,2024-02-26,88.73754119873047,risk_30d,0.002,2024-03-21,108.96287536621094,18,target_reached,22.79%,22.59%
MU,AI半導體,沖量,2024-02-26,88.73754119873047,trend_60d,0.002,2024-03-14,90.69163513183594,13,atr_trail,2.20%,2.00%
