mode,total_capital,trade_size,single_limit,hold_days,take_profit,stop_loss,commission_bps,spread_bps,slippage_bps,round_trip_cost_bps,trades,sample_level,wins,losses,win_rate,total_invested,gross_pnl,total_cost,realized_pnl,expectancy_per_trade,profit_factor,max_drawdown_pnl,return_on_used_capital,skipped_budget,skipped_limit,skipped_risk_off,research_status
signal_research,50.0,5.0,15.0,30,0.12,0.08,10.0,15.0,10.0,70.0,1906,策略研究成熟,925,981,0.48530954879328436,9530.0,68.5925,66.71000000000004,1.8824999999999221,0.0009876705141657514,1.0050695941497014,-58.685000000000265,0.00019753410283315028,0,0,258,可做候選比較
