date,ticker,scheme,layer,threshold,action,reason,trade_size,eval_return,eval_value,total_invested,month_spend
2011-06-24,GOOGL,AI_C,L1,-25.00%,SKIP,本層已買過,0.0,0.0,0.0,75.0,0.0
2011-07-11,NVDA,AI_B,L3,-40.00%,SKIP,本層已買過,0.0,0.0,0.0,75.0,0.0
2011-07-12,AMD,AI_B,L2,-30.00%,SKIP,本層已買過,0.0,0.0,0.0,75.0,0.0
2011-07-14,NVDA,AI_C,L3,-45.00%,SKIP,本層已買過,0.0,0.0,0.0,75.0,0.0
2011-08-01,AVGO,AI_A,L1,-15.00%,SKIP,本層已買過,0.0,0.0,0.0,75.0,0.0
2011-08-04,AVGO,AI_B,L1,-20.00%,SKIP,本層已買過,0.0,0.0,0.0,75.0,0.0
2011-08-05,MRVL,AI_B,L3,-40.00%,SKIP,本層已買過,0.0,0.0,0.0,75.0,0.0
2011-08-08,AMD,AI_C,L2,-35.00%,SKIP,本層已買過,0.0,0.0,0.0,75.0,0.0
2011-08-08,AVGO,AI_A,L2,-25.00%,BUY,OK,5.0,0.39649999999999996,6.9825,80.0,5.0
2011-08-08,AMD,AI_A,L3,-35.00%,SKIP,本層已買過,0.0,0.0,0.0,80.0,5.0
2011-08-08,AVGO,AI_B,L2,-30.00%,SKIP,本層已買過,0.0,0.0,0.0,80.0,5.0
2011-08-08,TSM,AI_A,L1,-15.00%,SKIP,本層已買過,0.0,0.0,0.0,80.0,5.0
2011-08-08,AVGO,AI_C,L1,-25.00%,SKIP,本層已買過,0.0,0.0,0.0,80.0,5.0
2011-08-08,NVDA,AI_A,L4,-50.00%,SKIP,本層已買過,0.0,0.0,0.0,80.0,5.0
2011-08-08,MRVL,AI_C,L3,-45.00%,SKIP,本層已買過,0.0,0.0,0.0,80.0,5.0
2011-08-08,QQQ,ETF_A,L1,-10.00%,SKIP,本層已買過,0.0,0.0,0.0,80.0,5.0
2011-08-08,QQQ,ETF_B,L1,-15.00%,SKIP,本層已買過,0.0,0.0,0.0,80.0,5.0
2011-08-16,GOOGL,AI_A,L1,-15.00%,SKIP,本層已買過,0.0,0.0,0.0,80.0,5.0
2011-08-18,GOOGL,AI_B,L1,-20.00%,SKIP,本層已買過,0.0,0.0,0.0,80.0,5.0
2011-09-28,AVGO,AI_A,L1,-15.00%,SKIP,本層已買過,0.0,0.0,0.0,80.0,0.0
2011-09-29,AMD,AI_B,L3,-40.00%,SKIP,本層已買過,0.0,0.0,0.0,80.0,0.0
2011-09-30,AMD,AI_C,L3,-45.00%,SKIP,本層已買過,0.0,0.0,0.0,80.0,0.0
2011-09-30,QQQ,ETF_A,L1,-10.00%,SKIP,本層已買過,0.0,0.0,0.0,80.0,0.0
2011-10-03,AMD,AI_A,L4,-50.00%,BUY,OK,5.0,-0.2781,3.6094999999999997,85.0,5.0
2011-11-18,AVGO,AI_B,L1,-20.00%,SKIP,本層已買過,0.0,0.0,0.0,85.0,0.0
2011-11-23,AVGO,AI_C,L1,-25.00%,SKIP,本層已買過,0.0,0.0,0.0,85.0,0.0
2011-11-23,QQQ,ETF_A,L1,-10.00%,SKIP,本層已買過,0.0,0.0,0.0,85.0,0.0
2011-11-23,AVGO,AI_A,L2,-25.00%,SKIP,本層已買過,0.0,0.0,0.0,85.0,0.0
2012-04-24,AVGO,AI_A,L1,-15.00%,SKIP,本層已買過,0.0,0.0,0.0,85.0,0.0
2012-05-09,AVGO,AI_B,L1,-20.00%,SKIP,本層已買過,0.0,0.0,0.0,85.0,0.0
2012-05-18,QQQ,ETF_A,L1,-10.00%,SKIP,本層已買過,0.0,0.0,0.0,85.0,0.0
2012-06-01,TSM,AI_A,L1,-15.00%,SKIP,本層已買過,0.0,0.0,0.0,85.0,0.0
2012-06-12,GOOGL,AI_A,L1,-15.00%,SKIP,本層已買過,0.0,0.0,0.0,85.0,0.0
2012-08-30,AMD,AI_B,L4,-55.00%,SKIP,本層已買過,0.0,0.0,0.0,85.0,0.0
2012-09-25,AMD,AI_C,L4,-60.00%,SKIP,本層已買過,0.0,0.0,0.0,85.0,0.0
2012-10-10,AVGO,AI_A,L1,-15.00%,SKIP,本層已買過,0.0,0.0,0.0,85.0,0.0
2012-10-19,MRVL,AI_A,L4,-50.00%,BUY,OK,5.0,0.6177,8.0885,90.0,5.0
2012-11-08,GOOGL,AI_A,L1,-15.00%,SKIP,本層已買過,0.0,0.0,0.0,90.0,0.0
2012-11-08,QQQ,ETF_A,L1,-10.00%,SKIP,本層已買過,0.0,0.0,0.0,90.0,0.0
2012-11-14,MRVL,AI_B,L4,-55.00%,SKIP,本層已買過,0.0,0.0,0.0,90.0,0.0
2013-04-18,AVGO,AI_A,L1,-15.00%,SKIP,本層已買過,0.0,0.0,0.0,90.0,0.0
2013-06-24,TSM,AI_A,L1,-15.00%,SKIP,本層已買過,0.0,0.0,0.0,90.0,0.0
2013-10-01,MRVL,AI_A,L1,-15.00%,SKIP,本層已買過,0.0,0.0,0.0,90.0,0.0
2014-01-22,AMD,AI_B,L1,-20.00%,SKIP,本層已買過,0.0,0.0,0.0,90.0,0.0
2014-01-22,AMD,AI_A,L1,-15.00%,SKIP,本層已買過,0.0,0.0,0.0,90.0,0.0
2014-01-24,AMD,AI_A,L2,-25.00%,SKIP,本層已買過,0.0,0.0,0.0,90.0,0.0
2014-01-24,AMD,AI_C,L1,-25.00%,SKIP,本層已買過,0.0,0.0,0.0,90.0,0.0
2014-02-05,TSM,AI_A,L1,-15.00%,SKIP,本層已買過,0.0,0.0,0.0,90.0,0.0
2014-05-07,GOOGL,AI_A,L1,-15.00%,SKIP,本層已買過,0.0,0.0,0.0,90.0,0.0
2014-06-24,AMD,AI_A,L1,-15.00%,SKIP,本層已買過,0.0,0.0,0.0,90.0,0.0
2014-07-18,AMD,AI_A,L1,-15.00%,SKIP,本層已買過,0.0,0.0,0.0,90.0,0.0
2014-07-25,MRVL,AI_A,L1,-15.00%,SKIP,本層已買過,0.0,0.0,0.0,90.0,0.0
2014-08-07,MRVL,AI_B,L1,-20.00%,SKIP,本層已買過,0.0,0.0,0.0,90.0,0.0
2014-09-23,AMD,AI_B,L1,-20.00%,SKIP,本層已買過,0.0,0.0,0.0,90.0,0.0
2014-09-30,AMD,AI_A,L2,-25.00%,SKIP,本層已買過,0.0,0.0,0.0,90.0,0.0
2014-09-30,AMD,AI_C,L1,-25.00%,SKIP,本層已買過,0.0,0.0,0.0,90.0,0.0
2014-10-03,BTC-USD,BTC_A,L1,-20.00%,BUY,OK,5.0,-0.3603,3.1984999999999997,95.0,5.0
2014-10-04,BTC-USD,BTC_B,L1,-25.00%,SKIP,本層已買過,0.0,0.0,0.0,95.0,5.0
2014-10-09,AMD,AI_C,L2,-35.00%,SKIP,本層已買過,0.0,0.0,0.0,95.0,5.0
2014-10-09,AMD,AI_A,L3,-35.00%,SKIP,本層已買過,0.0,0.0,0.0,95.0,5.0
2014-10-09,AMD,AI_B,L2,-30.00%,SKIP,本層已買過,0.0,0.0,0.0,95.0,5.0
2014-10-10,AMD,AI_B,L3,-40.00%,SKIP,本層已買過,0.0,0.0,0.0,95.0,5.0
2014-10-10,AVGO,AI_B,L1,-20.00%,SKIP,本層已買過,0.0,0.0,0.0,95.0,5.0
2014-10-10,NVDA,AI_A,L1,-15.00%,SKIP,本層已買過,0.0,0.0,0.0,95.0,5.0
2014-10-10,AVGO,AI_A,L1,-15.00%,SKIP,本層已買過,0.0,0.0,0.0,95.0,5.0
2014-10-13,MRVL,AI_C,L1,-25.00%,SKIP,本層已買過,0.0,0.0,0.0,95.0,5.0
2014-10-13,MRVL,AI_A,L2,-25.00%,SKIP,本層已買過,0.0,0.0,0.0,95.0,5.0
2014-12-10,AMD,AI_C,L3,-45.00%,SKIP,本層已買過,0.0,0.0,0.0,95.0,0.0
2014-12-15,GOOGL,AI_A,L1,-15.00%,SKIP,本層已買過,0.0,0.0,0.0,95.0,0.0
2015-01-03,BTC-USD,BTC_A,L2,-35.00%,BUY,OK,5.0,-0.1631,4.1845,100.0,5.0
2015-01-04,BTC-USD,BTC_B,L2,-40.00%,SKIP,本層已買過,0.0,0.0,0.0,100.0,5.0
2015-01-13,BTC-USD,BTC_A,L3,-50.00%,BUY,OK,5.0,0.021099999999999997,5.105499999999999,105.0,10.0
2015-01-14,BTC-USD,BTC_B,L3,-55.00%,SKIP,本層已買過,0.0,0.0,0.0,105.0,10.0
2015-01-20,AMD,AI_A,L4,-50.00%,SKIP,本層已買過,0.0,0.0,0.0,105.0,10.0
2015-04-30,MRVL,AI_A,L1,-15.00%,SKIP,本層已買過,0.0,0.0,0.0,105.0,0.0
2015-05-22,MRVL,AI_B,L1,-20.00%,SKIP,本層已買過,0.0,0.0,0.0,105.0,0.0
2015-07-07,NVDA,AI_A,L1,-15.00%,SKIP,本層已買過,0.0,0.0,0.0,105.0,0.0
2015-07-07,AMD,AI_B,L4,-55.00%,SKIP,本層已買過,0.0,0.0,0.0,105.0,0.0
2015-07-09,AVGO,AI_A,L1,-15.00%,SKIP,本層已買過,0.0,0.0,0.0,105.0,0.0
2015-07-24,MRVL,AI_C,L1,-25.00%,SKIP,本層已買過,0.0,0.0,0.0,105.0,0.0
2015-07-24,MRVL,AI_A,L2,-25.00%,SKIP,本層已買過,0.0,0.0,0.0,105.0,0.0
2015-07-24,AMD,AI_C,L4,-60.00%,SKIP,本層已買過,0.0,0.0,0.0,105.0,0.0
2015-08-11,TSM,AI_A,L1,-15.00%,SKIP,本層已買過,0.0,0.0,0.0,105.0,0.0
2015-08-20,TSM,AI_B,L1,-20.00%,SKIP,本層已買過,0.0,0.0,0.0,105.0,0.0
2015-08-20,MRVL,AI_B,L2,-30.00%,SKIP,本層已買過,0.0,0.0,0.0,105.0,0.0
2015-08-20,AVGO,AI_B,L1,-20.00%,SKIP,本層已買過,0.0,0.0,0.0,105.0,0.0
2015-08-21,QQQ,ETF_A,L1,-10.00%,SKIP,本層已買過,0.0,0.0,0.0,105.0,0.0
2015-08-24,MRVL,AI_A,L3,-35.00%,SKIP,本層已買過,0.0,0.0,0.0,105.0,0.0
2015-08-24,AVGO,AI_C,L1,-25.00%,SKIP,本層已買過,0.0,0.0,0.0,105.0,0.0
2015-08-24,AVGO,AI_A,L2,-25.00%,SKIP,本層已買過,0.0,0.0,0.0,105.0,0.0
2015-08-24,MRVL,AI_C,L2,-35.00%,SKIP,本層已買過,0.0,0.0,0.0,105.0,0.0
2015-09-11,MRVL,AI_B,L3,-40.00%,SKIP,本層已買過,0.0,0.0,0.0,105.0,0.0
2015-09-11,MRVL,AI_C,L3,-45.00%,SKIP,本層已買過,0.0,0.0,0.0,105.0,0.0
2015-10-27,MRVL,AI_A,L4,-50.00%,SKIP,本層已買過,0.0,0.0,0.0,105.0,0.0
2016-01-08,TSM,AI_A,L1,-15.00%,SKIP,本層已買過,0.0,0.0,0.0,105.0,0.0
2016-01-13,QQQ,ETF_A,L1,-10.00%,SKIP,本層已買過,0.0,0.0,0.0,105.0,0.0
2016-01-13,AVGO,AI_A,L1,-15.00%,SKIP,本層已買過,0.0,0.0,0.0,105.0,0.0
2016-01-14,NVDA,AI_A,L1,-15.00%,SKIP,本層已買過,0.0,0.0,0.0,105.0,0.0
2016-01-15,BTC-USD,BTC_A,L1,-20.00%,SKIP,本層已買過,0.0,0.0,0.0,105.0,0.0
2016-02-05,NVDA,AI_B,L1,-20.00%,SKIP,本層已買過,0.0,0.0,0.0,105.0,0.0
2016-02-08,QQQ,ETF_B,L1,-15.00%,SKIP,本層已買過,0.0,0.0,0.0,105.0,0.0
2016-02-08,NVDA,AI_C,L1,-25.00%,SKIP,本層已買過,0.0,0.0,0.0,105.0,0.0
2016-02-08,NVDA,AI_A,L2,-25.00%,SKIP,本層已買過,0.0,0.0,0.0,105.0,0.0
2016-02-11,AVGO,AI_B,L1,-20.00%,SKIP,本層已買過,0.0,0.0,0.0,105.0,0.0
2016-06-22,BTC-USD,BTC_A,L1,-20.00%,SKIP,本層已買過,0.0,0.0,0.0,105.0,0.0
2016-06-27,QQQ,ETF_A,L1,-10.00%,SKIP,本層已買過,0.0,0.0,0.0,105.0,0.0
2016-08-02,BTC-USD,BTC_B,L1,-25.00%,SKIP,本層已買過,0.0,0.0,0.0,105.0,0.0
2016-09-08,AMD,AI_A,L1,-15.00%,SKIP,本層已買過,0.0,0.0,0.0,105.0,0.0
2016-09-09,AMD,AI_B,L1,-20.00%,SKIP,本層已買過,0.0,0.0,0.0,105.0,0.0
2016-09-13,AMD,AI_A,L2,-25.00%,SKIP,本層已買過,0.0,0.0,0.0,105.0,0.0
2016-09-13,AMD,AI_C,L1,-25.00%,SKIP,本層已買過,0.0,0.0,0.0,105.0,0.0
2016-11-10,AMD,AI_A,L1,-15.00%,SKIP,本層已買過,0.0,0.0,0.0,105.0,0.0
2017-01-06,BTC-USD,BTC_A,L1,-20.00%,SKIP,本層已買過,0.0,0.0,0.0,105.0,0.0
2017-01-11,BTC-USD,BTC_B,L1,-25.00%,SKIP,本層已買過,0.0,0.0,0.0,105.0,0.0
2017-01-17,AMD,AI_A,L1,-15.00%,SKIP,本層已買過,0.0,0.0,0.0,105.0,0.0
2017-02-23,NVDA,AI_A,L1,-15.00%,SKIP,本層已買過,0.0,0.0,0.0,105.0,0.0
2017-03-18,BTC-USD,BTC_A,L1,-20.00%,SKIP,本層已買過,0.0,0.0,0.0,105.0,0.0
2017-03-24,BTC-USD,BTC_B,L1,-25.00%,SKIP,本層已買過,0.0,0.0,0.0,105.0,0.0
2017-04-12,AMD,AI_A,L1,-15.00%,SKIP,本層已買過,0.0,0.0,0.0,105.0,0.0
2017-05-02,AMD,AI_B,L1,-20.00%,SKIP,本層已買過,0.0,0.0,0.0,105.0,0.0
2017-05-02,AMD,AI_B,L2,-30.00%,SKIP,本層已買過,0.0,0.0,0.0,105.0,0.0
2017-05-02,AMD,AI_C,L1,-25.00%,SKIP,本層已買過,0.0,0.0,0.0,105.0,0.0
2017-05-02,AMD,AI_A,L2,-25.00%,SKIP,本層已買過,0.0,0.0,0.0,105.0,0.0
2017-07-11,BTC-USD,BTC_A,L1,-20.00%,SKIP,本層已買過,0.0,0.0,0.0,105.0,0.0
2017-07-15,BTC-USD,BTC_B,L1,-25.00%,SKIP,本層已買過,0.0,0.0,0.0,105.0,0.0
2017-08-09,AMD,AI_A,L1,-15.00%,SKIP,本層已買過,0.0,0.0,0.0,105.0,0.0
2017-08-10,MRVL,AI_A,L1,-15.00%,SKIP,本層已買過,0.0,0.0,0.0,105.0,0.0
2017-08-10,AMD,AI_B,L1,-20.00%,SKIP,本層已買過,0.0,0.0,0.0,105.0,0.0
2017-09-13,BTC-USD,BTC_A,L1,-20.00%,SKIP,本層已買過,0.0,0.0,0.0,105.0,0.0
2017-09-14,BTC-USD,BTC_A,L2,-35.00%,SKIP,本層已買過,0.0,0.0,0.0,105.0,0.0
2017-09-14,BTC-USD,BTC_B,L1,-25.00%,SKIP,本層已買過,0.0,0.0,0.0,105.0,0.0
2017-10-30,AMD,AI_A,L2,-25.00%,SKIP,本層已買過,0.0,0.0,0.0,105.0,0.0
2017-10-30,AMD,AI_C,L1,-25.00%,SKIP,本層已買過,0.0,0.0,0.0,105.0,0.0
2017-11-12,BTC-USD,BTC_A,L1,-20.00%,SKIP,本層已買過,0.0,0.0,0.0,105.0,0.0
2017-12-04,AMD,AI_B,L2,-30.00%,SKIP,本層已買過,0.0,0.0,0.0,105.0,0.0
2017-12-22,BTC-USD,BTC_A,L1,-20.00%,SKIP,本層已買過,0.0,0.0,0.0,105.0,0.0
2017-12-22,BTC-USD,BTC_B,L1,-25.00%,SKIP,本層已買過,0.0,0.0,0.0,105.0,0.0
2018-01-16,BTC-USD,BTC_A,L2,-35.00%,SKIP,本層已買過,0.0,0.0,0.0,105.0,0.0
2018-01-16,BTC-USD,BTC_B,L2,-40.00%,SKIP,本層已買過,0.0,0.0,0.0,105.0,0.0
2018-02-01,BTC-USD,BTC_A,L3,-50.00%,SKIP,本層已買過,0.0,0.0,0.0,105.0,0.0
2018-02-01,AVGO,AI_A,L1,-15.00%,SKIP,本層已買過,0.0,0.0,0.0,105.0,0.0
2018-02-04,BTC-USD,BTC_B,L3,-55.00%,SKIP,本層已買過,0.0,0.0,0.0,105.0,0.0
2018-02-08,GOOGL,AI_A,L1,-15.00%,SKIP,本層已買過,0.0,0.0,0.0,105.0,0.0
2018-02-08,QQQ,ETF_A,L1,-10.00%,SKIP,本層已買過,0.0,0.0,0.0,105.0,0.0
2018-03-27,GOOGL,AI_A,L1,-15.00%,SKIP,本層已買過,0.0,0.0,0.0,105.0,0.0
2018-03-28,MRVL,AI_A,L1,-15.00%,SKIP,本層已買過,0.0,0.0,0.0,105.0,0.0
2018-04-02,AMD,AI_A,L3,-35.00%,SKIP,本層已買過,0.0,0.0,0.0,105.0,0.0
2018-04-02,AMD,AI_C,L2,-35.00%,SKIP,本層已買過,0.0,0.0,0.0,105.0,0.0
2018-04-02,QQQ,ETF_A,L1,-10.00%,SKIP,本層已買過,0.0,0.0,0.0,105.0,0.0
2018-04-05,BTC-USD,BTC_A,L4,-65.00%,BUY,OK,5.0,-0.5135000000000001,2.4324999999999997,110.0,5.0
2018-04-20,TSM,AI_A,L1,-15.00%,SKIP,本層已買過,0.0,0.0,0.0,110.0,5.0
2018-06-27,TSM,AI_B,L1,-20.00%,SKIP,本層已買過,0.0,0.0,0.0,110.0,0.0
2018-07-12,AVGO,AI_A,L1,-15.00%,SKIP,本層已買過,0.0,0.0,0.0,110.0,0.0
2018-07-12,AVGO,AI_B,L1,-20.00%,SKIP,本層已買過,0.0,0.0,0.0,110.0,0.0
2018-07-13,AVGO,AI_A,L2,-25.00%,SKIP,本層已買過,0.0,0.0,0.0,110.0,0.0
2018-07-13,AVGO,AI_C,L1,-25.00%,SKIP,本層已買過,0.0,0.0,0.0,110.0,0.0
2018-09-10,MRVL,AI_B,L1,-20.00%,SKIP,本層已買過,0.0,0.0,0.0,110.0,0.0
2018-10-04,AMD,AI_A,L1,-15.00%,SKIP,本層已買過,0.0,0.0,0.0,110.0,0.0
2018-10-10,MRVL,AI_C,L1,-25.00%,SKIP,本層已買過,0.0,0.0,0.0,110.0,0.0
2018-10-10,AMD,AI_B,L1,-20.00%,SKIP,本層已買過,0.0,0.0,0.0,110.0,0.0
