ticker,industry,pattern,date,close,ma25,vol5,vol60,above_ma200,ret_5d,ret_10d,ret_20d,ret_30d,ret_60d
SNDK,AI半導體,波段,2025-08-15,44.540000915527344,42.92959991455078,3943300.0,2764010.0,True,4.11%,17.80%,102.27%,154.83%,501.59%
SNDK,AI半導體,波段,2025-08-18,45.52000045776367,43.051199951171874,3832640.0,2776101.6666666665,True,2.77%,12.19%,101.12%,146.49%,496.62%
SNDK,AI半導體,波段,2025-08-19,44.58000183105469,43.125599975585935,3666320.0,2786235.0,True,6.21%,18.91%,110.79%,171.69%,535.04%
SNDK,AI半導體,波段,2025-08-20,44.400001525878906,43.24720001220703,3501980.0,2791133.3333333335,True,9.10%,40.77%,122.68%,179.59%,448.58%
SNDK,AI半導體,波段,2025-08-21,45.5,43.406399993896486,3152580.0,2797655.0,True,11.80%,50.66%,124.64%,182.22%,458.59%
SNDK,AI半導體,弱量續攻,2025-08-22,46.369998931884766,43.57360000610352,2090400.0,2816863.3333333335,True,13.16%,52.03%,121.95%,161.31%,473.39%
SNDK,AI半導體,弱量續攻,2025-08-25,46.779998779296875,43.78039993286133,1845680.0,2813800.0,True,9.17%,50.73%,127.45%,158.55%,423.58%
SNDK,AI半導體,弱量續攻,2025-08-26,47.349998474121094,44.01999984741211,1886660.0,2765103.3333333335,True,11.95%,56.11%,110.83%,178.52%,419.45%
SNDK,AI半導體,弱量續攻,2025-08-27,48.439998626708984,44.23759979248047,2010320.0,2773838.3333333335,True,29.03%,74.03%,94.65%,167.71%,304.54%
SNDK,AI半導體,弱量續攻,2025-08-28,50.869998931884766,44.58999969482422,2233740.0,2800928.3333333335,True,34.76%,69.31%,90.92%,129.82%,293.69%
SNDK,AI半導體,弱量續攻,2025-08-29,52.470001220703125,44.98959976196289,2637680.0,2840386.6666666665,True,34.35%,71.70%,116.31%,156.55%,332.55%
SNDK,AI半導體,弱量續攻,2025-09-02,51.06999969482422,45.35679977416992,2778740.0,2783176.6666666665,True,38.07%,79.26%,119.70%,149.25%,331.76%
