ticker,data_symbol,name,engine,scheme,layer,threshold,date,close,reference_high,reference_mode,drawdown,ma25_slope_5d,volume_ok,shrink_ok,price_near_ma25,ret_21d,ret_63d,ret_126d,ret_252d,max_adverse_252d,filter,filter_pass
BAI,BAI,BlackRock AI / AI thematic ETF candidate,主題ETF,ETF_A_10_20_30,D1,-10.00%,2026-03-06,32.70000076293945,37.2066535949707,52w_high,-12.11%,-0.74%,False,True,False,0.0629968657654727,0.39296630502481955,,,-4.68%,D_MA25,False
BAI,BAI,BlackRock AI / AI thematic ETF candidate,主題ETF,ETF_A_10_20_30,D1,-10.00%,2026-03-06,32.70000076293945,37.2066535949707,52w_high,-12.11%,-0.74%,False,True,False,0.0629968657654727,0.39296630502481955,,,-4.68%,D_VOLUME,True
BAI,BAI,BlackRock AI / AI thematic ETF candidate,主題ETF,ETF_A_10_20_30,D1,-10.00%,2026-03-06,32.70000076293945,37.2066535949707,52w_high,-12.11%,-0.74%,False,True,False,0.0629968657654727,0.39296630502481955,,,-4.68%,D_2560,False
BAI,BAI,BlackRock AI / AI thematic ETF candidate,主題ETF,ETF_A_10_20_30,D1,-10.00%,2026-06-05,45.54999923706055,51.91999816894531,52w_high,-12.27%,3.46%,True,False,False,,,,,0.00%,D_ONLY,True
BAI,BAI,BlackRock AI / AI thematic ETF candidate,主題ETF,ETF_A_10_20_30,D1,-10.00%,2026-06-05,45.54999923706055,51.91999816894531,52w_high,-12.27%,3.46%,True,False,False,,,,,0.00%,D_MA25,True
BAI,BAI,BlackRock AI / AI thematic ETF candidate,主題ETF,ETF_A_10_20_30,D1,-10.00%,2026-06-05,45.54999923706055,51.91999816894531,52w_high,-12.27%,3.46%,True,False,False,,,,,0.00%,D_VOLUME,True
BAI,BAI,BlackRock AI / AI thematic ETF candidate,主題ETF,ETF_A_10_20_30,D1,-10.00%,2026-06-05,45.54999923706055,51.91999816894531,52w_high,-12.27%,3.46%,True,False,False,,,,,0.00%,D_2560,False
BAI,BAI,BlackRock AI / AI thematic ETF candidate,主題ETF,ETF_A_10_20_30,D1,-10.00%,2026-07-02,47.0,54.22999954223633,52w_high,-13.33%,0.63%,False,False,False,,,,,-3.06%,D_ONLY,True
BAI,BAI,BlackRock AI / AI thematic ETF candidate,主題ETF,ETF_A_10_20_30,D1,-10.00%,2026-07-02,47.0,54.22999954223633,52w_high,-13.33%,0.63%,False,False,False,,,,,-3.06%,D_MA25,True
BAI,BAI,BlackRock AI / AI thematic ETF candidate,主題ETF,ETF_A_10_20_30,D1,-10.00%,2026-07-02,47.0,54.22999954223633,52w_high,-13.33%,0.63%,False,False,False,,,,,-3.06%,D_VOLUME,False
BAI,BAI,BlackRock AI / AI thematic ETF candidate,主題ETF,ETF_A_10_20_30,D1,-10.00%,2026-07-02,47.0,54.22999954223633,52w_high,-13.33%,0.63%,False,False,False,,,,,-3.06%,D_2560,False
BAI,BAI,BlackRock AI / AI thematic ETF candidate,主題ETF,ETF_B_15_25_35,D1,-15.00%,2025-04-15,20.88585090637207,28.892730712890625,52w_high,-27.71%,-2.07%,True,False,False,0.20656406215739787,0.4052029729865232,0.6431656368682181,0.9544331651994333,-6.19%,D_ONLY,True
BAI,BAI,BlackRock AI / AI thematic ETF candidate,主題ETF,ETF_B_15_25_35,D1,-15.00%,2025-04-15,20.88585090637207,28.892730712890625,52w_high,-27.71%,-2.07%,True,False,False,0.20656406215739787,0.4052029729865232,0.6431656368682181,0.9544331651994333,-6.19%,D_MA25,False
BAI,BAI,BlackRock AI / AI thematic ETF candidate,主題ETF,ETF_B_15_25_35,D1,-15.00%,2025-04-15,20.88585090637207,28.892730712890625,52w_high,-27.71%,-2.07%,True,False,False,0.20656406215739787,0.4052029729865232,0.6431656368682181,0.9544331651994333,-6.19%,D_VOLUME,True
BAI,BAI,BlackRock AI / AI thematic ETF candidate,主題ETF,ETF_B_15_25_35,D1,-15.00%,2025-04-15,20.88585090637207,28.892730712890625,52w_high,-27.71%,-2.07%,True,False,False,0.20656406215739787,0.4052029729865232,0.6431656368682181,0.9544331651994333,-6.19%,D_2560,False
BAI,BAI,BlackRock AI / AI thematic ETF candidate,主題ETF,ETF_B_15_25_35,D2,-25.00%,2025-04-15,20.88585090637207,28.892730712890625,52w_high,-27.71%,-2.07%,True,False,False,0.20656406215739787,0.4052029729865232,0.6431656368682181,0.9544331651994333,-6.19%,D_ONLY,True
BAI,BAI,BlackRock AI / AI thematic ETF candidate,主題ETF,ETF_B_15_25_35,D2,-25.00%,2025-04-15,20.88585090637207,28.892730712890625,52w_high,-27.71%,-2.07%,True,False,False,0.20656406215739787,0.4052029729865232,0.6431656368682181,0.9544331651994333,-6.19%,D_MA25,False
BAI,BAI,BlackRock AI / AI thematic ETF candidate,主題ETF,ETF_B_15_25_35,D2,-25.00%,2025-04-15,20.88585090637207,28.892730712890625,52w_high,-27.71%,-2.07%,True,False,False,0.20656406215739787,0.4052029729865232,0.6431656368682181,0.9544331651994333,-6.19%,D_VOLUME,True
BAI,BAI,BlackRock AI / AI thematic ETF candidate,主題ETF,ETF_B_15_25_35,D2,-25.00%,2025-04-15,20.88585090637207,28.892730712890625,52w_high,-27.71%,-2.07%,True,False,False,0.20656406215739787,0.4052029729865232,0.6431656368682181,0.9544331651994333,-6.19%,D_2560,False
BAI,BAI,BlackRock AI / AI thematic ETF candidate,主題ETF,ETF_B_15_25_35,D1,-15.00%,2025-11-20,31.509754180908203,37.2066535949707,52w_high,-15.31%,-0.90%,True,False,False,0.06951011326385803,0.11901851468258284,0.5868102211439992,,-1.08%,D_ONLY,True
BAI,BAI,BlackRock AI / AI thematic ETF candidate,主題ETF,ETF_B_15_25_35,D1,-15.00%,2025-11-20,31.509754180908203,37.2066535949707,52w_high,-15.31%,-0.90%,True,False,False,0.06951011326385803,0.11901851468258284,0.5868102211439992,,-1.08%,D_MA25,False
BAI,BAI,BlackRock AI / AI thematic ETF candidate,主題ETF,ETF_B_15_25_35,D1,-15.00%,2025-11-20,31.509754180908203,37.2066535949707,52w_high,-15.31%,-0.90%,True,False,False,0.06951011326385803,0.11901851468258284,0.5868102211439992,,-1.08%,D_VOLUME,True
BAI,BAI,BlackRock AI / AI thematic ETF candidate,主題ETF,ETF_B_15_25_35,D1,-15.00%,2025-11-20,31.509754180908203,37.2066535949707,52w_high,-15.31%,-0.90%,True,False,False,0.06951011326385803,0.11901851468258284,0.5868102211439992,,-1.08%,D_2560,False
BAI,BAI,BlackRock AI / AI thematic ETF candidate,主題ETF,ETF_B_15_25_35,D1,-15.00%,2026-03-30,31.170000076293945,37.2066535949707,52w_high,-16.22%,-0.84%,True,False,False,0.331729169712234,0.6913699419846595,,,0.00%,D_ONLY,True
BAI,BAI,BlackRock AI / AI thematic ETF candidate,主題ETF,ETF_B_15_25_35,D1,-15.00%,2026-03-30,31.170000076293945,37.2066535949707,52w_high,-16.22%,-0.84%,True,False,False,0.331729169712234,0.6913699419846595,,,0.00%,D_MA25,False
BAI,BAI,BlackRock AI / AI thematic ETF candidate,主題ETF,ETF_B_15_25_35,D1,-15.00%,2026-03-30,31.170000076293945,37.2066535949707,52w_high,-16.22%,-0.84%,True,False,False,0.331729169712234,0.6913699419846595,,,0.00%,D_VOLUME,True
BAI,BAI,BlackRock AI / AI thematic ETF candidate,主題ETF,ETF_B_15_25_35,D1,-15.00%,2026-03-30,31.170000076293945,37.2066535949707,52w_high,-16.22%,-0.84%,True,False,False,0.331729169712234,0.6913699419846595,,,0.00%,D_2560,False
BAI,BAI,BlackRock AI / AI thematic ETF candidate,主題ETF,ETF_B_15_25_35,D1,-15.00%,2026-07-07,45.560001373291016,54.22999954223633,52w_high,-15.99%,-0.37%,False,True,False,,,,,0.00%,D_ONLY,True
BAI,BAI,BlackRock AI / AI thematic ETF candidate,主題ETF,ETF_B_15_25_35,D1,-15.00%,2026-07-07,45.560001373291016,54.22999954223633,52w_high,-15.99%,-0.37%,False,True,False,,,,,0.00%,D_MA25,True
BAI,BAI,BlackRock AI / AI thematic ETF candidate,主題ETF,ETF_B_15_25_35,D1,-15.00%,2026-07-07,45.560001373291016,54.22999954223633,52w_high,-15.99%,-0.37%,False,True,False,,,,,0.00%,D_VOLUME,True
BAI,BAI,BlackRock AI / AI thematic ETF candidate,主題ETF,ETF_B_15_25_35,D1,-15.00%,2026-07-07,45.560001373291016,54.22999954223633,52w_high,-15.99%,-0.37%,False,True,False,,,,,0.00%,D_2560,False
UFO,UFO,Space economy ETF candidate,主題ETF,ETF_A_10_20_30,D1,-10.00%,2020-02-27,21.737098693847656,25.67241096496582,52w_high,-15.33%,-1.21%,True,False,False,-0.2766666959154126,-0.17062519194489534,-0.08147203088667576,0.2269650331242048,-38.83%,D_ONLY,True
UFO,UFO,Space economy ETF candidate,主題ETF,ETF_A_10_20_30,D1,-10.00%,2020-02-27,21.737098693847656,25.67241096496582,52w_high,-15.33%,-1.21%,True,False,False,-0.2766666959154126,-0.17062519194489534,-0.08147203088667576,0.2269650331242048,-38.83%,D_MA25,False
UFO,UFO,Space economy ETF candidate,主題ETF,ETF_A_10_20_30,D1,-10.00%,2020-02-27,21.737098693847656,25.67241096496582,52w_high,-15.33%,-1.21%,True,False,False,-0.2766666959154126,-0.17062519194489534,-0.08147203088667576,0.2269650331242048,-38.83%,D_VOLUME,True
UFO,UFO,Space economy ETF candidate,主題ETF,ETF_A_10_20_30,D1,-10.00%,2020-02-27,21.737098693847656,25.67241096496582,52w_high,-15.33%,-1.21%,True,False,False,-0.2766666959154126,-0.17062519194489534,-0.08147203088667576,0.2269650331242048,-38.83%,D_2560,False
UFO,UFO,Space economy ETF candidate,主題ETF,ETF_A_10_20_30,D2,-20.00%,2020-03-06,20.20644187927246,25.67241096496582,52w_high,-21.29%,-2.34%,True,True,False,-0.25280156352726235,-0.01904965973648276,-0.012342275034111339,0.28770506310414534,-34.20%,D_ONLY,True
UFO,UFO,Space economy ETF candidate,主題ETF,ETF_A_10_20_30,D2,-20.00%,2020-03-06,20.20644187927246,25.67241096496582,52w_high,-21.29%,-2.34%,True,True,False,-0.25280156352726235,-0.01904965973648276,-0.012342275034111339,0.28770506310414534,-34.20%,D_MA25,False
UFO,UFO,Space economy ETF candidate,主題ETF,ETF_A_10_20_30,D2,-20.00%,2020-03-06,20.20644187927246,25.67241096496582,52w_high,-21.29%,-2.34%,True,True,False,-0.25280156352726235,-0.01904965973648276,-0.012342275034111339,0.28770506310414534,-34.20%,D_VOLUME,True
UFO,UFO,Space economy ETF candidate,主題ETF,ETF_A_10_20_30,D2,-20.00%,2020-03-06,20.20644187927246,25.67241096496582,52w_high,-21.29%,-2.34%,True,True,False,-0.25280156352726235,-0.01904965973648276,-0.012342275034111339,0.28770506310414534,-34.20%,D_2560,False
UFO,UFO,Space economy ETF candidate,主題ETF,ETF_A_10_20_30,D3,-30.00%,2020-03-11,17.456701278686523,25.67241096496582,52w_high,-32.00%,-3.69%,False,True,False,-0.05001573914602597,0.12068051675096392,0.13334930010787405,0.5918705589904394,-23.84%,D_ONLY,True
UFO,UFO,Space economy ETF candidate,主題ETF,ETF_A_10_20_30,D3,-30.00%,2020-03-11,17.456701278686523,25.67241096496582,52w_high,-32.00%,-3.69%,False,True,False,-0.05001573914602597,0.12068051675096392,0.13334930010787405,0.5918705589904394,-23.84%,D_MA25,False
UFO,UFO,Space economy ETF candidate,主題ETF,ETF_A_10_20_30,D3,-30.00%,2020-03-11,17.456701278686523,25.67241096496582,52w_high,-32.00%,-3.69%,False,True,False,-0.05001573914602597,0.12068051675096392,0.13334930010787405,0.5918705589904394,-23.84%,D_VOLUME,True
UFO,UFO,Space economy ETF candidate,主題ETF,ETF_A_10_20_30,D3,-30.00%,2020-03-11,17.456701278686523,25.67241096496582,52w_high,-32.00%,-3.69%,False,True,False,-0.05001573914602597,0.12068051675096392,0.13334930010787405,0.5918705589904394,-23.84%,D_2560,False
UFO,UFO,Space economy ETF candidate,主題ETF,ETF_A_10_20_30,D1,-10.00%,2021-03-04,25.72665023803711,29.310230255126953,52w_high,-12.23%,0.81%,True,False,False,0.045735397541579736,0.07960699498686785,0.11666612545182176,-0.1141952201980787,-16.71%,D_ONLY,True
UFO,UFO,Space economy ETF candidate,主題ETF,ETF_A_10_20_30,D1,-10.00%,2021-03-04,25.72665023803711,29.310230255126953,52w_high,-12.23%,0.81%,True,False,False,0.045735397541579736,0.07960699498686785,0.11666612545182176,-0.1141952201980787,-16.71%,D_MA25,True
UFO,UFO,Space economy ETF candidate,主題ETF,ETF_A_10_20_30,D1,-10.00%,2021-03-04,25.72665023803711,29.310230255126953,52w_high,-12.23%,0.81%,True,False,False,0.045735397541579736,0.07960699498686785,0.11666612545182176,-0.1141952201980787,-16.71%,D_VOLUME,True
UFO,UFO,Space economy ETF candidate,主題ETF,ETF_A_10_20_30,D1,-10.00%,2021-03-04,25.72665023803711,29.310230255126953,52w_high,-12.23%,0.81%,True,False,False,0.045735397541579736,0.07960699498686785,0.11666612545182176,-0.1141952201980787,-16.71%,D_2560,False
UFO,UFO,Space economy ETF candidate,主題ETF,ETF_A_10_20_30,D1,-10.00%,2021-03-23,26.203237533569336,29.310230255126953,52w_high,-10.60%,-1.54%,False,True,False,0.02951599438144137,0.0858752589433589,0.05471550787837831,-0.08687445511707892,-18.22%,D_ONLY,True
UFO,UFO,Space economy ETF candidate,主題ETF,ETF_A_10_20_30,D1,-10.00%,2021-03-23,26.203237533569336,29.310230255126953,52w_high,-10.60%,-1.54%,False,True,False,0.02951599438144137,0.0858752589433589,0.05471550787837831,-0.08687445511707892,-18.22%,D_MA25,False
UFO,UFO,Space economy ETF candidate,主題ETF,ETF_A_10_20_30,D1,-10.00%,2021-03-23,26.203237533569336,29.310230255126953,52w_high,-10.60%,-1.54%,False,True,False,0.02951599438144137,0.0858752589433589,0.05471550787837831,-0.08687445511707892,-18.22%,D_VOLUME,True
UFO,UFO,Space economy ETF candidate,主題ETF,ETF_A_10_20_30,D1,-10.00%,2021-03-23,26.203237533569336,29.310230255126953,52w_high,-10.60%,-1.54%,False,True,False,0.02951599438144137,0.0858752589433589,0.05471550787837831,-0.08687445511707892,-18.22%,D_2560,False
UFO,UFO,Space economy ETF candidate,主題ETF,ETF_A_10_20_30,D1,-10.00%,2021-07-19,26.26041603088379,29.44628143310547,52w_high,-10.82%,-0.79%,True,False,False,0.027699623642352122,0.07191418432612795,-0.08393007244832063,-0.2568695239497383,-30.00%,D_ONLY,True
UFO,UFO,Space economy ETF candidate,主題ETF,ETF_A_10_20_30,D1,-10.00%,2021-07-19,26.26041603088379,29.44628143310547,52w_high,-10.82%,-0.79%,True,False,False,0.027699623642352122,0.07191418432612795,-0.08393007244832063,-0.2568695239497383,-30.00%,D_MA25,False
UFO,UFO,Space economy ETF candidate,主題ETF,ETF_A_10_20_30,D1,-10.00%,2021-07-19,26.26041603088379,29.44628143310547,52w_high,-10.82%,-0.79%,True,False,False,0.027699623642352122,0.07191418432612795,-0.08393007244832063,-0.2568695239497383,-30.00%,D_VOLUME,True
UFO,UFO,Space economy ETF candidate,主題ETF,ETF_A_10_20_30,D1,-10.00%,2021-07-19,26.26041603088379,29.44628143310547,52w_high,-10.82%,-0.79%,True,False,False,0.027699623642352122,0.07191418432612795,-0.08393007244832063,-0.2568695239497383,-30.00%,D_2560,False
UFO,UFO,Space economy ETF candidate,主題ETF,ETF_A_10_20_30,D1,-10.00%,2021-11-22,26.46384620666504,29.44628143310547,52w_high,-10.13%,-0.68%,False,True,False,-0.03896977205307195,-0.19026576258315775,-0.2470893556657211,-0.28034901280945135,-36.22%,D_ONLY,True
UFO,UFO,Space economy ETF candidate,主題ETF,ETF_A_10_20_30,D1,-10.00%,2021-11-22,26.46384620666504,29.44628143310547,52w_high,-10.13%,-0.68%,False,True,False,-0.03896977205307195,-0.19026576258315775,-0.2470893556657211,-0.28034901280945135,-36.22%,D_MA25,False
UFO,UFO,Space economy ETF candidate,主題ETF,ETF_A_10_20_30,D1,-10.00%,2021-11-22,26.46384620666504,29.44628143310547,52w_high,-10.13%,-0.68%,False,True,False,-0.03896977205307195,-0.19026576258315775,-0.2470893556657211,-0.28034901280945135,-36.22%,D_VOLUME,True
UFO,UFO,Space economy ETF candidate,主題ETF,ETF_A_10_20_30,D1,-10.00%,2021-11-22,26.46384620666504,29.44628143310547,52w_high,-10.13%,-0.68%,False,True,False,-0.03896977205307195,-0.19026576258315775,-0.2470893556657211,-0.28034901280945135,-36.22%,D_2560,False
UFO,UFO,Space economy ETF candidate,主題ETF,ETF_A_10_20_30,D2,-20.00%,2022-01-18,23.510480880737305,29.44628143310547,52w_high,-20.16%,-1.03%,False,False,False,-0.016135385071696096,-0.0019237785207081304,-0.15914231263765832,-0.16863091433307886,-28.21%,D_ONLY,True
UFO,UFO,Space economy ETF candidate,主題ETF,ETF_A_10_20_30,D2,-20.00%,2022-01-18,23.510480880737305,29.44628143310547,52w_high,-20.16%,-1.03%,False,False,False,-0.016135385071696096,-0.0019237785207081304,-0.15914231263765832,-0.16863091433307886,-28.21%,D_MA25,False
UFO,UFO,Space economy ETF candidate,主題ETF,ETF_A_10_20_30,D2,-20.00%,2022-01-18,23.510480880737305,29.44628143310547,52w_high,-20.16%,-1.03%,False,False,False,-0.016135385071696096,-0.0019237785207081304,-0.15914231263765832,-0.16863091433307886,-28.21%,D_VOLUME,False
UFO,UFO,Space economy ETF candidate,主題ETF,ETF_A_10_20_30,D2,-20.00%,2022-01-18,23.510480880737305,29.44628143310547,52w_high,-20.16%,-1.03%,False,False,False,-0.016135385071696096,-0.0019237785207081304,-0.15914231263765832,-0.16863091433307886,-28.21%,D_2560,False
UFO,UFO,Space economy ETF candidate,主題ETF,ETF_A_10_20_30,D3,-30.00%,2022-05-09,19.74742889404297,29.44628143310547,52w_high,-32.94%,-2.65%,True,False,False,0.056291303096392076,0.035397465938528105,-0.02457023530570812,-0.09667179866593778,-14.52%,D_ONLY,True
UFO,UFO,Space economy ETF candidate,主題ETF,ETF_A_10_20_30,D3,-30.00%,2022-05-09,19.74742889404297,29.44628143310547,52w_high,-32.94%,-2.65%,True,False,False,0.056291303096392076,0.035397465938528105,-0.02457023530570812,-0.09667179866593778,-14.52%,D_MA25,False
UFO,UFO,Space economy ETF candidate,主題ETF,ETF_A_10_20_30,D3,-30.00%,2022-05-09,19.74742889404297,29.44628143310547,52w_high,-32.94%,-2.65%,True,False,False,0.056291303096392076,0.035397465938528105,-0.02457023530570812,-0.09667179866593778,-14.52%,D_VOLUME,True
UFO,UFO,Space economy ETF candidate,主題ETF,ETF_A_10_20_30,D3,-30.00%,2022-05-09,19.74742889404297,29.44628143310547,52w_high,-32.94%,-2.65%,True,False,False,0.056291303096392076,0.035397465938528105,-0.02457023530570812,-0.09667179866593778,-14.52%,D_2560,False
UFO,UFO,Space economy ETF candidate,主題ETF,ETF_A_10_20_30,D1,-10.00%,2025-02-25,23.0446720123291,25.885517120361328,52w_high,-10.97%,1.53%,True,False,False,0.00603432614263566,0.0828842302772419,0.42689503308421717,0.9485433136526142,-16.29%,D_ONLY,True
UFO,UFO,Space economy ETF candidate,主題ETF,ETF_A_10_20_30,D1,-10.00%,2025-02-25,23.0446720123291,25.885517120361328,52w_high,-10.97%,1.53%,True,False,False,0.00603432614263566,0.0828842302772419,0.42689503308421717,0.9485433136526142,-16.29%,D_MA25,True
UFO,UFO,Space economy ETF candidate,主題ETF,ETF_A_10_20_30,D1,-10.00%,2025-02-25,23.0446720123291,25.885517120361328,52w_high,-10.97%,1.53%,True,False,False,0.00603432614263566,0.0828842302772419,0.42689503308421717,0.9485433136526142,-16.29%,D_VOLUME,True
UFO,UFO,Space economy ETF candidate,主題ETF,ETF_A_10_20_30,D1,-10.00%,2025-02-25,23.0446720123291,25.885517120361328,52w_high,-10.97%,1.53%,True,False,False,0.00603432614263566,0.0828842302772419,0.42689503308421717,0.9485433136526142,-16.29%,D_2560,False
UFO,UFO,Space economy ETF candidate,主題ETF,ETF_A_10_20_30,D2,-20.00%,2025-04-04,19.488725662231445,25.885517120361328,52w_high,-24.71%,-1.84%,False,True,False,0.15298308181729658,0.5323286393568811,1.0050138460642581,1.6125866816471994,-1.02%,D_ONLY,True
UFO,UFO,Space economy ETF candidate,主題ETF,ETF_A_10_20_30,D2,-20.00%,2025-04-04,19.488725662231445,25.885517120361328,52w_high,-24.71%,-1.84%,False,True,False,0.15298308181729658,0.5323286393568811,1.0050138460642581,1.6125866816471994,-1.02%,D_MA25,False
UFO,UFO,Space economy ETF candidate,主題ETF,ETF_A_10_20_30,D2,-20.00%,2025-04-04,19.488725662231445,25.885517120361328,52w_high,-24.71%,-1.84%,False,True,False,0.15298308181729658,0.5323286393568811,1.0050138460642581,1.6125866816471994,-1.02%,D_VOLUME,True
UFO,UFO,Space economy ETF candidate,主題ETF,ETF_A_10_20_30,D2,-20.00%,2025-04-04,19.488725662231445,25.885517120361328,52w_high,-24.71%,-1.84%,False,True,False,0.15298308181729658,0.5323286393568811,1.0050138460642581,1.6125866816471994,-1.02%,D_2560,False
UFO,UFO,Space economy ETF candidate,主題ETF,ETF_A_10_20_30,D1,-10.00%,2025-11-04,35.502952575683594,40.146331787109375,52w_high,-11.57%,0.90%,True,False,False,-0.0070165251836113995,0.18460922375110211,0.435821713084269,,-11.75%,D_ONLY,True
