ticker,group,pattern,signal_date,entry_date,entry_price,exit_date,exit_price,exit_reason,hold_days,return_pct,pnl_usd_100
BTC,加密資產,BUILT_VOLUME,2020-08-30,2020-08-31,11736.73325390625,2020-09-03,10245.296875,structure_or_atr_stop,3,-0.1270742332334993,-12.707423323349932
BTC,加密資產,BUILT_VOLUME,2020-10-05,2020-10-06,10817.89925390625,2020-10-21,12823.689453125,paper_target_15pct,15,0.1854140209795796,18.54140209795796
BTC,加密資產,VOLUME_PIT,2021-03-03,2021-03-04,50623.349296875,2021-03-13,61243.0859375,paper_target_15pct,9,0.20977941578592008,20.97794157859201
BTC,加密資產,BUILT_VOLUME,2021-08-31,2021-09-01,47193.972984375,2021-09-07,46811.12890625,structure_or_atr_stop,6,-0.008112139197345325,-0.8112139197345325
BTC,加密資產,RUSH_VOLUME,2021-10-29,2021-10-30,62363.8420078125,2021-11-16,60161.24609375,structure_or_atr_stop,17,-0.035318476911454066,-3.5318476911454066
BTC,加密資產,BUILT_VOLUME,2022-02-28,2022-03-01,43280.8929140625,2022-03-04,39137.60546875,structure_or_atr_stop,3,-0.09573017482655244,-9.573017482655244
BTC,加密資產,BUILT_VOLUME,2022-03-18,2022-03-19,41878.237734375,2022-04-06,43206.73828125,structure_or_atr_stop,18,0.0317229334075948,3.17229334075948
BTC,加密資產,RUSH_VOLUME,2023-09-22,2023-09-23,26631.71375390625,2023-10-02,27530.78515625,structure_or_atr_stop,9,0.033759427224689054,3.3759427224689054
BTC,加密資產,BUILT_VOLUME,2023-11-19,2023-11-20,37448.8223671875,2023-11-21,35813.8125,structure_or_atr_stop,1,-0.04365984732860628,-4.365984732860628
BTC,加密資產,BUILT_VOLUME,2023-11-22,2023-11-23,37495.2744609375,2023-12-05,44080.6484375,paper_target_15pct,12,0.17563210487825942,17.56321048782594
BTC,加密資產,BUILT_VOLUME,2023-12-16,2023-12-17,42320.58159375,2024-01-09,46139.73046875,structure_or_atr_stop,23,0.09024329844191037,9.024329844191037
BTC,加密資產,BUILT_VOLUME,2024-01-10,2024-01-11,46749.3863671875,2024-01-11,46368.5859375,structure_or_atr_stop,0,-0.00814557065405197,-0.814557065405197
BTC,加密資產,BUILT_VOLUME,2024-03-24,2024-03-25,67368.5619375,2024-04-13,63821.47265625,structure_or_atr_stop,19,-0.05265199640955298,-5.265199640955299
BTC,加密資產,VOLUME_PIT,2024-10-06,2024-10-07,62944.74759375,2024-10-29,72720.4921875,paper_target_15pct,22,0.15530675659934912,15.53067565993491
BTC,加密資產,BUILT_VOLUME,2024-12-06,2024-12-07,100116.544359375,2024-12-09,97432.71875,structure_or_atr_stop,2,-0.02680701403097996,-2.680701403097996
BTC,加密資產,BUILT_VOLUME,2024-12-11,2024-12-12,101370.140296875,2024-12-22,95104.9375,structure_or_atr_stop,10,-0.06180520988258065,-6.180520988258065
BTC,加密資產,VOLUME_PIT,2024-12-25,2024-12-26,99496.290703125,2024-12-30,92643.2109375,structure_or_atr_stop,4,-0.06887774124236534,-6.887774124236534
BTC,加密資產,BUILT_VOLUME,2025-01-24,2025-01-25,105033.6793125,2025-02-02,97688.9765625,structure_or_atr_stop,8,-0.06992712050148953,-6.992712050148953
BTC,加密資產,BUILT_VOLUME,2025-06-09,2025-06-10,110516.278875,2025-06-12,105929.0546875,structure_or_atr_stop,2,-0.041507226213148285,-4.150722621314829
BTC,加密資產,BUILT_VOLUME,2025-06-27,2025-06-28,107304.72796875,2025-07-14,119849.703125,structure_or_atr_stop,16,0.1169098081111899,11.69098081111899
BTC,加密資產,BUILT_VOLUME,2025-07-26,2025-07-27,118180.616015625,2025-08-01,113320.0859375,structure_or_atr_stop,5,-0.04112798056055467,-4.112798056055467
BTC,加密資產,RUSH_VOLUME,2026-03-13,2026-03-14,71107.313578125,2026-03-21,68711.5234375,structure_or_atr_stop,7,-0.033692598131875195,-3.3692598131875195
QQQ,大型科技ETF,BUILT_VOLUME,2017-03-28,2017-03-29,124.09923025666365,2017-04-05,124.07719421386719,structure_or_atr_stop,5,-0.00017756792488465845,-0.017756792488465845
QQQ,大型科技ETF,BUILT_VOLUME,2017-06-19,2017-06-20,132.55179606186698,2017-06-27,130.12828063964844,structure_or_atr_stop,5,-0.01828353514793113,-1.828353514793113
