pattern,trades,win_rate,avg_return,total_pnl_usd
RUSH_VOLUME,181,0.43646408839779005,0.010172354134181799,184.11960982869056
BUILT_VOLUME,700,0.39,0.002348592195381963,164.40145367673742
VOLUME_PIT,130,0.46923076923076923,0.01089027853107371,141.57362090395824
